ID	subset	status	action	accession	PMID	title	quote	URL	note
COHO:0000139	GWAS	FOUND	example added	GCST001675	PMID:22961001	Common variants at the MHC locus and at chromosome 16q24.1 predispose to Barrett's esophagus.	This comprised 1,105 cases from ChOPIN and EAGLE and 4,421 controls from the 58C control dataset, all genotyped on the Illumina Immunochip23 (WTCCC2 contributed SNPs to the Immunochip design to allow for its replication studies, and the set of 100 SNPs followed up in our Stage 1 replication were all on the Immunochip), and a further set of 2,578 UK controls (the People of the British Isles (PoBI) collection 24) genotyped on the Illumina custom Human 1.2M-Duo array.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3459818/fullTextXML	Full name given; 2,578 PoBI controls are in the replication stage of this WTCCC2 Barrett oesophagus GWAS. The Catalog-tagged PoBI studies (PMID:37653029, epilepsy) do not name PoBI in the text. Catalog does not tag cohorts on GCST001675.
COHO:0000143	GWAS	FOUND	example added	GCST000849	PMID:21082022	Genome-wide association study of blood pressure extremes identifies variant near UMOD associated with hypertension.	The validation cohorts were the MONItoring trends and determinants of CArdiovascular diseases (MONICA)/Pressioni Arteriose Monitorate E Loro Associazioni (PAMELA) studies (894 cases/746 controls) from Northern Italy [6], [28],	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2965757/fullTextXML	Full name given; the Northern Italian MONICA/PAMELA samples (PAMELA: Monza) are a validation cohort of this hypertension GWAS. Catalog does not tag cohorts on this study.
COHO:0000147	GWAS	FOUND	example added	GCST003382	PMID:27023175	Genome-wide association study of lifetime cannabis use based on a large meta-analytic sample of 32 330 subjects from the International Cannabis Consortium.	Data of the RADAR study were used.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4872459/fullTextXML	"Acronym only; confirmed by the same paper context: the RADAR entry thanks ""all the adolescents and their families and friends"" and is funded by the Netherlands Organisation for Scientific Research, VU University Amsterdam and Utrecht University, i.e. the Dutch adolescent RADAR study. Also the NTR2/RADAR replication sample in PMID:30003630. The full name does not appear in any Catalog paper text. Catalog does not tag cohorts on this study."
COHO:0000148	GWAS	FOUND	example added	GCST90013658	PMID:33717105	Common and Rare Variants Genetic Association Analysis of Circulating Neutrophil Extracellular Traps.	We performed a genome-wide association study (GWAS) and exome-sequencing analysis to identify common and rare genetic variants associated with plasma myeloperoxidase (MPO)-DNA complex levels, a biomarker for NETs, in the population-based Rotterdam Study cohort.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:33717105%20AND%20SRC:MED&resultType=core&format=json	Catalog tags it RS (and RSI); GWAS in Rotterdam Study participants (first and second cohorts).
COHO:0000149	GWAS	FOUND	example added	GCST003521	PMID:27445529	Identification of Susceptibility Genes of Adult Asthma in French Canadian Women.	Asthma-associated SNPs were tested for replication in women participants of the Saguenay-Lac-Saint-Jean (SLSJ) asthma family collection (n = 353).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4904514/fullTextXML	Full name given; women from the SLSJ asthma family collection form the replication sample of this French-Canadian adult asthma GWAS. Distinct from the Saguenay Youth Study named in other Catalog papers. The Catalog-tagged SLSJ studies (PMID:34155719, PMID:32439431) have no open text; SLSJ is also the follow-up sample of GCST90244022 (PMID:35671886). Catalog does not tag cohorts on GCST003521.
COHO:0000150	GWAS	FOUND	example added	GCST005412	PMID:29378355	A Genome-wide Study of Common and Rare Genetic Variants Associated with Circulating Thrombin Activatable Fibrinolysis Inhibitor.	These participants included 600 cases with ischaemic stroke at ages 18 to 69 years and 600 controls matched for age and sex from the Sahlgrenska Academy Study on Ischemic Stroke (SAHLSIS 28 ) and 2,060 population-based participants from the prospective Malmö Diet and Cancer Study (MDC 29 ) of whom 1,812 have not had a cardiovascular event and 248 had an ischaemic stroke during follow-up.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6260132/fullTextXML	Full name given; SAHLSIS ischaemic stroke cases (aged 18-69) and matched controls are one of the two cohorts of this TAFI GWAS, matching the definition. Also a study in the functional-outcome GWAS GCST007673 (PMID:30796134). The Catalog-tagged SAHLSIS papers do not name it in open text. Catalog does not tag cohorts on GCST005412.
COHO:0000153	GWAS	NOT FOUND	removed from subset						"No GWAS Catalog study uses this Xinhua Hospital (Shanghai) gallbladder carcinoma tumour-normal exome collection. No Catalog cohort tag Shanghai (local or live). Europe PMC searches intersected with all 7,817 Catalog PMIDs: ""Xinhua Hospital"" AND gallbladder AND ""genome-wide"" 35 hits, 0 in Catalog; gallbladder AND ""Xinhua Hospital"" AND sequencing 118 hits, 0 in Catalog. The only Catalog gallbladder cancer GWAS are from India (PMID:28274756) and Japan (PMID:22318345). The cohort is a somatic sequencing study (EGA EGAS00001000853), not a GWAS sample. GWAS subset membership looks mistaken."
COHO:0000154	GWAS	FOUND	example added	GCST007992	PMID:31089142	Association analyses identify 31 new risk loci for colorectal cancer susceptibility.	The SCOT GWAS comprised 3076 cases from the Short Course Oncology Treatment (SCOT) trial—a study of adjuvant chemotherapy in colorectal cancer by the CACTUS and OCTO groups44.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6517433/fullTextXML	Full trial name given; the SCOT trial colorectal cancer cases form one of the GWAS datasets of this colorectal cancer meta-analysis. The Catalog SCOT tag search only matches ASCOT (a different trial). Catalog does not tag cohorts on this study.
COHO:0000155	GWAS	FOUND	example added	GCST002639	PMID:25534755	A genome-wide association study of autism using the Simons Simplex Collection: Does reducing phenotypic heterogeneity in autism increase genetic homogeneity?	Genome-wide genotypic data of 2576 families from the Simons Simplex Collection were analyzed in the overall sample and phenotypic subgroups defined on the basis of diagnosis, IQ, and symptom profiles.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:25534755%20AND%20SRC:MED&resultType=core&format=json	Full name in title and abstract; family-based autism GWAS in the Simons Simplex Collection. The Catalog SSC tag search only matches CSSCD (a sickle cell study). Catalog does not tag cohorts on this study.
COHO:0000157	GWAS	FOUND	example added	GCST001750	PMID:23184150	Common variation at 2q22.3 (ZEB2) influences the risk of renal cancer.	The newly scanned cases comprised 856 cases ascertained through the TRANSORCE study of an ongoing collection of RCC cases ascertained as part of the Medical Research Council (MRC) SORCE trial through UK clinical oncology centres and 189 RCC cases collected through the Institute of Cancer Research and Royal Marsden NHS Hospitals Trust.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3554205/	UK renal cell carcinoma GWAS whose primary-scan cases are 856 patients from the MRC SORCE trial; same paper as the EGA example EGAS00001002336 (PMID in its record). Catalog does not tag cohorts on this study.
COHO:0000162	GWAS	FOUND	example added	GCST002427	PMID:24770850	Genome-wide association study of sexual maturation in males and females highlights a role for body mass and menarche loci in male puberty.	Cohorts contributing to the female discovery analysis were the ALSPAC, 1958 British Birth Cohort (BC58-T1DGC and BC58-WTCCC), Cardiovascular Risk in YFS, Netherlands Twin Registry (NTR) and TEENAGE study.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4168307/	"Acronym expanded elsewhere in the same paper (""TEENs of Attica: genes and Environment (TEENAGE)"", one of the four cohorts in the primary male analysis); TEENAGE Greek adolescents are a discovery cohort of this puberty GWAS (GCST002425 is the combined study, GCST002426 the male one). Also de novo replication genotyping in PMID:22479309 and PMID:22911880. Catalog does not tag cohorts on this study."
COHO:0000163	GWAS	FOUND	example added	GCST008513	PMID:31250787	Genetic Contributions to Health Literacy.	Using 5783 English Longitudinal Study of Ageing (ELSA) participants (mean age = 65.49, SD = 9.55) who had genotyping data and had completed a health literacy test at wave 2 (2004-2005), we carried out a genome-wide association study (GWAS) of health literacy.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:31250787%20AND%20SRC:MED&resultType=core&format=json	Full name in the abstract; GWAS of health literacy in ELSA participants. The Catalog-tagged ELSA studies (PMID:38815935, PMID:39875632, PMID:39937552) have no text naming it. Catalog does not tag cohorts on GCST008513.
COHO:0000171	GWAS	FOUND	example added	GCST001465	PMID:22479202	Novel loci for adiponectin levels and their influence on type 2 diabetes and metabolic traits: a multi-ethnic meta-analysis of 45,891 individuals.	Finally, these same SNPs, or their proxy SNPs (n = 2), were tested for association in the THISEAS cohort (n = 738), which had been genotyped using the Metabochip [55].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3315470/fullTextXML	"Acronym confirmed by the cited reference [55] in the same paper, ""Fibrinogen beta variants confer protection against coronary artery disease in a Greek case-control study"", i.e. THISEAS; its Metabochip-genotyped participants were tested for the adiponectin loci (replication). Also in PMID:22693459 (androgenetic alopecia). Catalog does not tag cohorts on this study."
COHO:0000173	GWAS	FOUND	example added	GCST90267552	PMID:36624241	Genome-wide association study of school grades identifies genetic overlap between language ability, psychopathology and creativity.	To replicate our findings, we analyzed 4547 genotyped individuals from the Twins Early Development Study (TEDS) cohort33 for whom General Certificate of Secondary Education (GCSE) school grades in English, math and science were available.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9829693/fullTextXML	Local candidate; Catalog tags it TEDS; 4,547 TEDS twins with GCSE grades are the replication GWAS sample.
COHO:0000176	GWAS	FOUND	example added	GCST008370	PMID:30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Through the analysis of UK Biobank data of 408,961 samples from white British participants with European ancestry for > 1,400 binary phenotypes, we show that SAIGE can efficiently analyze large sample data, controlling for unbalanced case-control ratios and sample relatedness.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:30104761%20AND%20SRC:MED&resultType=core&format=json	Local candidate; Catalog tags it UKB; one of the SAIGE UK Biobank PheWAS GWAS (ischaemic heart disease, PheCode 411).
COHO:0000177	GWAS	UNSURE	removed from subset (unconfirmed)	GCST90032648	PMID:34426670	Genetic analysis of dietary intake identifies new loci and functional links with metabolic traits.	To replicate the brain expression findings, we used expression quantitative trait loci (eQTL) data from the UK Brain Expression Consortium,27 a dataset that provides eQTL results from 10 brain regions from 134 individuals of European ancestry free of neurodegenerative disorders (Methods).	https://pmc.ncbi.nlm.nih.gov/articles/PMC8799527/	"Reason: UKBEC data appear in Catalog papers only as brain eQTL follow-up (here to replicate brain expression findings of this dietary-intake GWAS; likewise Braineac look-ups in e.g. PMID:27777418, PMID:28746715). No Catalog GWAS includes UKBEC brain donors as participants, so whether this counts as ""used"" is a judgment call. Europe PMC: ""UK Brain Expression Consortium"" 172 hits, 28 in Catalog; UKBEC 178, 28; Braineac 433, 116; all checked hits are eQTL look-ups. If follow-up use does not count, GWAS subset membership looks mistaken."
COHO:0000179	GWAS	FOUND	example added	GCST90243956	PMID:35507331	Comparative Genetic Analysis of Psoriatic Arthritis and Psoriasis for the Discovery of Genetic Risk Factors and Risk Prediction Modeling.	As controls, genotype data were available for 9,965 general population subjects from the UK Household Longitudinal Study (https://www.understandingsociety.ac.uk/), accessed through the European Genotype‐phenome Archive.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9539852/fullTextXML	Local candidate; Catalog tags it UKHLS (with UKB); UKHLS (Understanding Society) genotypes are controls in this psoriatic arthritis GWAS.
COHO:0000180	GWAS	FOUND	example added	GCST004131	PMID:28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	We generated low-coverage whole genome sequences for 4,686 IBD cases and 3,781 population controls from the UK IBD Genetics Consortium (UKIBDGC) and UK10K Consortium, respectively.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5289481/fullTextXML	Full consortium name; UKIBDGC cases are sequenced and analysed in this IBD GWAS (GCST004132 Crohn disease and GCST004133 ulcerative colitis are its other studies). The companion WGS paper PMID:28067910 is the EGA example publication. Catalog does not tag cohorts on these studies.
COHO:0000181	GWAS	FOUND	example added	GCST90436912	PMID:40883583	Efficient candidate drug target discovery through proteogenomics in a Scottish cohort.	The Viking Health Study—Shetland (hereafter VIKING1) is a geographically defined cohort with grandparents from the Shetland Isles, north of Scotland, which seeks to identify genetic factors influencing cardiovascular and other disease risk54.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12397405/fullTextXML	Local candidate; Catalog tags it VIKING; proteomic GWAS in a 200-person subsample of the Viking Health Study - Shetland (194 Shetland-origin individuals in this study).
COHO:0000182	GWAS	FOUND	example added	GCST90204200	PMID:36470867	Genome-wide association study of REM sleep behavior disorder identifies polygenic risk and brain expression effects.	Accordingly, for controls, we used genotype data obtained from (a) French and French-Canadian controls from McGill University (N = 871); (b) the HYPERGENES Project54 (N = 557 Italian samples); (c) the Wellcome Trust Case Control Consortium55 (N = 5516 British samples);	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9722930/fullTextXML	Local candidate; Catalog tags it WTCCC; 5,516 WTCCC British control genotypes used in this GWAS.
COHO:0000188	GWAS	FOUND	example added	GCST002644	PMID:25281659	A novel common variant in DCST2 is associated with length in early life and height in adulthood.	We thank the participating DIPP families and the DIPP staff.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4447786/fullTextXML	"DIPP is a replication cohort of this birth-length GWAS: the paper supplement (Europe PMC supplementaryFiles for PMC4447786, sheet ""Table S2. Basic characteristics, exclusions, genotyping in replication studies."") lists DIPP with Finland, ""Screened from the general population for HLA-conferred susceptibility to type 1 diabetes"", years of birth 1995-2010, N 6444, genotyping ""DNA (Kbioscience)"", http://dipp.utu.fi/, matching the definition. In the main text DIPP appears only in the per-study acknowledgements (quoted). GCST002646 is the paper infant-length study. No other Catalog paper uses DIPP. Catalog does not tag cohorts on this study."
COHO:0000191	GWAS	FOUND	example added	GCST002404	PMID:24688116	Genome-wide association meta-analysis of human longevity identifies a novel locus conferring survival beyond 90 years of age.	Some cohorts only provided controls (GOYA, NTR, SU.VI.MAX, TwinsUK and WTCCC2) or only cases (BELFAST, CEPH centenarian cohort, Danish longevity study I/II, Leiden 85-plus Study I/II and Newcastle 85+ Study), whereas others contained both (Calabria cohort, deCODE, EGCUT, GEHA Study, German longevity study, Leiden Longevity Study, Rotterdam Study I/II and TwinGene).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4103672/fullTextXML	The German longevity study (Kiel/PopGen long-lived individuals and younger controls) contributed both cases and controls to this longevity GWAS meta-analysis (GCST002403 is the 85+ study). In PMID:31413261 the German Longevity Study (GLS) was a de novo genotyped replication cohort for APOE. Catalog does not tag cohorts on this study.
COHO:0000192	GWAS	NOT FOUND	removed from subset						"No GWAS Catalog study found that analysed GRACE (Global Registry of Acute Coronary Events) or GRACE Genetics participants. The GRACE Genetics 9p21 paper (current example PMID:20231156) is not in the Catalog. No Catalog tag GRACE or GRACE_Genetics (GR@ACE is an unrelated Alzheimer cohort). Europe PMC searches intersected with all 7,817 Catalog PMIDs: ""Global Registry of Acute Coronary Events"" 3,144 hits, 0 in Catalog; GRACE AND ""acute coronary syndrome"" AND ""genome-wide"" 157 hits, 2 in Catalog (PMID:35533259, PMID:26343387; no GRACE study in text); ""GENIUS-CHD"" 27 hits, 1 in Catalog (PMID:33532862; no GRACE in text); ""GRACE Genetics"" 7 hits, 0 in Catalog. GWAS subset membership looks mistaken."
COHO:0000493	GWAS	FOUND	example added	GCST007858	PMID:25625282	Identification and functional characterization of G6PC2 coding variants influencing glycemic traits define an effector transcript at the G6PC2-ABCB11 locus.	We used a subset of Finnish samples (FIN-D2D 2007, DPS, DR’s EXTRA, FINRISK 2007, and METSIM; n = 10,266) to calculate variance explained by G6PC2.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4307976/	"Acronym confirmed by the same paper: ""The DR's EXTRA Study was supported by grants to RR by the Ministry of Education and Culture of Finland ..., Kuopio University Hospital ... City of Kuopio"" (the Kuopio exercise trial). DR's EXTRA is one of the Finnish studies in this glycaemic-trait exome-array association analysis. The Catalog-tagged DRS_EXTRA studies (local candidates GCST90267567 etc., PMID:37291194; also GCST90002229, PMID:34059833) list cohorts only in supplements. Catalog does not tag cohorts on GCST007858."
COHO:0000498	GWAS	FOUND	example added	GCST000471	PMID:19736353	A genomewide association study points to multiple loci that predict antidepressant drug treatment outcome in depression.	We performed a genomewide association study in patients from the Munich Antidepressant Response Signature (MARS) project and in pooled DNA from an independent German replication sample.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:19736353%20AND%20SRC:MED&resultType=core&format=json	Full name in the abstract; GWAS of antidepressant treatment outcome in MARS inpatients (Max Planck Institute of Psychiatry, Munich). The Catalog-tagged MARS local candidates (PMID:37984853, PMID:42014397) are the Rush Minority Aging Research Study, not this cohort. The current example paper PMID:23377640 is also in the Catalog as GCST001850 (GENDEP, MARS and STAR*D meta-analysis).
COHO:0000565	GWAS	FOUND	example added	GCST000945	PMID:21239051	Identification of ADAMTS7 as a novel locus for coronary atherosclerosis and association of ABO with myocardial infarction in the presence of coronary atherosclerosis: two genome-wide association studies.	The meta-analysis of angiographic CAD versus control was restricted to those studies that ascertained both cases and controls via coronary angiography. These were PennCath, MedStar, Emory GeneBank, the Intermountain Heart Collaborative Study, and Verona Heart Study.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3297116/	"Full name given (""Utah IHCS=Utah Intermountain Heart Collaborative Study"" in the same paper); the angiography-based IHCS cases and controls are in stage 3 (replication) of the angiographic CAD GWAS. The Catalog-tagged IHCS studies (e.g. GCST90319877) have no open text naming it. Catalog does not tag cohorts on GCST000945."
COHO:0000572	GWAS	FOUND	example added	GCST001153	PMID:21750109	European genome-wide association study identifies SLC14A1 as a new urinary bladder cancer susceptibility gene.	The Dutch patients were recruited for the Nijmegen Bladder Cancer Study (NBCS: http://dceg.cancer.gov/icbc/membership.html).	https://pmc.ncbi.nlm.nih.gov/articles/PMC3188988/	Full name given; NBCS bladder cancer patients are among the cases of this European bladder cancer GWAS (not the Norwegian Breast Cancer Study, which shares the acronym). NBCS (N=1470) is also the replication cohort of the BCPP non-muscle-invasive bladder cancer GWAS (PMID:31277774). The Catalog-tagged NBCS study PMID:37210288 names it only in funding text. Catalog does not tag cohorts on GCST001153.
COHO:0000582	GWAS	FOUND	example added	GCST90271622	PMID:37709864	Genome-wide association meta-analysis identifies 17 loci associated with nonalcoholic fatty liver disease.	The multi-ethnic GOLD Consortium includes the following nine multi-ethnic cohorts with CT-measured steatosis (n = 23,521): Age, Gene/Environment Susceptibility-Reykjavik Study (AGES)75, COPDGene76, Family Heart Study (FamHS)77, Framingham Heart Study (FHS)78,	https://pmc.ncbi.nlm.nih.gov/articles/PMC10918428/	"Catalog tags it FamHS; the Family Heart Study is one of the GOLD cohorts with CT-measured liver fat in this NAFLD GWAS meta-analysis, listed separately from the Framingham Heart Study (which also uses the synonym FHS). The same paper cites FamHS liver-fat work (ref. 93, ""... in the NHLBI Family Heart Study""). Also a discovery GWAS in PMID:27412012 (apoA-IV)."
COHO:0000603	GWAS	FOUND	example added	GCST009097	PMID:31676865	Genome-wide association analysis of venous thromboembolism identifies new risk loci and genetic overlap with arterial vascular disease.	Data used in this analysis included genetic data from WHI-HT participants derived from three separate GWAS sub-studies: 1) the WHI Genomics and Randomized Trials Network study (WHI-GARNET, 457 incident VTE events among 4,233 participants), (2) the WHI Memory Study (WHIMS, 180 incident VTE events among 5,637 participants), and (3) the WHI Long Life Study (WHI-LLS, 53 incident VTE events among 1,105 participants).	https://pmc.ncbi.nlm.nih.gov/articles/PMC6858581/	WHIMS genotyped participants (5,637) are one of the WHI GWAS sub-studies in this venous thromboembolism GWAS meta-analysis. The only Catalog study tagged WHI-MS (local candidates, PMID:41325697) lists cohorts only in its supplement. Catalog does not tag cohorts on GCST009097.
COHO:0000604	GWAS	FOUND	example added	GCST001650	PMID:22939635	Genome-wide association and population genetic analysis of C-reactive protein in African American and Hispanic American women.	We performed genome-wide association studies (GWASs) of 8,280 African American (AA) and 3,548 Hispanic American (HA) postmenopausal women from the Women's Health Initiative SNP Health Association Resource.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:22939635%20AND%20SRC:MED&resultType=core&format=json	Full name in the abstract; discovery GWAS in the WHI SHARe African American and Hispanic women, matching the definition. The only Catalog study tagged WHI-SHARe (local candidates, PMID:41325697) lists cohorts only in its supplement. Catalog does not tag cohorts on GCST001650.
COHO:0000023	MetaboLight	FOUND	example added	MTBLS2806	PMID:34490096	SNAP25 Inhibits Glioma Progression by Regulating Synapse Plasticity via GLS-Mediated Glutaminolysis.	Using RNA sequencing data from The Cancer Genome Atlas (TCGA) database, the differential synaptosis-related genes between LGG and GBM were identified as highly correlated.	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS2806	Full name, no ambiguity; TCGA glioma RNA-seq data were analysed (paper PMC8416623: 693 gliomas with RNA-seq from TCGA). The record gives DOI 10.3389/fonc.2021.698835 = PMID:34490096, whose data statement names MTBLS2806. Other MetaboLights studies that analysed TCGA data, none with a PMID in its record: MTBLS11996, MTBLS15414, MTBLS8002, MTBLS13095, MTBLS15324.
COHO:0000025	MetaboLight	NOT FOUND	removed from subset						"EBI Search metabolights: ""Cancer Prostate in Sweden"" 0 hits; CAPS AND prostate 0. full-text scan of all 3,442 public MetaboLights studies (EB-eye dump of 2026-09-23 plus the 6 newer records): name 0; bare CAPS appears only as the CAPS buffer (e.g. MTBLS630, MTBLS751) or cryopyrin-associated periodic syndrome (MTBLS7872). Europe PMC ""Cancer Prostate in Sweden"" AND (MetaboLights OR MTBLS*) 0. MetaboLight membership looks mistaken (acronym clash)."
COHO:0000036	MetaboLight	NOT FOUND	removed from subset						"EBI Search metabolights: ""Chicago Asthma Genetics"" 0; asthma AND Chicago 0. full-text scan of all 3,442 public MetaboLights studies (EB-eye dump of 2026-09-23 plus the 6 newer records): name 0; bare CAG appears only as CAG-Cre mice, CAG repeats, chronic atrophic gastritis (MTBLS340) or gut-bacteria CAG bins. Europe PMC ""Chicago Asthma Genetics"" AND (MetaboLights OR MTBLS*) 0. MetaboLight membership looks mistaken (acronym clash)."
COHO:0000038	MetaboLight	NOT FOUND	removed from subset						"EBI Search metabolights: ""Cholesterol and Atherosclerosis Pharmacogenetics"" 0; ""Cholesterol and Pharmacogenetics"" 0; CAP AND simvastatin 0; simvastatin AND pharmacogenetics 2 (bacterial drug studies MTBLS12697, MTBLS1264, unrelated). full-text scan of all 3,442 public MetaboLights studies (EB-eye dump of 2026-09-23 plus the 6 newer records): neither name; bare CAP appears only as capsaicin, concentrated ambient particles, community-acquired pneumonia (MTBLS354) or the CAP-CTM HBV assay. Europe PMC for either name AND (MetaboLights OR MTBLS*) 0. MetaboLight membership looks mistaken (acronym clash)."
COHO:0000046	MetaboLight	NOT FOUND	removed from subset						"EBI Search metabolights: ""Copenhagen Hospital Biobank"" 0; CHB AND Copenhagen 0; Copenhagen AND biobank 0; Rigshospitalet 0. full-text scan of all 3,442 public MetaboLights studies (EB-eye dump of 2026-09-23 plus the 6 newer records): name 0; bare CHB appears only as chronic hepatitis B (MTBLS10401, MTBLS13946, MTBLS14248). Europe PMC ""Copenhagen Hospital Biobank"" AND (MetaboLights OR MTBLS*) 0. MetaboLight membership looks mistaken (acronym clash)."
COHO:0000066	MetaboLight	FOUND	example added	MTBLS833	PMID:36357675	Rare and common genetic determinants of metabolic individuality and their effects on human health.	Rare and common genetic determinants of metabolic individuality and their effects on human health (EPIC-Norfolk study assays)	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS833	Full name. The record's sample-collection protocol describes EPIC-Norfolk (nested in EPIC, recruited in Norfolk, UK, 1994-1997) and says the deposited measures are EPIC-Norfolk samples (consignment N=5,994), so this is the cohort. The paper (PMC9671801) lists MTBLS833 in its data statement.
COHO:0000099	MetaboLight	NOT FOUND	removed from subset						"EBI Search metabolights: ""Indiana Sisters Study"" 0; Indiana AND sisters 0. full-text scan of all 3,442 public MetaboLights studies (EB-eye dump of 2026-09-23 plus the 6 newer records): name 0; bare ISS appears only as the myeloma International Staging System (MTBLS676). Europe PMC ""Indiana Sisters Study"" AND (MetaboLights OR MTBLS*) 0. MetaboLight membership looks mistaken (acronym clash)."
COHO:0000107	MetaboLight	FOUND	example added	MTBLS974	PMID:31431621	A metabolic profile of all-cause mortality risk identified in an observational study of 44,168 individuals.	The current dataset Leiden Longevity Study Sibs consists of 965 nonagenarian siblings	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS974	Full name. The record describes families with at least 2 long-lived siblings (men 89+, women 91+), so this is the cohort. The record lists this paper under a draft title without a PMID; its full text (PMC6702196) says the LLS NMR data are deposited as MTBLS974. The record's other PMIDs are the cohort design papers and a tool paper (KIMBLE).
COHO:0000144	MetaboLight	FOUND	example added	MTBLS90	PMID:25502724	Large-scale metabolomic profiling identifies novel biomarkers for incident coronary heart disease.	Large-scale non-targeted serum metabolomics in the Prospective Investigation of the Vasculature in Uppsala Seniors	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS90	Full name. Serum metabolomics of 968 PIVUS participants aged 70 in Uppsala. The paper (PMC4263376) lists MTBLS90, MTBLS93 and MTBLS124.
COHO:0000160	MetaboLight	FOUND	example added	MTBLS93	PMID:25502724	Large-scale metabolomic profiling identifies novel biomarkers for incident coronary heart disease.	Large-scale non-targeted serum metabolomics in the Swedish Twin Registry	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS93	"Full name. The samples are from TwinGene, which the record calls ""a longitudinal study nested within the Swedish Twin Register"", so these are registry twins. The same study is the TwinGene example (MetaboLight-22)."
COHO:0000164	MetaboLight	FOUND	example added	MTBLS616	PMID:29925420	Hepatic steatosis risk is partly driven by increased de novo lipogenesis following carbohydrate consumption.	We conducted direct infusion mass spectrometry of lipids in plasma to study the association between specific triacylglycerols (TAGs) and hepatic steatosis assessed by ultrasound and fatty liver index in volunteers from the UK-based Fenland Study (n=1507)	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS616	Full name, UK-based, so this is the cohort. MTBLS616 is the human plasma assay; MTBLS614 is the same paper's mouse assay. The record lists the paper without a PMID; its data statement (PMC6009819) lists MTBLS614 and MTBLS616.
COHO:0000169	MetaboLight	FOUND	example added	MTBLS4461	PMID:30887811	An Unbiased Lipid Phenotyping Approach To Study the Genetic Determinants of Lipids and Their Association with Coronary Heart Disease Risk Factors.	Intact lipid profiling by DIHRMS was performed on 5662 serum samples from healthy participants in the Pakistan Risk of Myocardial Infarction Study (PROMIS).	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS4461	Full name. The protocol describes a case-control study of first MI at 9 centres in urban Pakistan, so this is the cohort. It is not the unrelated PROMIS protein-metabolite method (MTBLS94, MTBLS9098).
COHO:0000176	MetaboLight	FOUND	example added	MTBLS284	PMID:33574263	Rare genetic variants affecting urine metabolite levels link population variation to inborn errors of metabolism.	Use of whole-exome sequencing data in the UK Biobank allowed for linking genes to diseases that could plausibly be explained by the identified metabolites.	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS284	Full name, no ambiguity. The paper (PMC7878905) ran gene-based tests in the UK Biobank WES dataset (application 28807) on 791 outcomes; the deposited metabolomics are GCKD urine. Alternative: MTBLS12201, whose record says 412,234 UK Biobank participants were analysed. Its paper is PMID:40239706 (cites MTBLS12201), but the record does not list it. MTBLS14404 only compares with UK Biobank.
COHO:0000183	MetaboLight	NOT FOUND	removed from subset						"EBI Search metabolights: Basquecolon 0; BCC AND colorectal 0; Basque 1937 (fuzzy-match noise: the word is in none of the public study records). full-text scan of all 3,442 public MetaboLights studies (EB-eye dump of 2026-09-23 plus the 6 newer records): Basque 0; bare BCC appears only as basal cell carcinoma (MTBLS12786). Europe PMC (Basquecolon OR ""Basque-colon"" OR ""Basque colon"") AND (MetaboLights OR MTBLS*) 0; without the MetaboLights terms, 1 hit (the current example, PMID:37783704). MetaboLight membership looks mistaken (acronym clash)."
