ID	example study	PMID	note	quote	URL	title
COHO:0001185	GCST90090980	PMID:32139696	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The Hwasun Cancer Epidemiology Study (HCES-Br) is a hospital-based case-control 92 study whose goal is to identify factors of the cancer development and clinical 93 progression in a Korean population.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7057957/supplementaryFiles	
COHO:0001186	GCST90002310	PMID:32888493	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Health2008	https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx	
COHO:0001187	GCST90002310	PMID:32888493	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Health2010	https://ars.els-cdn.com/content/image/1-s2.0-S0092867420308229-mmc1.xlsx	
COHO:0001188	GCST90281031	PMID:37125963	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	In the stage of genome-wide scan, we performed a meta-analysis in two independent case-control cohorts of Chinese patients with T2D: 1) 4,886 patients (1,358 case and 3,528 control subjects) from the Hong Kong Diabetes Register (HKDR) (recruitment period 1995–2014) and 2) 4,055 patients (1,159 case and 2,896 control subjects) recruited in 2013–2019 from the Hong Kong Diabetes Biobank (HKDB) phase 1 study (16).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10234754/fullTextXML	
COHO:0001189	GCST90664511	PMID:38517939	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The HostSeq initiative recruited 10,059 Canadians infected with SARS-CoV-2 between March 2020 and March 2023, obtained clinical information on their disease experience and whole genome sequenced (WGS) their DNA.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A38517939+AND+SRC%3AMED&format=json&resultType=core	
COHO:0001190	GCST90013445	PMID:34127860	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	These studies include the Type 1 Diabetes Genetics Consortium (T1DGC), British 1958 Birth Cohort, Genetic Resource Investigating Diabetes (GRID), Consortium for the Longitudinal Evaluation of African-Americans with Early Rheumatoid Arthritis (CLEAR), Epidemiology of Diabetes Interventions and Complications (EDIC), Genetics of Kidneys and Diabetes Study (GoKinD), New York Cancer Project (NYCP), SEARCH for Diabetes in Youth study (SEARCH), Type 1 Diabetes TrialNet study (TrialNet), Tyypin 1 Diabetekseen Sairastuneita Perheenjäsenineen (IDDMGEN), Tyypin 1 Diabeteksen Genetiikka (T1DGEN), Northern Ireland GRID Collection, Northern Ireland Young Hearts Project, Hvidoere Study Group on Childhood Diabetes (HSG), and International HapMap Project.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8273124/fullTextXML	
COHO:0001191	GCST90271557	PMID:37679419	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The HUNT: Nord-Trøndelag Health Study 1995-97 (HUNT 2):Objectives, contents, methods and participation.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01462-3/MediaObjects/41588_2023_1462_MOESM6_ESM.xlsx	
COHO:0001192	GCST90270120	PMID:35670608	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Replication in the HypnoLaus and MESA cohorts (1002 cases) preceded joint meta-analysis.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A35670608+AND+SRC%3AMED&format=json&resultType=core	
COHO:0001193	GCST90624430	PMID:38555957	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	With the French multicenter interaction of gene and environment of depression during postpartum (IGEDEPP) cohort, we conducted a genome-wide association study (GWAS) on 234 women with early-onset PPD and 223 women with late-onset PPD, as well as 1,204 controls with no history of lifetime depression.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11059250/fullTextXML	
COHO:0001194	GCST90568440	PMID:40962958	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The INSchool cohort consist of 3, 557 children from 23 schools in Catalonia (age range: 5-17 years; 234 mean age: 9.8 years, s.d.=2.9).	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-025-02295-y/MediaObjects/41588_2025_2295_MOESM1_ESM.pdf	
COHO:0001195	GCST90728616	PMID:41350806	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The GWAS discovery phase included 2087 Japanese patients with ALS who were enrolled in the Japanese Consortium for Amyotrophic Lateral Sclerosis Research (JaCALS) registry.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12680644/fullTextXML	
COHO:0001196	GCST90274716	PMID:37945903	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Asian Ancestry Studies JAPC GWAS Asian	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01534-4/MediaObjects/41588_2023_1534_MOESM4_ESM.xlsx	
COHO:0001197	GCST90809879	PMID:41554961	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Here, we conducted a GWAS comprising 1001 Japanese individuals from the National Center for Geriatrics and Gerontology (NCGG) Biobank, followed by a meta-analysis with GWAS data from 9479 individuals in the Japan Prospective Studies Collaboration for Aging and Dementia (JPSC-AD), identifying three novel loci significantly associated with WMH volume (P -8).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A41554961+AND+SRC%3AMED&format=json&resultType=core	
COHO:0001198	GCST90448927	PMID:38223675	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	This study’s participants were based on a population of 2144 individuals selected during 2010–2011 by the Korean Research Project on the Integrated Exposure Assessment of Hazardous Substances for Food Safety (KRIEFS).	https://pmc.ncbi.nlm.nih.gov/articles/PMC10786758/	
COHO:0001199	GCST90274717	PMID:37945903	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Latino Ancestry Studies LAPC GWAS Latino	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01534-4/MediaObjects/41588_2023_1534_MOESM4_ESM.xlsx	
COHO:0001200	GCST90281037	PMID:39132902	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	LEAP: Levodopa in Early Parkinson's Disease, Netherlands	https://pmc.ncbi.nlm.nih.gov/articles/PMC11490412/	
COHO:0001201	GCST90281037	PMID:39132902	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	We would like to thank all participants of the Luxembourg Parkinson’s Study for their important support of our research.	https://europepmc.org/api/getPdf?pmcid=PMC11490412	
COHO:0001202	GCST90502911	PMID:40216759	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	NHLBI TOPMed: Lung Tissue Research Consortium (LTRC)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11992084/supplementaryFiles	
COHO:0001203	GCST90129576	PMID:35418701	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The MARIE study was supported by the Deutsche Krebshilfe e.V.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9007944/fullTextXML	
COHO:0001204	GCST90841377	PMID:37101235	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	These cohorts included Memento [24], Mayo Clinic Study of Aging (MCSA) [25], Wisconsin Registry for Alzheimer's Prevention (WRAP) [26], Berkeley Aging Cohort study (BACS) [27], Korean study [28], and MISSION-AD.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10134547/fullTextXML	
COHO:0001205	GCST90103991	PMID:35186008	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Meta-analysis of MVP, Biobank Japan, PMBB, Pakistan Genomic Resource, MedStar, PennCath, DIAMANTE, and Malmö Diet and Cancer Study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8847690/supplementaryFiles	
COHO:0001206	GCST90129576	PMID:35418701	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The MISS study is supported by funding from ERC-2011-294576 Advanced grant, Swedish Cancer Society, Swedish Research Council, Local hospital funds, Berta Kamprad Foundation, Gunnar Nilsson.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9007944/fullTextXML	
COHO:0001207	GCST90568440	PMID:40962958	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Data for this study comes from the Michigan State University Twin Registry (MSUTR)	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-025-02295-y/MediaObjects/41588_2025_2295_MOESM1_ESM.pdf	
COHO:0001208	GCST90568440	PMID:40962958	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The authors thank the MUSP study participants and study team.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-025-02295-y/MediaObjects/41588_2025_2295_MOESM1_ESM.pdf	
COHO:0001209	GCST90162630	PMID:35094092	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Samples of Caucasian ancestry (n = 952) were obtained via international collaboration including samples from the UK Juvenile Dermatomyositis Cohort & Biomarker Study, the Childhood Myositis Heterogeneity Study Group and the Myositis Genetics Consortium (Table 1).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9307311/fullTextXML	
COHO:0001210	GCST90129576	PMID:35418701	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The Carolina Breast Cancer Study (NCBCS) was funded by Komen Foundation, the National Cancer Institute (P50 CA058223, U54 CA156733, U01 CA179715), and the North Carolina University Cancer Research Fund.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9007944/fullTextXML	
COHO:0001211		PMID:19706757	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	NCBCS North Carolina Bladder Cancer Study 215 245 77 USA: hospital-based	https://pmc.ncbi.nlm.nih.gov/articles/PMC2782435/	
COHO:0001212	GCST90274713	PMID:37945903	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The present study included an additional 49,072 cases and 661,437 controls from the UK Biobank, the FinnGen study, the Electronic Medical Records and Genomics (eMERGE) Network, the BioVU Biobank, the BioMe Biobank, the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO), the MD Anderson prostate cancer study (MD Anderson), the California and Uganda Prostate Cancer Study (CA UG), the VA Million Veteran Program (MVP), and the Maryland Prostate Cancer Case-Control Study (NCI-MD) (Supplementary Table 1).	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10841479/unicode	
COHO:0001213	GCST90841457	PMID:42225636	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Northern Finland Birth Cohort 1966	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13226718/supplementaryFiles	
COHO:0001214	GCST90841197	PMID:41963194	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Briefly, participants were drawn from multiple established studies, including the Shanxi Upper Gastrointestinal Cancer Genetics Project and the Linxian Nutrition Intervention Trial, as well as additional prospective cohort studies incorporating in the validation phase.	https://ars.els-cdn.com/content/image/1-s2.0-S2095927326003270-mmc1.docx	
COHO:0001215	GCST90554824	PMID:38365752	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The study population comprised 3170 participants from the Neuro-Ophthalmology Research at Fundació ACE (NORFACE) cohort, which was founded in 2014 to search for retinal biomarkers of AD and examine the relationships between retinal changes and different types of neurodegenerative disorders [12].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10870444/fullTextXML	
COHO:0001216	GCST90013445	PMID:34127860	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	P.K.G. provided samples for genotyping through the New York Cancer Project (NYCP).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8273124/fullTextXML	
COHO:0001217	GCST90454537	PMID:39349682	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	We performed a GWAS for POP in Japanese participants registered in the Okinawa Bioinformation Bank (OBi) and Biobank Japan (BBJ) (Supplementary Fig. 1).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11443051/fullTextXML	
COHO:0001218	GCST90100588	PMID:34926279	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	To discover recessively inherited pancreatic cancer risk loci, we performed a re-analysis of the largest pancreatic cancer GWAS, the Pancreatic Cancer Cohort Consortium (PanScan) and the Pancreatic Cancer Case-Control Consortium (PanC4), including 8,769 cases and 7,055 controls of European ancestry.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8678088/fullTextXML	
COHO:0001219	GCST90274713	PMID:37945903	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	PEGASUS was supported by the Intramural Research Program, Division of Cancer Epidemiology and Genetics, National Cancer Institute, National Institutes of Health.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01534-4/MediaObjects/41588_2023_1534_MOESM1_ESM.pdf	
COHO:0001220	GCST90103991	PMID:35186008	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Meta-analysis of MVP, Biobank Japan, PMBB, Pakistan Genomic Resource, MedStar, PennCath, DIAMANTE, and Malmö Diet and Cancer Study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8847690/supplementaryFiles	
COHO:0001221	GCST90104462	PMID:35998220	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The Pediatric Imaging, Neurocognition, and Genetics cohort is funded by NIH Grant RC2DA029475, the National Institute on Drug Abuse, and the Eunice Kennedy Shriver NICHD.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9436320/fullTextXML	
COHO:0001222	GCST90129576	PMID:35418701	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	PKARMA: Karolinska Mammography Project for Risk Prediction of Breast Cancer - Case-Control Study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9007944/supplementaryFiles	
COHO:0001223	GCST90281037	PMID:39132902	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	PreCEPT: Parkinson Research Examination of CEP-1347 Trial	https://pmc.ncbi.nlm.nih.gov/articles/PMC11490412/	
COHO:0001224	GCST90726344	PMID:41233554	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The PREFECT sample constituted N=1,796 cases who had a clinical diagnosis of MDD and were treated for a major depressive episode with electroconvulsive therapy (ECT)6 .	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12695632/supplementaryFiles	
COHO:0001225	GCST90129578	PMID:35420468	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Here, we aimed to identify genetic variants associated with host susceptibility to Campylobacter infection using two well-characterized birth cohorts: the Performance of Rotavirus and Oral Polio Vaccines in Developing Countries (PROVIDE) Study (19) and the Cryptosporidiosis Birth Cohort (CBC) (20).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9239263/fullTextXML	
COHO:0001226	GCST90244755	PMID:38052102	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Queensland Twin Registry	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10767824/supplementaryFiles	
COHO:0001227	GCST90446233	PMID:38958117	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Study participants for the REAAADI were ascertained as part of a family-based study of Alzheimer’s Disease through the John P. Hussman Institute for Human Genomics Outreach and Diversity Core at the University of Miami, Columbia University Alzheimer Disease Research Center, Case Western Reserve University, and Maya Angelou Center for Health Equity at Wake Forest School of Medicine.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11350055/supplementaryFiles	
COHO:0001228	GCST90841466	PMID:42225636	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The Roskilde cohort of pregnant women	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13226718/supplementaryFiles	
COHO:0001229	GCST90090980	PMID:32139696	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The Chinese participants were drawn from Shanghai Breast Cancer Genetics Study 4 (SBCGS), which consists of the Shanghai Breast Cancer Study (SBCS), Shanghai 5 Breast Cancer Survival Study (SBCSS), Shanghai Endometrial Cancer Study 6 (SECS, contributed control data only), and the Shanghai Women’s Health Study 7 (SWHS), four large population-based studies in urban Shanghai.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7057957/supplementaryFiles	
COHO:0001230	GCST90267402	PMID:36273105	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Scandinavian Lymphoma Etiology GWAS SCALE FL-376 791 Population-based case-control study, Scandinavia Patients with incident primary NHL diagnosed through rapid case-ascertainment network in Sweden and Denmark Frequency matched (age in 10-year intervals, sex and country) population controls prospectively identified every 6 months in nationwide population registers (incidence density sampling).	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41375-022-01711-0/MediaObjects/41375_2022_1711_MOESM1_ESM.docx	
COHO:0001231	GCST90454506	PMID:39361370	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	In this second study nested in the SCOURGE consortium, we conducted a genome-wide association study (GWAS) for COVID-19 hospitalization in admixed Americans, comprising a total of 4702 hospitalized cases recruited by SCOURGE and seven other participating studies in the COVID-19 Host Genetic Initiative.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A39361370+AND+SRC%3AMED&format=json&resultType=core	
COHO:0001232		PMID:40691366	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	SDC Steno Diabetes Center T2D Cases	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12443623/supplementaryFiles	
COHO:0001233	GCST90662913	PMID:39556808	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	We performed a meta-GWAS of C-peptide that including four T1D studies: the Scottish Diabetes Research Network Type 1 Bioresource (SDRNT1BIO) (4,16), Diabetes Control and Complications Trial (DCCT) (17,18), Coronary Artery Calcification in T1D (CACTI) (19,20), and Wisconsin Epidemiologic Study of Diabetic Retinopathy (WESDR) (21).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11755686/fullTextXML	
COHO:0001234	GCST90841197	PMID:41963194	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Briefly, participants were drawn from multiple established studies, including the Shanxi Upper Gastrointestinal Cancer Genetics Project and the Linxian Nutrition Intervention Trial, as well as additional prospective cohort studies incorporating in the validation phase.	https://ars.els-cdn.com/content/image/1-s2.0-S2095927326003270-mmc1.docx	
COHO:0001235	GCST90269914	PMID:37532928	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The Swiss HIV Cohort Study (SHCS) is an ongoing multicentre research project dealing with adults infected with HIV aged 16 years or older residing in Switzerland.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10848312/fullTextXML	
COHO:0001236	GCST90281365	PMID:37619450	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	GWAS cohorts comprised the UKB, The Rotterdam Study (RS) I&II, Osteoporotic Fractures in Men (MrOS) Study and Study of Osteoporotic Fractures (SOF). mJSW was measured automatically in UKB and manually in RS, MrOS and SOF (see Supplementary Methods).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10470292/fullTextXML	
COHO:0001237	GCST90726344	PMID:41233554	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Study of Twin Adults: Genes and Environment (STAGE): This cohort consisted of those born between 1959 and 1985 from the Swedish Twin Registry10 .	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12695632/supplementaryFiles	
COHO:0001238	GCST90244577	PMID:35712048	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	To avoid sample overlap between the major depression GWAS and the antidepressant response cohorts in this study, we used major depression GWAS summary statistics excluding overlapping cohorts (STAR∗D [Sequenced Treatment Alternatives to Relieve Depression], GENPOD [GENetic and clinical Predictors Of treatment response in Depression], GENDEP [Genome Based Therapeutic Drugs for Depression], PFZ [Pfizer]).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9117153/fullTextXML	
COHO:0001239	GCST90013445	PMID:34127860	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	These studies include the Type 1 Diabetes Genetics Consortium (T1DGC), British 1958 Birth Cohort, Genetic Resource Investigating Diabetes (GRID), Consortium for the Longitudinal Evaluation of African-Americans with Early Rheumatoid Arthritis (CLEAR), Epidemiology of Diabetes Interventions and Complications (EDIC), Genetics of Kidneys and Diabetes Study (GoKinD), New York Cancer Project (NYCP), SEARCH for Diabetes in Youth study (SEARCH), Type 1 Diabetes TrialNet study (TrialNet), Tyypin 1 Diabetekseen Sairastuneita Perheenjäsenineen (IDDMGEN), Tyypin 1 Diabeteksen Genetiikka (T1DGEN), Northern Ireland GRID Collection, Northern Ireland Young Hearts Project, Hvidoere Study Group on Childhood Diabetes (HSG), and International HapMap Project.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8273124/fullTextXML	
COHO:0001240	GCST90568440	PMID:40962958	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The Swedish Twin study of Child and Adolescent Development (TCHAD) was supported by the 658 Swedish Council for Working Life and the Swedish Research Council (Medicine and SIMSAM).	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-025-02295-y/MediaObjects/41588_2025_2295_MOESM1_ESM.pdf	
COHO:0001241	GCST90104613	PMID:35301180	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The majority of patients in the US cohort were recruited between 2014 and 2018 to TRACK-TBI, a NIH-NINDS funded prospective multicenter study aimed at improving the characterization of TBI through the collection of clinical and genetic data, plasma biomarkers, as well as neuroimaging and other multidimensional outcomes.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8927841/supplementaryFiles	
COHO:0001242	GCST90013445	PMID:34127860	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	We acknowledge the support of the Type 1 Diabetes TrialNet Study Group (https://www.trialnet.org), which identified study participants and provided samples and follow-up data for this study.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8273124/fullTextXML	
COHO:0001243	GCST90129576	PMID:35418701	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The UCIBCS component of this research was supported by the NIH [CA58860, CA92044] and the Lon V Smith Foundation [LVS39420].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9007944/fullTextXML	
COHO:0001244	GCST90129576	PMID:35418701	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The USRT Study was funded by Intramural Research Funds of the National Cancer Institute, Department of Health and Human Services, USA.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9007944/fullTextXML	
COHO:0001245	GCST90502911	PMID:40216759	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	NHLBI TOPMed: Vanderbilt Atrial Fibrillation Ablation Registry (VAFAR)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11992084/supplementaryFiles	
COHO:0001246	GCST90444478	PMID:39251807	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	In short, genotypes for VETSA participants were generated using the Illumina HumanOmniExpress-24 v1.0A BeadChip.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11385583/supplementaryFiles	
