ID,label,type,disease cohort,disease role,diseases,quote,source,confidence,note,classified by,checked by
COHO:0001240,Swedish Twin study of CHild and Adolescent Development,cohort,no,,,"Participants were originally included in a population-based longitudinal twin study, the Twin Study of Child and Adolescent Development (TCHAD),34 comprising all twins born in Sweden between May 1985 and December 1986 (2960 children in total).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10251215/fullTextXML,high,"A population-based twin study of all Swedish twins born 1985-86, about how genes and environments shape development of health and behavioural problems; broad purpose, not selected by exposure or disease.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001241,Transforming Research and Clinical Knowledge in Traumatic Brain Injury,cohort,yes,patients,traumatic brain injury,The Investigators are enrolling patients within 24 hours of injury who present to a TRACK-TBI site with a brain injury that meets ACRM criteria and receives a clinically indicated head CT.,https://clinicaltrials.gov/api/v2/studies/NCT02119182,high,"A multicentre observational cohort of patients with acute traumatic brain injury (with orthopaedic trauma controls), so a patient cohort; no environmental exposure defines it.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001242,Type 1 Diabetes TrialNet,cohort,yes,at risk,type 1 diabetes,"TrialNet actively screens relatives of individuals with type 1 diabetes, but other individuals who do not have a relative with the disease may join TN01 if they are found to have positive islet autoantibodies in an outside laboratory.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12178618/fullTextXML,high,"TrialNet screens relatives of people with type 1 diabetes and autoantibody-positive people for its natural-history study, and also runs trials in newly diagnosed patients; mainly an at-risk cohort for type 1 diabetes. No environmental exposure is involved.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001243,UCI Breast Cancer Study,cohort,yes,patients,breast cancer,"All cases diagnosed in Orange County, California from 1994-1995; ascertained through the population-based Cancer Surveillance Program of Orange County California (CSPOC)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3653403/supplementaryFiles,high,"A population-based breast cancer case-control study whose cases are breast cancer patients from Orange County, so a patient cohort; no environmental exposure is its design purpose.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001244,U.S. Radiologic Technologists Study,cohort,no,,,,,high,"An occupational cohort of certified radiologic technologists followed for the health effects of low-dose occupational radiation, so an exposure cohort defined by occupation; its outcomes are cancer and other diseases broadly, so not a disease cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001245,Vanderbilt Atrial Fibrillation Ablation Registry,cohort,yes,patients,atrial fibrillation,The study population consists of patients at least 18 years of age who are scheduled for AF ablation at Vanderbilt University.,https://clinicaltrials.gov/api/v2/studies/NCT02404415,high,"A clinical and genetic registry of adults scheduled for catheter ablation of atrial fibrillation, so a patient cohort; ablation is a procedure, not an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001246,Vietnam Era Twin Study of Aging,cohort,yes,population study of disease,mild cognitive impairment | Alzheimer's disease,"VETSA began as a longitudinal behavioral genetic study of cognitive and brain aging, but as the participants have aged, its primary focus has shifted to early identification of risk for mild cognitive impairment (MCI) and Alzheimer’s disease (AD).",https://www.cambridge.org/core/journals/twin-research-and-human-genetics/article/current-status-of-the-vietnam-era-twin-study-of-aging-vetsa/F0C33CE51AC366CD436926EA2CE42092,medium,"Twins drawn from a registry of men who served in the US military in the Vietnam era, so selected by military service (though most report no combat exposure and the study is about aging); its stated focus is now early risk of MCI and Alzheimer's disease.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001247,VHIR-FMT-Barcelona,cohort,yes,patients,ischemic stroke,VHIR-FMT-Barcelona The Barcelona cohort is a subset of Caucasian Ischemic stroke subjects that were enrolled as a part of the Genetic contribution to functional Outcome and Disability after Stroke (GODs) project.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf,high,"A Barcelona case-control collection whose cases are ischaemic stroke patients, used in stroke GWAS; no environmental exposure defines it.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001248,Virginia Twin Study of Adolescent Behavioral Development,cohort,yes,population study of disease,child psychiatric disorders,The Virginia Twin Study of Adolescent Behavioral Development is a cohort-longitudinal epidemiological study that uses the genetic twin design to study the development and maintenance of child psychiatric disorders.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A9294370+AND+SRC%3AMED&format=json&resultType=core,medium,"A population-based, unselected sample of Virginia school twins whose stated purpose is the development of child psychiatric disorders (and later substance use), so a population study of one disease family; it is not selected or designed around an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001249,Vanderbilt Atrial Fibrillation Registry,cohort,yes,patients,atrial fibrillation,Patients with AF and family members are prospectively enrolled.,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001032.v7.p2,high,"A clinical and genetic registry of patients with atrial fibrillation and their family members, so a patient cohort; no environmental exposure is involved.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001250,WeGene cohort,cohort,no,,,"All participants were drawn from the customer base of WeGene, Inc., a consumer personal genetics company.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5430735/fullTextXML,high,"A research cohort of customers of a Chinese direct-to-consumer genetic testing company, not selected for any exposure or disease.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001251,Wisconsin Sleep Cohort Study,cohort,yes,population study of disease,sleep-disordered breathing | sleep apnea,"As the epidemiological project of the SCOR application from the University of Wisconsin, we proposed the Wisconsin Sleep Cohort Study (WSCS), a longitudinal epidemiology study designed to investigate the natural history of SDB by conducting overnight PSG, repeated at 4-year intervals, on a random sample of the general population.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2858234/unicode,high,"A population sample of Wisconsin state employees, enriched for snorers, designed to study the natural history of sleep-disordered breathing, so a population study of one disease; the state-employee frame is a sampling frame, not an occupational exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001252,ZOE 2.0,cohort,yes,population study of disease,early childhood caries,"ZOE 2.0 is an observational, cross-sectional, community-based epidemiologic investigation of early childhood oral health with focus on ECC.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7663650/fullTextXML,high,"A community-based study of preschool children in North Carolina set up as a GWAS of early childhood caries, so a population study of one disease; no environmental exposure is its design purpose.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001253,Protection Against Allergy: Study in Rural Environments,cohort,yes,population study of disease,atopic diseases | asthma | hay fever,"The PASTURE study is a prospective birth cohort study started in 2002 and is conducted in children from rural areas of 5 European countries (Austria, Finland, France, Germany, and Switzerland).17 The study was designed to evaluate risk and preventive factors for atopic diseases.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9907754/fullTextXML,high,"A rural birth cohort whose farm group was selected for living on livestock farms, compared with non-farm rural children, to study farm exposures as protective factors; its stated purpose is asthma and atopic disease.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001254,Project Viva,cohort,no,,,We recruited pregnant women at their initial prenatal visit in eastern Massachusetts between 1999 and 2002.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24639442+AND+SRC%3AMED&format=json&resultType=core,medium,"A pre-birth cohort of pregnant women from a Massachusetts practice established to examine prenatal diet and other factors, so designed around a lifestyle exposure; its outcomes are broad maternal and child health, so not a disease cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001255,GERO cohort,cohort,yes,at risk,dementia,"The objective of the GERO cohort is to analyze the rate of functional decline and progression to clinical dementia and their associated risk factors in a community-dwelling elderly with subjective cognitive complaint, through a population-based study.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7690082/fullTextXML,high,"Community-dwelling adults aged 70 or over without dementia but with subjective cognitive complaint, followed for progression to dementia, so selected for risk of dementia; no environmental exposure defines it.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001256,Alzheimer's Genetics in Argentina–Alzheimer Argentina consortium,cohort,yes,patients,Alzheimer's disease,We performed GWAS on sporadic Alzheimer's disease (AD) including 539 patients and 854 controls from Argentina and Chile.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37985413+AND+SRC%3AMED&format=json&resultType=core,high,"A multisite Argentinian case-control study of sporadic Alzheimer's disease (its samples are the Argentinian ones in this GWAS), so its cases are patients; no environmental exposure is involved.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001257,STORK study,cohort,no,,,The STORK study is a prospective cohort study including 1031 healthy pregnant women of Scandinavian heritage with singleton pregnancies.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A22723995+AND+SRC%3AMED&format=json&resultType=core,high,A cohort of healthy pregnant women in Oslo studying determinants of fetal growth and birthweight; pregnancy is not a disease and no environmental exposure defines it.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001258,San Antonio Longitudinal Study of Aging,cohort,no,,,The San Antonio Longitudinal Study of Aging (SALSA) is a community-based study of the disablement process in older Mexican Americans (MAs) and European Americans (EAs).,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11497727/supplementaryFiles,high,"Community-based longitudinal study of the disablement process and frailty in older Mexican and European Americans randomly sampled from San Antonio neighbourhoods; an ageing study, not selected for an exposure or a disease.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001259,Northern Ireland GRID Collection,cohort,yes,patients,type 1 diabetes,"We analysed data from six cohorts, independent cases from the UK Genetic Resource Investigating Diabetes (GRID) cohort [2], the Northern Irish GRID (NI) cohort (used here for the first time)",https://europepmc.org/api/getPdf?pmcid=PMC5719131,high,A collection of type 1 diabetes cases from Northern Ireland used as independent cases in type 1 diabetes genetic studies; no exposure basis.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001260,Genome-wide assessment of the gene variants associated with severe COVID-19 phenotype in Iran,cohort,yes,patients,COVID-19,IrCovid - Genome-wide assessment of the gene variants associated with severe COVID-19 phenotype in Iran,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12165857/supplementaryFiles,low,"Iranian genetic study of severe COVID-19 contributing to the COVID-19 HGI; the study name states it is about severe COVID-19, and that its participants are hospitalised patients rests on the definition only, since no fetched text describes its recruitment.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001261,Northern Ireland Young Hearts Project,cohort,yes,population study of disease,cardiovascular disease,The Young Hearts Project (YH) is an ongoing longitudinal study evaluating the prevalence of CVD risk factors in young people living in Northern Ireland.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC524366/fullTextXML,medium,"Random school samples of Northern Irish adolescents followed into young adulthood; its stated purpose is cardiovascular disease risk factors, so it is a population study of cardiovascular disease. Diet and physical activity are measured but are not the design basis.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001262,"Active Life Expectancy, Ageing, and Disability Related to Obesity Study",cohort,yes,population study of disease,dementia | obesity,"The ALEXANDROS cohort, designed to study disability and dementia associated with obesity in community dwelling people 60y and older, has already been described [66].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9410389/fullTextXML,medium,"Community-dwelling older adults in Santiago, Chile, sampled from population sources; the cohort was designed to study disability and dementia associated with obesity, so it is a population study of those diseases, not a patient series.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001263,Genetics of Glaucoma in People of African Descent Consortium,cohort aggregation,yes,patients,primary open-angle glaucoma,A 2-stage GWAS with a discovery data set of 2320 individuals with primary open-angle glaucoma and 2121 control individuals without primary open-angle glaucoma.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31688885+AND+SRC%3AMED&format=json&resultType=core,high,Consortium of case-control collections of primary open-angle glaucoma in people of African ancestry; classified by what it collects: glaucoma cases and controls.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001264,International Collaboration on Ovarian Neoplasms 7 trial,cohort,yes,patients,ovarian cancer,ICON7 was conducted in advanced or high-risk early-stage ovarian cancer patients treated with carboplatin and paclitaxel with or without bevacizumab.,https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8627468/unicode,high,"Phase 3 randomised trial of bevacizumab in women with newly diagnosed ovarian cancer; the only exposure is treatment, which is out of scope.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001265,Genetics of Parkinson's in India – Young Onset Parkinson's Disease,cohort,yes,patients,Parkinson's disease,"Specifically, we jointly profiled 674 PD subjects predominantly with earlier onset PD from the Parkinson’s Research Alliance of India (PRAI) cohort via genotype array and whole exome sequencing (WES)",https://www.medrxiv.org/content/medrxiv/early/2023/06/22/2023.06.18.23291407.full.pdf,high,"Pan-India multicentre series of patients with juvenile-, young- and early-onset Parkinson's disease recruited at movement disorder centres.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001266,SweCovid study,cohort,yes,patients,COVID-19,"The discovery set was taken from the Pronmed cohort that consists of 374 critically ill COVID-19 patients admitted to the intensive care unit (ICU) at Uppsala University Hospital, in Uppsala, Sweden between March 13, 2020 and June 30, 2021 (Fig. 2A).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9585783/fullTextXML,high,"Patients with critical COVID-19 admitted to the Uppsala University Hospital ICU and followed up after discharge; a disease cohort, not an exposure cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001267,COVID-19 Kohortenstudie am Klinikum München Rechts der Isar,cohort,yes,patients,COVID-19,"Hospitalized patients (ICU, n = 80 and non-ICU, n = 130) were prospectively included in the COVID-19 registry COMRI at the University Hospital rechts der Isar.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9132318/fullTextXML,high,"Prospective registry of SARS-CoV-2-positive patients at the Klinikum rechts der Isar, Munich; a patient cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001268,Placental Abruption Genetic Epidemiology study,cohort,yes,patients,placental abruption | preterm birth,"Participants of the Placental Abruption Genetic Epidemiology (PAGE) study, a population based case-control study of PA conducted in Lima, Peru, were genotyped using the Illumina HumanCore-24 BeadChip platform.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A29884306+AND+SRC%3AMED&format=json&resultType=core,high,"Case-control study of placental abruption (and preterm birth) among women delivering at Lima hospitals; environmental determinants are mentioned only generally, so it is not an exposure cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001269,STORK Groruddalen,cohort,yes,population study of disease,gestational diabetes | obesity,"The STORK Groruddalen research programme: A population-based cohort study of gestational diabetes, physical activity, and obesity in pregnancy in a multiethnic population.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21062840+AND+SRC%3AMED&format=json&resultType=core,medium,"Population-based cohort of pregnant women in Groruddalen, Oslo, set up to identify predictors of gestational diabetes and fetal growth; physical activity is one of the three named subjects of the programme, which makes the exposure verdict borderline.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001270,Mount Sinai COVID-19 Biobank,cohort,yes,patients,COVID-19,"In this study, 567 individuals (495 hospitalized with COVID-19 and 72 healthy and hospitalized controls) were enrolled in the Mount Sinai COVID-19 Biobank Study between April and June 2020 (Fig. 1).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9873574/fullTextXML,high,"Research biobank of patients hospitalised with COVID-19 in the Mount Sinai Health System, with a small group of controls.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001271,Die Deutsche Diabetes Dialyse Studie,cohort,yes,patients,type 2 diabetes | end-stage renal disease,"Patients with type 2 diabetes mellitus, aged 18–80 years, who had received maintenance hemodialysis for less than 2 years were included by 178 dialysis centers in Germany into the 4 D study (Die Deutsche Diabetes Dialyse Studie/German Diabetes and Dialysis Study).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10627490/fullTextXML,high,"Randomised trial of atorvastatin in patients with type 2 diabetes on maintenance haemodialysis; the only exposure is a medication, which is out of scope.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001272,African Descent and Glaucoma Evaluation Study,cohort,yes,patients,glaucoma | primary open-angle glaucoma,"The 3266 ADAGES III study participants in this report include 2146 AD POAG patients, 695 ED POAG patients, 198 AD controls and 227 ED controls.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC6050158/unicode,high,"Multicentre cohort of people with glaucoma, suspected glaucoma and controls of African and European descent; ADAGES III is mostly primary open-angle glaucoma patients.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001273,ADMIxture and Risk of Acute Leukemia Study,cohort,yes,patients,B-cell acute lymphoblastic leukemia,"Children with a pathologically-verified diagnosis of B-ALL (ICD-O-3 histology 9811-9818, 9820, 9823, 9826, 9827, 9831-9837, 9940, 9948) at 0-25 years of age who identified as Black or African American from the ADMIRAL study were included.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12546916/fullTextXML,high,"Case-control study of B-cell acute lymphoblastic leukaemia in African American children and young adults, with matched newborn-blood-spot controls; genetic, not environmental, in design.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001274,Amish Family Osteoporosis Study,cohort,yes,at risk,osteoporosis,"The Amish Family Osteoporosis Study (AFOS) study was designed to identify genetic determinants of osteoporosis in the Old Order Amish (OOA) population from Lancaster County, PA USA [49], [50].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3390364/fullTextXML,medium,"Family study of the Old Order Amish ascertained through adults with osteoporosis, whose first-degree relatives and spouses were recruited; mostly relatives of patients, hence at risk.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001275,Asian Genetic Epidemiology Network,cohort aggregation,yes,population study of disease,type 2 diabetes,"The East Asian type 2 diabetes (T2D) meta-analyses were performed with studies participating in the Asian Genetic Epidemiology Network (AGEN), a consortium of genetic epidemiology studies of T2D and related traits conducted in individuals of East Asian ancestry",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7292783/fullTextXML,medium,"Consortium of East Asian genetic epidemiology studies, mostly population, hospital or family cohorts, organised around type 2 diabetes and related traits; its working groups also cover blood pressure and kidney function.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001276,AIDS Linked to the IntraVenous Experience,cohort,yes,at risk,HIV infection,"The AIDS Linked to the IntraVenous Experience (ALIVE) study is a natural history study following the incidence and progression of HIV infection among intravenous drug users (IDUs) in Baltimore, MD.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10848312/supplementaryFiles,medium,"Community cohort of current and former people who inject drugs in Baltimore, recruited for that behaviour and followed for HIV incidence and progression; injection drug use defines the cohort and makes it at risk of HIV (some participants are HIV-positive).","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001277,Australian Melanoma Family Study,cohort,yes,patients,melanoma,"From 2001 to 2005, the authors recruited 1,164 probands including 629 cases with histopathologically confirmed, first-primary cutaneous melanoma diagnosed before age 40 years, 240 population-based controls frequency matched for age, and 295 spouse/friend controls.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A19887461+AND+SRC%3AMED&format=json&resultType=core,medium,"Population-based case-control-family study of early-onset cutaneous melanoma in Australia; its design centres on genetic and environmental influences, with detailed lifetime sun exposure histories collected from probands and relatives.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001278,Anxiety NeuroGenetics STudy,cohort aggregation,yes,patients,anxiety disorders,Nine samples containing AD phenotypes from seven independent studies participating in the Anxiety NeuroGenetics STudy (ANGST) Consortium were included in the meta-analysis.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4940340/fullTextXML,medium,"Consortium of seven studies (mostly population cohorts and a control sample) pooled for case-control and factor-score GWAS of interview-diagnosed anxiety disorders; classified by what it collects, anxiety disorder cases and controls.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001279,Anglo-Australasian Osteoporosis Genetics Consortium,cohort,yes,patients,osteoporosis,"To identify genes associated with osteoporosis, we have performed a genome-wide association study.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3080863/fullTextXML,medium,"Postmenopausal women selected for extreme high or extreme low hip bone mineral density for a GWAS of osteoporosis; the low-BMD women are treated as cases, though the extreme-truncate design is trait-based.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001280,Anakinra for Pustular Psoriasis: Response in a Controlled Trial,cohort,yes,patients,palmoplantar pustulosis,To determine whether anakinra (an IL-1 receptor antagonist) delivers therapeutic benefit in PPP.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A34411292+AND+SRC%3AMED&format=json&resultType=core,high,Randomised placebo-controlled trial of anakinra in adults with palmoplantar pustulosis; smoking is studied as a disease driver elsewhere but does not define this trial.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001281,Assessment of Renal and Cervical Artery DysplasIA,cohort,yes,patients,fibromuscular dysplasia,"The ARCADIA registry includes women or men aged ≥18 years, with a diagnosis of renal, cervical, or intracranial artery FMD, who were prospectively recruited at 16 university hospitals in France and Belgium.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A33998257+AND+SRC%3AMED&format=json&resultType=core,high,National French-Belgian registry of adults with fibromuscular dysplasia; a patient registry.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001282,Anglo-Scandinavian Cardiac Outcomes Trial,cohort,yes,patients,hypertension | cardiovascular disease,ASCOT was a prospective randomised controlled trial of two different blood pressure-lowering strategies in 19 342 hypertensive subjects with three additional risk factors for CV disease—ASCOT Blood Pressure-Lowering Arm (BPLA).,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12322408/fullTextXML,high,Randomised trial of antihypertensive and lipid-lowering treatment in hypertensive adults with further cardiovascular risk factors; participants have hypertension and are at risk of cardiovascular disease. The only exposures are medications.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001283,The Ashkenazi Jewish Dataset,cohort,yes,patients,Parkinson's disease,"Briefly, for the PD EPI and AJ study, PD cases were recruited from the Center for PD and Other Movement Disorders at Columbia University.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3166909/fullTextXML,high,"A Parkinson's disease case-control GWAS sample of Ashkenazi Jewish people from New York; cases have PD, and no environmental exposure defines it.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001284,"Assessment, Serial Evaluation, and Subsequent Sequelae of Acute Kidney Injury Study",cohort,yes,patients,acute kidney injury,"This prospective study will enroll a cohort of 1100 adult participants with a broad range of AKI and matched hospitalized participants without AKI at three Clinical Research Centers, as well as 100 children undergoing cardiac surgery at three Clinical Research Centers.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A20799966+AND+SRC%3AMED&format=json&resultType=core,high,"Hospitalised adults with acute kidney injury and matched non-AKI controls followed for kidney and cardiovascular outcomes; the 'exposure' is AKI itself, a disease, not an environmental agent.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001285,Age-related diseases: Understanding Genetic and non-genetic influences - a study at the University of Regensburg,cohort,no,,,The AugUR study (Age-related diseases: understanding genetic and non-genetic influences - a study at the University of Regensburg) is a prospective study from the general elderly population in and around the city of Regensburg.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4617905/fullTextXML,high,"A general-population cohort of the mobile elderly around Regensburg, set up as a platform for late-onset chronic diseases in general; broad purpose, no defining exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001286,Bambui (Brazil) Cohort Study of Ageing,cohort,no,,,"Participants were 1,450 (90.2% from total) individuals aged 60 years and over from the community-based Bambuí (Brazil) Cohort Study of Ageing.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23251690+AND+SRC%3AMED&format=json&resultType=core,high,"A community-based census cohort of all residents aged 60+ of Bambuí, Brazil, studying health and ageing; neither exposure- nor disease-defined.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001287,"Biology, Affect, Stress, Imaging and Cognition study",cohort,yes,population study of disease,perinatal depression,"With the population-based, prospective Biology, Affect, Stress, Imaging and Cognition (BASIC) cohort, we aim to investigate the biopsychosocial aetiological processes involved in perinatal depression (PND) and to pinpoint its predictors in order to improve early detection.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31641004+AND+SRC%3AMED&format=json&resultType=core,high,A population-based cohort of pregnant women in Uppsala whose stated purpose is perinatal depression; no environmental exposure defines it.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001288,Baltimore Breast Cancer Study,cohort,yes,patients,breast cancer,The BBCS is a case control study of breast cancer designed to identify and characterize markers of disease aggressiveness and poor outcome.,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-024-01736-4/MediaObjects/41588_2024_1736_MOESM1_ESM.pdf,high,"A Baltimore breast cancer case-control study focused on markers of aggressiveness; cases have breast cancer, no environmental exposure focus.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001289,Beaver Dam Eye Study,cohort,yes,population study of disease,age-related macular degeneration | age-related eye disease,"The purpose of the BDES was to collect information on the prevalence, incidence, and potential causes or risk factors associated with AMD.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8344102/unicode,high,"A population-based cohort of Beaver Dam residents aged 43-84 set up to study age-related eye disease, especially AMD; smoking is studied as a risk factor but does not define the cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001290,BioImage Study: A Clinical Study of Burden of Atherosclerotic Disease in an At-Risk Population,cohort,yes,at risk,atherosclerotic cardiovascular disease,"The BioImage study (NCT00738725) is a multi-ethnic, observational study aimed at characterizing subclinical atherosclerosis in 6,699 US adults (55-80 years at baseline, 2008- 2009) at risk for, but without, clinical atherosclerotic cardiovascular disease.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9558840/supplementaryFiles,high,Asymptomatic health-plan members selected for their risk of atherothrombotic events and imaged for subclinical atherosclerosis; no environmental exposure defines it.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001291,Barbados National Cancer Study,cohort,yes,patients,breast cancer | prostate cancer,The Barbados National Cancer Study (BNCS) is a nationwide case-control study investigating environmental and genetic factors for breast cancer (BC) in a predominantly African-origin population with similar ancestry as African-Americans.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A18814239+AND+SRC%3AMED&format=json&resultType=core,medium,"A nationwide case-control study of breast and prostate cancer in Barbados whose stated aim is environmental (including dietary, via a purpose-built FFQ) and genetic risk factors; the exposure verdict rests on that stated aim rather than a single defined agent.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001292,Brigham and Women's Rheumatoid Arthritis Sequential Study,cohort,yes,patients,rheumatoid arthritis,"The Brigham and Women’s Hospital Rheumatoid Arthritis Sequential Study (BRASS) is a single-center, prospective, observational cohort of over 1,300 RA patients [17].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6474583/fullTextXML,high,A single-centre registry of rheumatoid arthritis patients in Boston; drug response is studied but medication is not an environmental exposure.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001293,British Society for Surgery of the Hand Genetics of Dupuytren's Disease study,cohort,yes,patients,Dupuytren's disease,"The UK cohort consisted of a total of 5,408 case subjects from the BSSH-GODD Study and 9,961 population-based control subjects from the United Kingdom Household Longitudinal Study (UKHLS), which were divided into 4,891 control subjects for the discovery phase and 5,070 control subjects for the replication phase.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5591021/fullTextXML,high,A UK collection of surgically treated Dupuytren's disease patients for genetic studies; the controls come from another study.,"Claude Opus 5.5 (Anthropic), 2026-09",
