ID,label,type,participants,counts,cases,controls,year,quote,source,quote verified,confidence,needs,note,batch
COHO:0001406,SLOVENIA study,cohort,350,"children and young people with asthma aged 5-19 in the study, as listed in the PiCA design paper",,,2017,Slovenia Slovenia Asthma cohort Tertiary care 350 5–19 162 (46) 89.9 (14.85) 193 † † 86 Peripheral blood,https://pmc.ncbi.nlm.nih.gov/articles/PMC5967359/,yes,medium,,"A row of Table 1 of the PiCA design paper (PMID:28639505), not a prose sentence: study, country, design, setting, N = 350, age 5–19. The same paper says 400 SLOVENIA DNA samples would be genotyped ('SLOVENIA (n = 400)'), which disagrees with the table. The example GWAS (PMID:34442380) included 166 patients (94 ICS non-responders, 72 responders). The abstract of the earlier Slovenian study (PMID:22986918) gives no count; its full text is closed.",s070
COHO:0001407,Santiago Longitudinal Study,cohort,1798,infants enrolled 1991-1996 in the iron-deficiency preventive trial and neurophysiology study,,,1996,"Briefly, from 1991 to 1996, 1798 infants with no major health problems, born at term and weighing ≥ 3.0 kg, participated in a randomized trial of iron supplementation to prevent IDA, a neurophysiology study of those with IDA, and nonanemic controls.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_json/PMC6696926/unicode,no,medium,,"From PMID:30515969 (2019 GWAS of BMI in the SLS). Sources disagree slightly: PMID:32108435 (2020) says the SLS 'initially involved 1,790 Chilean infants' and that the preventive trial randomised 1,657 non-anaemic infants; PMID:32499257 says 1657 infants completed the preventive trial and analysed 1412. Later follow-ups: 1,039 assessed at age 23 (PMID:34556688), about 1000 at 30-31 years (PMID:35501766); the example BMI GWAS (PMID:39885687) included 861 SLS participants.",s070
COHO:0001408,Shanghai Women's and Men's Health Studies,cohort aggregation,,"member counts only: 2 member cohorts (SMHS 61,491 men 2002-2006; SWHS 74,941 women 1997-2000)",,,2006,"The SMHS and SWHS are two ongoing population-based prospective cohort studies, which were established in 2002–2006 and 1997–2000, when 61,491 men aged 40–74 years and 74,941 women aged 40–70 years completed a face-to-face baseline survey, respectively.",PMID:28135196,yes,high,,"The sources give the two member cohorts' sizes, not a pooled total, so participants is left null. Other statements: the example study (PMID:35621206) says the cohorts 'recruited 75 000 women and 61 500 men'; PMID:40576378 gives 74 940 women and 61 469 men. The joint green-tea analysis (PMID:28135196) kept 115,954 participants (51,920 men and 64,034 women) after exclusions, an analysed subset.",s070
COHO:0001409,Swedish National Myeloma Biobank,cohort,1668,MM patients from the biobank genotyped in the Swedish GWAS discovery set (analysed subset),,,,"For the Swedish-Norwegian discovery sample set, we obtained 1,668 and 157 samples from the Swedish National Myeloma Biobank (Skåne University Hospital, Lund, Sweden) and the Norwegian Biobank for Myeloma (Trondheim, Norway), respectively.",PMID:26007630,yes,low,,"No source read states the biobank's total size. This is the analysed subset used in the 2015 GWAS; a further 223 MM cases from the biobank formed the replication series (PMID:26007630, PMID:27363682). PMID:39103364 gives the Swedish GWAS data set as 2338 cases and 11,971 controls but does not attribute them all to the biobank; PMID:31363079 used 871 patients' clinical data from the Swedish Multiple Myeloma Registry. A biobank description stating its total enrolment would settle it.",s071
COHO:0001410,Seoul National University Hospital Diabetes Study,cohort,1393,T2D cases and nondiabetic controls in the AGEN-T2D stage 3 replication,761,632,,Seoul National University Hospital (SNUH) Study The Seoul National University Hospital (SNUH) case-control samples were consisted of 761 T2D patients of the Diabetes Clinic of SNUH and 632 nondiabetic control subjects.,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.1019/MediaObjects/41588_2012_BFng1019_MOESM23_ESM.pdf,yes,medium,,"Cases and controls from the quoted sentence; the total 1393 is stated in the same supplement's sample-size table row ""SNUH SNUHDS Korean 632 761 1393 Case-control"" (the table lists the two groups in the opposite order to its case/control headers; the text sentence is taken for cases and controls). These are the samples used in the AGEN meta-analysis (PMID:22158537); no separate design paper for the study was read.",s071
COHO:0001411,Hispanic Community Children's Health Study/Study of Latino Youth,cohort,1466,youth aged 8-16 enrolled 2012-2014,,,2012-2014,"Between 2012 and 2014, SOL Youth enrolled 1466 youth aged 8 to 16 years living in the household of a parent/caregiver who were participants in HCHS/SOL.",PMID:41294090,yes,high,,"The design paper (PMID:24120345), written during recruitment, states no enrolment number. The example study PMID:39885687 also says SOL Youth recruited n = 1,466 children.",s071
COHO:0001412,Sao Paulo Heart Failure Cohort,cohort,,,,,,,,,low,,"Read the SPHFC description in the Supplementary Note of Christophersen et al. 2017 (ng.3843 MOESM307) and the study lists in the supplements of Roselli et al. 2018 (s41588-018-0133-9) and the 2024/2025 AF GWAS (PMID:40050429, s41588-024-02072-3): none states how many patients the cohort enrolled or how many were analysed; the per-study sample sizes are in supplementary spreadsheets that are not on disk. The per-study sample-size table of ng.3843 or a design paper of the São Paulo heart failure cohort would settle it.",s071
COHO:0001413,Singapore Preconception Study of Long-Term Maternal and Child Outcomes,cohort,1032,unique women enrolled preconception 2015-2017,,,2015-2017,"Between February 2015 and October 2017, the S-PRESTO study recruited 1039 Chinese, Malay or Indian (or any combinations thereof) women aged 18-45 years and who intended to get pregnant and deliver in Singapore, resulting in 1032 unique participants and 373 children born in the cohort.",PMID:33222050,yes,high,,"1039 recruitments correspond to 1032 unique women, since nine women took part in two recruitment visits; 475 women conceived and 373 children were born in the cohort. The number counts the enrolled women, not their children.",s071
COHO:0001414,Swiss Pediatric Sepsis Study,cohort,1096,children enrolled Sept 2011-Dec 2015 (1181 sepsis episodes),,,2011-2015,"Between Sept 1, 2011, and Dec 31, 2015, we enrolled 1096 children to our study.",PMID:30169202,yes,high,,"From the cohort's epidemiology paper, which reports 1181 episodes of blood culture-proven bacterial sepsis in these children. The 2025 GWAS example (PMID:42241732) states ""During the study period, a total of 1269 blood culture-proven sepsis episodes were recorded in 1164 children."" with eligibility widened to bacterial or fungal sepsis; its GWAS used 650 sepsis cases and 1395 population-based controls. The profile paper's number for the defined bacterial-sepsis cohort is given.",s071
COHO:0001415,Systematic Treatment Enhancement Program for Bipolar Disorder,cohort,4360,outpatients aged 15+ with bipolar disorder enrolled,,,,"Data were drawn from the Systematic Treatment Enhancement Program for Bipolar Disorder (STEP-BD), a naturalistic study of 4360 outpatients 15 years or older with BD.",PMID:35773558,yes,medium,,"Stated in the abstract of a secondary analysis, not in the design paper (Sachs et al. 2003, PMID:12788248, not read; it would describe the planned size). The example study (PMID:36305391) abstract gives no whole-cohort count. The quote is from the Europe PMC abstract of PMID:35773558.",s071
COHO:0001416,"Simultaneous Study of Gemcitabine-Docetaxel Combination adjuvant treatment, as well as Extended Bisphosphonate and Surveillance-Trial",cohort,3754,patients randomised 2005-2007 from 251 centres,,,2005-2007,"From 2005–2007, 3754 patients from 251 study centers were randomly allocated to treatment groups (1898 FEC → Doc, 1856 FEC → Doc/Gem).",PMID:33097092,yes,high,,"The trial's primary results paper. The GWAS example (PMID:35653140) also states ""A total of 3754 patients were randomized between September 2005 and March 2007."" and genotyped 3,322 of them; the CTC analysis (PMID:24832787) used 2026 patients.",s071
COHO:0001417,Seoul National University Prospectively Enrolled Registry for Renal Cell Carcinoma-Nephrectomy,cohort,1120,"registered RCC patients with stored blood, included in the 2024 GWAS (analysed subset)",,,,"We included the cases of 1,120 patients with RCC who were registered in the Seoul National University Prospectively Enrolled Registry for RCC-Nephrectomy (SUPER-RCC-Nx) and had their blood stored in the human biobank [21].",PMID:38200428,yes,medium,,"No whole-registry count for the nephrectomy sub-cohort alone was found. The SUPER-GUC profile paper (PMID:31294132) states ""At the end of December, 2018, a total of 929, 796, and 1,221 patients were enrolled in SUPER-PC, SUPER-RCC, and SUPER-UC, respectively."", i.e. 796 in the whole SUPER-RCC arm (nephrectomy and metastatic sub-cohorts) by 2018. The later 1120 is the patients with stored blood included in the GWAS, a lower bound on the sub-cohort's size.",s071
COHO:0001418,Triple A Barcelona Study,cohort,471,"individuals with AAA included, 2019 to March 2025",,,2025,"Cohort DescriptionA total of 471 individuals, 454 males and 17 females (3.6%), with AAA were included.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12250419/fullTextXML,yes,high,,"From the cohort's own description paper (PMID:40649094); recruitment ran from 2019 to March 2025. Its abstract says ""So far, 469 individuals with measurements of the abdominal aortic diameter, along with anthropometric, clinical information, and blood samples for most follow-up visits, have been recruited."" and Table 1 describes N = 469, excluding 2 individuals with diameters >100 mm. The quote runs the section heading into the sentence as the cached text does. The GWAS example (PMID:37845353) names TABS as a discovery cohort without a count in the text read.",s071
COHO:0001419,Trans-National Asthma Genetic Consortium,cohort aggregation,,asthma cases and controls in the 2018 multi-ancestry meta-analysis,23948,118538,2018,"These studies included 56 studies of European-ancestry (19,954 cases, 107,715 controls), seven studies of African-ancestry (2,149 cases, 6,055 controls), two Japanese studies (1,239 cases, 3,976 controls) and one Latino study (606 cases, 792 controls), making a total of 23,948 cases and 118,538 controls.",PMID:29273806,yes,high,,"The paper states cases and controls separately but no single participant total; its only total is ""genome-wide data available in >142,000 individuals of diverse ancestries"", a lower bound, so participants is left null rather than summed. The flagship meta-analysis pooled 66 studies (56 European-ancestry, 7 African-ancestry, 2 Japanese, 1 Latino); the childhood-onset subgroup had 8,976 cases and 18,399 controls.",s071
COHO:0001420,LITMUS Metacohort,cohort,,,,,,,,,low,"PMID:33045403 (full text, Contemp Clin Trials, not open access)|PMID:36958367 (full text, Lancet Gastroenterol Hepatol)","No source read states the whole metacohort's size; the analysed subsets disagree. PMID:36958367 abstract: ""Of 1430 participants with NAFLD in the LITMUS metacohort with serum samples, 966 (403 women and 563 men) were included after all exclusion criteria had been applied."" PMC11771619 (PMID:39865358) evaluated ""966 adult participants with biopsy‐proven MASLD from the LITMUS metacohort""; PMC12969424 (PMID:41810432) says ""The LITMUS metacohort consisted of 946 individuals with biopsy-proven MASLD""; but the machine-learning paper PMID:38421999, drawing on the LITMUS Metacohort, analysed ""cohort size ranging between 5385 and 6673 subjects"", so the serum-sample subsets are not the whole metacohort. The GWAS example PMID:32298765 used 1,483 European NAFLD cases (abstract), not attributed to the metacohort as such. A registry or metacohort description giving the total enrolled would settle it.",s071
COHO:0001421,Brain Bank for Aging Research,cohort,6500,"more than 6,500 cases with brain paraffin blocks accumulated, as of 2005 (a lower bound)",,,2005,"現在までの蓄積は, 脳パラフィンブロック6,500例以上, 凍結脳 (部分) 1,500例以上, 凍結半脳450例以上で, 30件以上の共同研究を実行中である.",https://www.jstage.jst.go.jp/article/geriatrics1964/42/5/42_5_483/_article/-char/ja/,yes,low,,"The Japanese abstract of the 2005 brain bank description (PMID:16248404) says the holdings so far are over 6,500 cases of brain paraffin blocks, over 1,500 partial frozen brains and over 450 frozen hemibrains; 6,500 is stated as a lower bound and is 20 years old. Later period counts: PMID:33150517 ""TMGHIG performed 738 autopsies between October 2008 and June 2018 and obtained consent to register them to the BBAR""; PMID:26091809 used 286 consecutive autopsy brains from February 2008 to July 2012. A current registration total would settle it.",s071
COHO:0001422,Tasmanian Ophthalmic Biobank,cohort,,,,,,,,,low,,"No source read states the biobank's total enrolment; only subsets. PMID:42026177: ""Whole genome sequencing data from 1057 healthy participants in the Tasmanian Ophthalmic Biobank (TOB), all of white European ancestry, underwent opportunistic screening"" (controls recruited January-February 2018). PMID:34013049: ""A total of 243 patients receiving anti-VEGF injections were identified in the Tasmanian Ophthalmic Biobank."" The example GWAS (PMID:40136285) has an Australian cohort of 551 cases and 599 controls drawn from TOB and GRFCD together. A biobank description with total cases and controls would settle it.",s071
COHO:0001423,Transcriptomic Analysis of Left Ventricular Gene Expression,cohort,140,aortic valve surgery patients enrolled (as reported in 2017),,,2017,A large cohort of patients (n = 140) undergoing elective cardiac surgery for aortic valve replacement were enrolled in this study.,PMID:28687077,yes,medium,,"Largest achieved enrolment found. The ClinicalTrials.gov record NCT00985049 (status unknown, verified 2024-08) gives only a planned size: ""enrollmentInfo"":{""count"":350,""type"":""ESTIMATED""}. PMID:27923400 used LV samples from 76 Caucasian patients undergoing aortic valve replacement. The example GWAS (PMID:41645906) gives no TRANSLATE count in the text read. The quote is from the Europe PMC abstract of PMID:28687077.",s071
COHO:0001424,Trondheim Parkinson's Disease Study,cohort,1221,participants in the cohort by end of January 2020,,,2020,"By the end of January 2020, the Trondheim PD cohort contained 1,221 participants (65% males).",PMID:34315208,yes,high,,"From the cohort's own mortality paper, which describes the study population. The example GWAS of PD progression (PMID:38849413) analysed 6766 PD patients across 12 cohorts and gives no Trondheim-specific number in the text searched.",s071
COHO:0001425,Taiwan Super Control Study,cohort,920,non-diabetic participants analysed for HbA1c (analysed subset),,,,"We tested the association of the SLC2A10 polymorphism with HbA1c in the Taiwan Super Control Study (TWSC) [35]. Subjects with diabetes were excluded, as defined by physician diagnosis, medication use, or HbA1c ≥ 6.5%. A total of 920 participants were included.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7274451/fullTextXML,yes,low,,"No source read states the whole study's size; this is the non-diabetic subset analysed in PMID:32453789. The HbA1c GWAS (PMID:24647736) Table 1 lists TWSC with n 920 as well (""TWSC920PopulationChinese""). The example study PMID:34059833 and the kidney-function meta-analysis (ng.2352) mention TWSC without a count in the text read. A description of the TWSC sample (for example the per-study tables of the AGEN papers' supplements) would settle it.",s071
COHO:0001426,Taizhou Longitudinal Study,cohort,201000,"adults aged 20-80 recruited since 2007 (stated as over 201,000)",,,2026,"The Taizhou Longitudinal Study (TZL) is a population-based prospective cohort initiated in 2007, recruiting over 201,000 adults aged 20-80 from urban and rural areas of Taizhou, Jiangsu Province, China.",PMID:41663009,yes,high,,"From the 2026 cohort profile abstract; the number is stated as a lower bound (""over 201,000""). The same abstract says genome-wide genotyping was done for approximately 50,000 participants recruited 2009-2014. The 2009 design paper (PMID:19589173) planned ""at least 100,000 adults aged 30–80 years"" and reported 17,314 subjects in the pilot phase. The example study (PMID:37565938) is not open access and was not read.",s071
COHO:0001427,UK Aneurysm Growth Study,cohort,3670,men with AAA included in the 2023 growth analysis (analysed subset; controls not counted),,,2011-2019,"Some 3670 participants were included in the analyses, each with one or more completed questionnaire responses and two or more post-recruitment scans, with at least one scan >= 30 mm in diameter (Table 1).",PMID:38055889,yes,low,,"No source read gives the cohort's total recruitment of cases and controls. PMID:38055889 (recruitment 2011-2019) reports 3670 AAA cases included and 995 AAA cases excluded, and says UKAGS also recruited non-AAA controls not counted in its table. The 2018 quality-of-life paper (PMID:29405273, recruitment September 2011 to July 2015) included ""No AAA (n = 4630)"" and ""AAA (n = 381)"" men. PMC6818029 (PMID:31595818) used 268 UKAGS patients with AAA and 162 controls. A cohort description giving total cases and controls recruited would settle it.",s071
COHO:0001428,Danish T2D Case-Control Study,cohort,,,,,,,,,low,,"Read the DIAMANTE paper (PMID:35551307) and its Supplementary Information (s41588-022-01058-3 MOESM1), which describe the Danish T2D Case-Control Study (UCPH) by funding and ethics only, and the DIAGRAM 2018 paper (PMID:30297969): neither states the study's numbers of cases and controls in the text read. The per-study sample sizes are in the supplementary tables (spreadsheets) of these papers, which are not on disk; one of those tables would settle it.",s071
COHO:0001429,CoFAR Eosinophilic Esophagitis Registry,cohort,708,subjects enrolled May 2011 to March 2016,,,2016,"708 subjects were enrolled between May 2011 and March 2016, and 705 subjects were analyzed, as 3 were determined to be ineligible.",https://pmc.ncbi.nlm.nih.gov/articles/PMC6132253/,yes,high,,Registry profile paper (PMID:30075341). 705 subjects analysed after 3 ineligible. ClinicalTrials.gov NCT01323803 gives actual enrollment count 709.,s072
COHO:0001430,Vanderbilt Online Musicality Study,cohort,3258,"participants who consented, completed at least part of the online study and passed QC",,,,"In total, 3,258 participants (1,948 females, 727 males, 583 unknown) consented to the study, completed at least a portion of the online study, and passed quality control filters (see Figure 2).",https://pmc.ncbi.nlm.nih.gov/articles/PMC10038917/,yes,medium,,"PMID:36718543. Saliva kits sent to 2,286; 1,931 returned; 1,865 genotyped; 1,805 passed genetic QC; 1,792 unrelated adults analysed. PMID:41715922 mentions a larger phenotyped sample including non-genotyped individuals (n = 2,508) for the speech rhythm task. The count is after quality-control filters, so the number who ever enrolled may be larger.",s072
COHO:0001431,Viva la Familia Study,cohort,1030,children (probands and siblings) in 319 families,,,,The Viva la Familia cohort consisted of 1030 children from 319 families selected based on an overweight proband between the ages of 4 and 19 y.,PMID:16960181,yes,medium,PMID:16960181 full text (AJCN; only the abstract is cached),Design paper abstract. Parents were also recruited but their number is not stated in the abstract read; the full text of PMID:16960181 would settle the total including parents. PMID:23251661 genotyped 815 children from 263 families.,s072
COHO:0001432,Western Australian Melanoma Health Study,cohort,1643,consenting melanoma cases,,,,"The final sample consisted of 1643 consenting cases out of 3420 cancer notifications (48.04%), of which 1455 cases completed one or more components of the study and 1157 completed all components.",PMID:21474410,yes,high,,"Design paper abstract (PMID:21474410). A case collection only (no controls). 1455 completed at least one component, 1157 all components. PMID:26237428 is a melanoma GWAS meta-analysis that does not give a WAMHS-specific count in the text read.",s072
COHO:0001433,Warfarin Anticoagulation in Patients in sub-Saharan Africa,cohort,681,actual enrollment registered on ClinicalTrials.gov,,,,"""enrollmentInfo"":{""count"":681,""type"":""ACTUAL""}",https://clinicaltrials.gov/api/v2/studies/NCT03512080,yes,medium,,"No paper sentence gives the whole cohort. PMID:36210801: 'Out of 638 eligible black-African participants recruited from Uganda and South Africa between June 2018 and March 2020, 561 samples had been shipped to the University of Liverpool by the time of analysis' (548 after QC). PMID:39163621 adds War-PATH cohort 3, 133 mixed-ancestry participants from the same South African sites 2018-2020 (cohort 1 = 548 Black Africans). PMID:34889080: development cohort 364 (June 2018-July 2019) and validation cohort 270 (Aug 2019-Mar 2020). The registry record's eligibility lists only Black African ethnicity, so whether 681 includes the mixed-ancestry participants is unclear.",s072
COHO:0001434,Women's Environmental Cancer and Radiation Epidemiology Study,cohort,,"CBC cases and UBC controls who completed interview and biospecimen, WECARE I and II",1521,2212,,"The population-based WECARE Study included 1521 cases with CBC and 2212 age- and year of first diagnosis-matched controls with unilateral breast cancer recruited during two phases in the USA, Canada, and Denmark.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4940926/fullTextXML,yes,high,,"PMID:27400983 (WECARE I and II combined). No source read states the combined total, so participants is left null. Same paper: 'A total of 2354 cases and 3599 controls were eligible and invited'. The WECARE I design paper (PMID:15084244) planned 700 cases and 1400 controls. The example GWAS (PMID:38263039) analysed 2829 participants (1161 cases, 1668 controls).",s072
COHO:0001435,Wills Eye Hospital GWAS,cohort,,uveal melanoma cases recruited and controls selected from the Penn Medicine Biobank,409,937,,"We recruited 409 UM cases via the UPenn Genetic Diagnostic Laboratory from patients receiving treatment at the Wills Eye Hospital (Philadelphia, PA, USA).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12226357/fullTextXML,yes,high,,"PMID:40495383. Controls from a separate sentence of the same source: 'We also selected 937 controls originally recruited as part of the Penn Medicine Biobank.' No source states the combined total, so participants is null. After QC, 401 cases and 762 controls were analysed.",s072
COHO:0001436,WOBASZ II,cohort,6170,persons examined in 2013-2014,,,2014,"Out of eligible persons, 6170 (2760 men and 3410 women) were examined (the response rate 45.5%).",PMID:26620680,yes,high,,"WOBASZ II design paper abstract. Of a drawn sample of 15,120 persons, 1557 were not eligible. A later paper (PMID:41144382) says 'the WOBASZ II study included 6163 patients (3406 women and 2757 men)', presumably after exclusions; the design paper's examined count is used.",s072
COHO:0001437,Oxford Regional Prospective Study of Childhood Diabetes,cohort,527,children recruited at diagnosis 1986-1997,,,1997,"From 1986 to 1997, 91% (n=527) of eligible children were recruited at a mean age 8.8 (SD 4.0) years.",https://pmc.ncbi.nlm.nih.gov/articles/PMC2276285/,yes,high,,"PMID:18349042 (BMJ 2008), the most recent profile source. An earlier report (PMID:10097935) gave 514 children recruited between 1985 and 1996. The example study (PMID:33830302) is a genetic analysis that gives no count for this cohort in the text read.",s072
COHO:0001438,Study of Underlying Genetic Determinants of Vitamin D and Highly Related Traits,cohort aggregation,79366,individuals of European ancestry in the 2018 discovery meta-GWAS of 31 cohorts,,,2018,"We have performed a large 25-hydroxyvitamin D meta-GWAS involving 31 studies with a total of 79,366 individuals.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5772647/fullTextXML,yes,high,,"Cohort aggregation (SUNLIGHT consortium); pooled number of its largest meta-analysis (PMID:29343764). The first SUNLIGHT GWAS (PMID:20541252) studied 33 996 individuals of European descent from 15 cohorts (16,125 discovery). Replication in 40,562 EPIC and 2195 SOCCS individuals is not included in the number.",s072
COHO:0001439,International Cannabis Consortium,cohort aggregation,32330,individuals of European ancestry in the 13 discovery cohorts of the 2016 lifetime cannabis use meta-GWAS,,,2016,We conducted a meta-analysis of genome-wide association data of 13 cohorts (N=32 330) and four replication samples (N=5627).,PMID:27023175,yes,medium,,"Cohort aggregation; pooled number of its first meta-analysis (PMID:27023175), plus 5627 in four replication samples. In the 2018 GWAS (PMID:30150663) the ICC contributed 'data from 35,297 individuals of European ancestry from 16 cohorts' alongside 23andMe (22,683) and UK Biobank (126,785); that later ICC count could be preferred as the most recent.",s072
COHO:0001440,Center for Oral Health Research in Appalachia cohort 1,cohort,,,,,,,,,low,,"No source read states the size of the whole COHRA1 cohort. The protocol paper (PMID:18522740) gives no enrolment count. PMID:26106416 analyses two populations, 'West Virginia (WV, N = 1997) and Pennsylvania (PA, N = 1080)', but gives no combined total. Other COHRA1 analyses give subsets: 449 families with 868 adults (PMID:30993747); 1,311 adults aged 18-59 (PMID:33368457); 1,178 children aged 1-10 (PMID:34292949); a family-based sample 'N = 2,663; 740 families' (PMID:25612913, cohort not named in the abstract). dbGaP phs000095 gives 5417 consented subjects, but that pools the PITT (COHRA), DRDR and Iowa sites. A COHRA1 cohort-profile source stating the total enrolment would settle it.",s072
COHO:0001441,Shikamachi health improvement practice genome cohort study,cohort,4121,"residents aged 40 and over in the four model districts (questionnaire survey, 2015-2016)",,,2016,The study population of the Shika study consisted of 4121 individuals from 40 years of age.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5748769/fullTextXML,yes,medium,,"PMID:29207502; invitation letters were sent to all residents aged 40+ of four model districts between January 2015 and January 2016. The health examination arm is smaller: 1191 participants examined March 2014 to January 2017 (PMID:34347822) and 1150 participants 2013-2017 (PMID:36599956). PMID:35633918: in two model districts, 2199 of 2314 invited adults answered the questionnaire and 972 attended the health examination. No cohort profile paper was read; the number of all participants since 2011 is not stated.",s072
COHO:0001442,Bicuspid aoRtic vAlVe gEnetic research,cohort,,,,,,,,,low,,"An ongoing recruitment; no source read states its total enrolment. PMID:35288444 studied 'participants of the University of Leicester Bicuspid aoRtic vAlVe gEnetic research-8 pedigrees with multiple affected family members and 381 sporadic patients' (a sequenced subset). PMID:32720365 is a single-family report. The example GWAS meta-analysis (PMID:41645906, 9631 cases among 65 677 participants) mentions BRAVE only in its funding statement in the text read; its supplementary cohort table might give the BRAVE contribution.",s072
COHO:0001443,Defining the Basis of Fibromuscular Dysplasia,cohort,375,"subjects enrolled by July 2019 (stated as 'over 375', a lower bound; about half cases, half controls)",,,2019,"DEFINE-FMD continues to recruit subjects and as of July 2019 over 375 subjects have been enrolled (approximately 50% cases, 50% controls).",https://europepmc.org/api/getPdf?pmcid=PMC6918065,yes,low,,"PMID:31424497. The source says 'over 375', so the number is a lower bound, and recruitment is ongoing. ClinicalTrials.gov NCT01967511 gives an ESTIMATED enrollment of 600 (still recruiting). The forerunner CAUSE study closed at n=34 subjects. PMID:39271816 analysed 154 subjects (83 FMD cases, 71 controls) from DEFINE-FMD and CAUSE.",s072
COHO:0001444,Center for Oral Health Research in Appalachia cohort 2,cohort,1015,analysed subset: mothers enrolled Nov 2011-Feb 2017 who completed at least one postpartum visit,,,2017,"The current study included 1,015 participants from COHRA2 continuously enrolled between November 2011 and February 2017 (followed through May 2020) and 116 participants from COHRASmile enrolled between October 2017 and March 2019 (followed through August 2021) (Fig. 1).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10890941/fullTextXML,yes,low,,"PMID:38404680; the same paper says the analysis included women 'who completed at least one postpartum visit', so this is an analysed subset and the total enrolled may be larger. The protocol paper (PMID:26089906) planned 'a total initial sample size of over 1000 mother-baby pairs' and reported that 'As of January 31, 2015, the COHRA2 study has enrolled 744 pregnant women, 368 from Pittsburgh and 376 from West Virginia' (727 independent women). No source read gives the final enrolment.",s072
COHO:0001445,Genetic Analysis of Idiopathic Thrombophilia 2 Project,cohort,935,individuals in 35 extended families,,,,This sample consisted of 935 individuals in 35 extended families selected through a proband with idiopathic thrombophilia.,PMID:26784699,yes,high,,PMID:26784699 abstract; the example study (PMID:35272364) likewise says 'The GAIT-2 project included 935 individuals from 35 extended Spanish families selected through a proband with idiopathic thrombophilia.',s072
COHO:0001446,Human Reproductive Behaviour Consortium,cohort aggregation,542901,individuals in the 2021 age-at-first-birth meta-GWAS of 36 studies,,,2021,"For Age at First Birth (AFB), we included 542,901 individuals (n=124,088 males; n=418,758 females) from 36 studies.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7612120/fullTextXML,yes,medium,,"Cohort aggregation; pooled number of its largest meta-analysis (PMID:34211149). The same paper's age-at-first-sex GWAS had N=387,338, and its Methods say 'we included 397,338 pooled individuals' from UK Biobank for AFS (the two numbers disagree within the paper). Earlier consortium GWAS: AFS n=125,667 and AFB n=343,072.",s072
COHO:0001447,SerGenCovid-19,cohort,7169,"participants from whom data were collected, May 2021 to February 2022",,,2022,"The SerGenCovid-19 project successfully collected data from 7,169 participants across Italy.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12875989/fullTextXML,yes,high,,"PMID:41659846, which also calls it 'a cohort study comprising 7,169 genetically characterized individuals from the general Italian population'. The CNR press release and IRIB project page give the planned selection of 10,000 participants from about 100,000 EPICOVID-19 respondents. The GWAS analysed 1,968 unrelated vaccinated individuals.",s072
COHO:0001448,CALGB 40502,cohort,799,"patients enrolled and randomly assigned, 2008-2011",,,2011,"In all, 799 patients were enrolled and randomly assigned; 16 did notstarttreatment:eightwererandomlyassignedtopaclitaxel,fourto nab-paclitaxel, and four to ixabepilone (CONSORT diagram; Fig 1).",https://europepmc.org/api/getPdf?pmcid=PMC4500830,yes,high,,"Primary results paper PMID:26056183 (abstract: 'In all, 799 patients were enrolled, and 783 received treatment'). Planned enrollment was 900. PMID:33981951 and ClinicalTrials.gov NCT00785291 (actual enrollment 799) agree. The quote keeps the PDF text's missing spaces as extracted.",s072
COHO:0001449,Asklepios Study,cohort,2524,"subjects examined at baseline (round 1, 2002-2004)",,,2002-2004,"The Asklepios study comprises 2524 subjects (1301 women) approximately 35 to 55 years of age at the baseline examination in 2002–2004 (round 1), with a complete re-examination of 91% of subjects after a median of 10.1 (9.8–10.8) years of follow-up (round 2: in 2011–2016).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6723474/fullTextXML,yes,high,,PMID:31357728. The design paper (PMID:17446795) abstract also gives 2524 participants (1301 women); PMID:29695838 says 2524 volunteers were included. 2221 participants had lung function measurements in PMID:31357728 (analysed subset).,s073
COHO:0001450,CORtisol NETwork consortium,cohort aggregation,25314,subjects in the extended 2021 GWAS meta-analysis of morning plasma cortisol (17 cohorts),,,2021,"The CORNET consortium extended its genome-wide association meta-analysis for morning plasma cortisol from 12,597 to 25,314 subjects and from ~2.2 M to ~7 M SNPs, in 17 population-based cohorts of European ancestries.",PMID:33469137,yes,high,,"Cohort aggregation; 17 member cohorts. The first CORNET GWAMA (PMID:25010111) had 12,597 participants from 11 cohorts, replicated in 2,795 participants from three further cohorts; that paper also says collaborators with samples from more than 15,000 people were recruited.",s073
