PMID	title
40887045	European-based polygenic risk score and genome-wide association study of B-cell non-Hodgkin lymphoma subtypes in Israeli Jews and Palestinian Arabs.
40926231	Extreme MetaboHealth scores in three cohort studies associate with plasma protein markers for inflammation and cholesterol transport.
40962958	Genome-wide association meta-analysis of childhood ADHD symptoms and diagnosis identifies new loci and potential effector genes.
40973091	Boosting the Power of Rare Variant Association Studies by Imputation Using Large-scale Sequencing Population.
40998812	Genome-wide association study of REM sleep behavior disorder in Parkinson's disease.
41022758	Genetic analyses across cardiovascular traits: leveraging genetic correlations to empower locus discovery and prediction in common cardiovascular diseases.
41033104	Genome-wide association study of susceptibility to acute respiratory distress syndrome.
41075272	Genetic heterogeneity and homogeneity among orofacial cleft subtypes: genome-wide association studies in the cleft collective.
41096749	Rare-Variant Genome-Wide Association and Polygenic Score Assessment of Vitamin D Status in a Middle Eastern Population.
41125582	Genome-wide association study of childhood B-cell acute lymphoblastic leukemia reveals novel African ancestry-specific susceptibility loci.
41233554	Genome-wide association analyses identify distinct genetic architectures for early-onset and late-onset depression.
41238958	Genome-wide association study and polygenic risk prediction of hypothyroidism.
41266372	Genome-wide association study of 398,238 women unveils seven loci associated with high-grade serous ovarian cancer.
41298473	Genetics and context for precision health in Greater Boston.
41325371	Genetic determinants of zinc homeostasis and its role in cardiometabolic diseases.
41325697	Genome-wide gene-sleep interaction study identifies novel lipid loci in 732,564 participants.
41350806	A genome-wide association study identifies the GPM6A locus associated with age at onset in ALS.
41361163	HTRA1/lncRNA HTRA1-AS1 dominates in age-related macular degeneration reticular pseudodrusen genetic risk with no complement involvement.
41402580	Genome and transcriptome-wide association studies identify multiple novel loci for dementia with grain in Japanese.
41406505	A genome- and phenome-wide association study of plasma procalcitonin concentrations in individuals of European ancestry.
41419686	Genomic and transcriptomic analyses of aortic stenosis enhance therapeutic target discovery and disease prediction.
41456820	Deciphering tissue-specific protein regulation for insights into cardiometabolic disease.
41469377	The Health for Life in Singapore (HELIOS) Study: delivering precision medicine research for Asian populations.
41495267	Trans-ancestry GWAS of hot flashes reveals potent treatment target and overlap with psychiatric disorders.
41520650	Genetic dissection of serum pro-neurotensin suggests potential causal impact on brain structure.
41544563	Genome-wide interaction analysis of long-term trihalomethane exposure in drinking water and colorectal cancer risk in a Spanish Multicenter Case-Control Study (MCC-Spain).
41550966	Maternal thyroid function in the first half of pregnancy and neurodevelopmental outcomes in early adolescence in the Amsterdam Born Children and their Development (ABCD) cohort.
41554961	Meta-analyses of genome-wide association studies identify novel loci influencing Japanese white matter hyperintensities.
41558814	Genetic dissection of stool frequency implicates vitamin B1 metabolism and other actionable pathways in the modulation of gut motility.
41606319	Human and bacterial genetic variation shape oral microbiomes and health.
41609390	A Genome-Wide Association Study of Colorectal Cancer Mortality Outcomes Among Individuals of African and Admixture Ancestry.
41629673	Improved polygenic risk prediction models for breast cancer subtypes in women of African ancestry.
41640362	Multiancestry Genome-Wide Association Study Identifies Variants in a Zinc Finger Gene Cluster as Novel Regulators of HIV Control.
41644669	Global multi-ancestry genome-wide analyses identify genes and biological pathways associated with thyroid cancer and benign thyroid diseases.
41645906	Genome and Transcriptome-Wide Analyses Identify Multiple Candidate Genes and a Significant Polygenic Contribution in Bicuspid Aortic Valve.
41659846	<i>CMTM8</i> variants influence BNT162b2 COVID-19 vaccination response by regulating granulocytic/polymorphonuclear myeloid-derived suppressor cell activity.
41661118	Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study.
41688637	The HUNT study identifies host genetic factors reproducibly associated with human gut microbiota composition.
41688638	Genome-wide association analyses highlight the role of the intestinal molecular environment in human gut microbiota variation.
41715922	Genome-wide investigation of prosody perception: Shared genetic influences between speech rhythm, musical rhythm, and reading traits.
41724405	Meta-analysis of genome-wide association studies of food allergy and IgE sensitization.
41748071	Polygenic risk scores and HLA class II variants are biomarkers of corticosteroid response in childhood nephrotic syndrome.
41755704	Matching heterogeneous cohorts by projected principal components reveals two novel Alzheimer's disease-associated genes in the Hispanic population.
41791023	Genetic Determinants of Multiple Sclerosis Susceptibility in People From Diverse Ancestral Backgrounds.
41795035	Development and validation of a trans-ancestry polygenic risk score for type 1 diabetes.
41804841	Genetic architecture of plasma pTau217 and related biomarkers in Alzheimer's disease via genome-wide association studies.
41810385	Genetic risk loci for Parkinson's disease and dementia in a large-scale population-based Taiwanese cohort (TPMI).
41857591	Baseline epigenetic clock measures in the Northern Ireland Cohort for the Longitudinal Study of Ageing (NICOLA).
41864285	Genome-wide association study reveals two novel genetic loci associated with chronic lung allograft dysfunction.
41912496	Genetic study identifies novel genes in developmental dysplasia of the hip.
41917433	Large-scale exome analyses reveal new rare variant contributions in amyotrophic lateral sclerosis.
41963194	Genome wide association analysis and association of genetic risk and lifestyle with upper gastrointestinal cancer among an endoscopy-screened cohort in China.
42009823	Multi-ancestry genome-wide association analyses of refractive error augment genetic discovery and polygenic prediction.
42014397	GWAS meta-analysis of cerebrospinal fluid Alzheimer's biomarkers reveals loci regulating lipids, brain volume and autophagy.
42017882	Body Mass Index, Clinical Outcomes, and Mortality in Heart Failure: A Mendelian Randomization Study.
42020658	Multi ancestry genome wide association meta analysis of urinary aMT6s levels.
42036355	Genetic determinants of childhood blood pressure and heart rate in relation to adult health outcomes: the consortium of childhood blood pressure.
42054495	Low overlap of plasma and CSF protein quantitative trait loci affects protein discovery for neurological disease.
42056605	Multi-ancestry genome-wide association and integrated multi-omics analyses of endometriosis and its clinical manifestations.
42062540	Genetic association and machine learning improve the prediction of type 1 diabetes risk.
42069741	Population-based genome-wide association study of plasma complex lipid species.
42098873	African ancestry and risk variants associated with triple-negative breast cancer susceptibility in African American women.
42127933	Identification of genetic modifiers of autosomal dominant Alzheimer's disease: a genome-wide association study.
42152146	Genome-wide meta-analysis across East Asian and European populations provides insights into the molecular basis of lung cancer.
42176242	Genetic associations with longevity in a Calabrian cohort: an exploratory genome-wide study.
42221328	Large-scale meta- and cross-trait analyses uncover shared genetic risk factors for IBS and psychiatric disorders.
42225636	Multi-ancestry, trans-generational GWAS meta-analysis of gestational diabetes and glycaemic traits during pregnancy reveals limited evidence of pregnancy-specific genetic effects.
42229218	Genome-wide association study and polygenic risk score analysis for bipolar disorder in the Korean population.
42230966	Genetics of major depressive disorder in a homogeneous population with uniform phenotyping.
42237039	Consensus meta-analysis of genome-wide association studies for Alzheimer's disease and related dementias.
42241732	Genome-wide association study of paediatric bacteraemia and sepsis.
42320430	Comprehensive genome-wide association study into multiple recurrence and progression risk in non-muscle invasive bladder cancer.
42365137	Ovarian cancer tumor immune profiles associated with intrauterine device and oral contraceptive use.
42378311	Genetic survey of biomarkers at early and mid-pregnancy identifies pregnancy-specialized immune regulation.
42425734	Cross-definition GWAS of IBS in 2.8 million individuals reveals cardiometabolic and triglyceride-linked mechanisms.
42426908	Genome-wide association studies of missing metabolite measures from two population-based studies.
42473435	The prospective incidence of treatment-resistant schizophrenia: analysis of the CATIE trial using the TRRIP consensus.
42509442	Validation of fracture-derived polygenic scores with FRAX for fracture risk prediction in postmenopausal women.
42620341	A Whole-Genome Sequence Genome-Wide Association Study in All of Us Identifies a Novel Glaucoma Risk Locus in African Individuals.
42634071	Genome-wide association study of image-based emphysema scoring in the Swedish CArdioPulmonary bioImage Study (SCAPIS) suggests two new risk loci in smokers.
