ID	label	proposed type	definition	source URL	source PMID	quote	quote verified	confidence	remark
COHO:0000171	The Hellenic study of Interactions between Single nucleotide polymorphisms and Eating in Atherosclerosis Susceptibility	cohort	A case-control collection of Greek individuals with angiographically confirmed coronary artery disease and individuals without coronary artery disease, used to investigate genetic susceptibility and evaluate polygenic risk prediction.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC11204902/unicode	PMID:38929788	924 Greek individuals (390 cases with CAD and 534 controls) from the THISEAS study.	yes	medium	
COHO:0000172	Treating to New Targets	cohort	A randomised trial cohort of patients with clinically evident stable coronary heart disease assigned to daily atorvastatin at 10 or 80 mg to compare cardiovascular outcomes under different intensities of lipid lowering.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Intensive+lipid+lowering+with+atorvastatin+in+patients+with+stable+coronary+disease%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:15755765	randomly assigned to double-blind therapy and received either 10 mg or 80 mg of atorvastatin per day	yes	medium	TNT denotes Treating to New Targets, not the triple-negative breast-cancer trial; recruitment countries are absent from the retrieved abstract.
COHO:0000173	Twins Early Development Study	cohort	A birth cohort of twins born in England and Wales in 1994–1996, recruited through national birth records and followed from infancy to investigate genetic and environmental influences on cognitive, emotional and behavioural development.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC7056571/unicode	PMID:31544730	twin pairs born between 1994 and 1996 in England and Wales through national birth records	yes	high	
COHO:0000174	Type 1 Diabetes Genetics Consortium	cohort aggregation	A consortium of international type 1 diabetes family and case-control collections, organised through Asia-Pacific, European, North American and United Kingdom networks to identify genetic determinants of diabetes susceptibility and provide shared biological samples and data.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Type+1+Diabetes+Genetics+Consortium%22+AND+%28TITLE%3Aoverview+OR+TITLE%3Adesign+OR+TITLE%3Astudy%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:20603248	The initial goal was to collect 2500 affected sibling pair (ASP) families worldwide.	yes	high	Proposed type change: cohort -> cohort aggregation. The consortium coordinates regional networks and distinct affected-sibling, trio and case-control collections.
COHO:0000175	UK Adult Twin Register	cohort	A registry of volunteer adult twins from across the United Kingdom, established in 1992, with repeated clinical assessments, questionnaires and molecular data to investigate genetic and environmental contributions to ageing and complex disease.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3ATwinsUK+AND+TITLE%3Acohort+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:22253318	started in 1992 and encompasses about 12000 volunteer twins from all over the United Kingdom.	yes	high	Proposed type change: cohort aggregation -> cohort. TwinsUK is a participant registry with longitudinal follow-up.
COHO:0000176	UK Biobank	cohort	A cohort of adults aged 40–69 recruited across the United Kingdom in 2006–2010, with biological samples, extensive phenotyping and prospective health follow-up, established to investigate genetic and nongenetic determinants of diseases of middle and older age.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4380465/unicode	PMID:25826379	over 500,000 participants aged 40–69 years when recruited in 2006–2010	yes	high	
COHO:0000177	UK Brain Expression Consortium	cohort aggregation	A consortium of brain-tissue collections from neuropathologically normal donors in Edinburgh, United Kingdom, and the United States, combining genotypes and expression measurements across brain regions to investigate genetic regulation of brain gene expression.	https://ukbec.wordpress.com/materials-methods/		All individuals were confirmed to be neuropathologically normal by a consultant neuropathologist	yes	high	Proposed type change: cohort -> cohort aggregation. The official methods combine material from two independent brain banks.
COHO:0000178	UK Childhood Cancer Study	cohort	A case-control collection of children with cancer and controls matched by sex, age and residence throughout England, Scotland and Wales during 1991–1998, assembled to investigate causes of childhood cancer using interviews, records, exposure measurements and biological samples.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22United+Kingdom+Childhood+Cancer+Study%22+AND+%28TITLE%3Aobjectives+OR+TITLE%3Amethods%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:10737392	An investigation into the possible causes of childhood cancer has been carried out throughout England, Scotland and Wales over the period 1991-1998.	yes	high	
COHO:0000179	UK Household Longitudinal Study	cohort	A cohort of household members across all four United Kingdom nations, interviewed annually in Understanding Society to investigate changes in education, employment, income, health, family life, behaviour and social circumstances.	https://www.understandingsociety.ac.uk/wp-content/uploads/working-papers/2023-06.pdf		Data is collected annually from the same households across all four UK nations.	no	high	Source is an official methodological working paper.
COHO:0000180	UK Inflammatory Bowel Disease Genetics Consortium	cohort aggregation	A consortium of inflammatory-bowel-disease patient collections across the United Kingdom combining genetic and clinical data to investigate susceptibility to Crohn's disease and ulcerative colitis and variation in treatment response.	https://www.crohnsandcolitis.org.uk/our-work/research-and-evidence/our-past-research-projects/using-genetics-to-discover-what-causes-ibd-and-why-people-react-in-different-ways-to-drugs		building a vast database of genetic and clinical data from patients across the UK	yes	medium	Source is the funder's account of consortium research, not a cohort design paper.
COHO:0000181	Viking Health Study	cohort	A cohort of people from the population isolate of Shetland, assembled to identify common and rare genetic variants influencing cardiovascular and other complex-disease risks.	https://metadata.ega-archive.org/studies/EGAS00001003872		The genetic research cohort study in Shetland was established to identify genetic variants, both common and rare, increasing risk of disease.	yes	medium	Distinguished from the broader VIKING umbrella, which also includes ORCADES.
COHO:0000182	Wellcome Trust Case Control Consortium	cohort aggregation	A consortium of disease-specific case collections and shared controls, coordinated by United Kingdom research groups to identify genetic variants associated with common diseases and evaluate methods for genome-wide association analysis.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2719288/unicode	PMID:17554300	GWA studies of 2,000 cases and 3,000 shared controls for 7 complex human diseases	yes	high	
COHO:0000183	Basquecolon cohort	cohort	A case-control collection of self-identified non-Hispanic White participants with colorectal cancer and comparison participants, contributing the Basque-colon validation sample for evaluation of polygenic prediction of colorectal cancer risk.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10545678/unicode	PMID:37783704	Basque-colon cohort (BCC)	yes	low	The source names this validation collection and reports participant characteristics in Table 1, but does not establish recruitment location or dates.
COHO:0000184	INTERVAL study	cohort	A randomised trial cohort of male and female whole-blood donors recruited during 2012–2014 at NHS Blood and Transplant centres in England to compare donation intervals and assess whether more frequent donation preserves donor health while increasing blood supply.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3AINTERVAL+AND+blood+AND+%28TITLE%3Adesign+OR+TITLE%3Arandomised%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:25230735	INTERVAL is a randomised trial of whole blood donors enrolled from all 25 static centres of NHS Blood and Transplant.	yes	high	INTERVAL is used as the trial name; the protocol supplies no expanded acronym.
COHO:0000185	CONVERGE	cohort	A case-control collection of Han Chinese women with recurrent major depression and controls recruited in China to investigate depression genetics through the China, Oxford and Virginia Commonwealth University Experimental Research on Genetic Epidemiology (CONVERGE) consortium.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4522619/unicode	PMID:26176920	CONVERGE (China, Oxford and Virginia Commonwealth University Experimental Research on Genetic Epidemiology) consortium recruited 11,670 Han Chinese women	yes	medium	Identifies the Chinese depression collection; CONVERGE has unrelated acronym doubles.
COHO:0000186	Gene-Environmental Interaction and phenotype study	cohort	A cohort of Korean participants undergoing comprehensive health examinations at Seoul National University Hospital's Gangnam Center, with linked clinical and biobank data used to investigate genetic and environmental influences on phenotypes.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8817039/unicode	PMID:35121771	at the Seoul National University Hospital Healthcare System Gangnam Center, where comprehensive health check-ups and screening are done in Korean populations	yes	medium	
COHO:0000187	China Atherosclerosis Study	cohort	A case-control collection of Han Chinese people with coronary artery disease and controls in China, assembled for genome-wide identification of coronary-disease susceptibility variants.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3927410/unicode	PMID:22751097	CAS consisted of 1,034 cases of CAD and 4,245 controls	yes	medium	Distinct from the Beijing Atherosclerosis Study, listed separately in the same paper.
COHO:0000188	Diabetes Prediction and Prevention	cohort	A birth cohort of Finnish children screened from 1994 for HLA-associated type 1 diabetes susceptibility, with genetically at-risk children followed prospectively to investigate islet autoimmunity and diabetes development.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2605239/unicode	PMID:19075291	In 1994, an ongoing birth cohort study (Type 1 Diabetes prediction and prevention study [DIPP]) was launched in Finland.	yes	medium	
COHO:0000189	Functional genomic diagnostic tools for coronary artery disease	cohort	A cohort of patients undergoing coronary angiography at two hospitals in Lebanon, recruited in 2007–2010 for cross-sectional investigation of genetic and clinical factors associated with coronary artery disease.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC7993530/unicode	PMID:33766035	Patients were recruited at two major hospitals in Lebanon, between May 2007 and June 2010	yes	medium	Proposed type change: temporary unclassified -> cohort. Defined as the FGENTCARD participant collection described by the verified example, rather than the coordinating consortium.
COHO:0000190	German Chronic Kidney Disease Study	cohort	A cohort of people under nephrological care across Germany with reduced kidney function or overt proteinuria, followed prospectively with clinical and biological measurements to investigate chronic kidney disease progression, complications and prognostic biomarkers.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22German+Chronic+Kidney+Disease%22+AND+%28TITLE%3Adesign+OR+TITLE%3Acohort%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:21862458	The German Chronic Kidney Disease (GCKD) study is a prospective observational national cohort study.	yes	high	
COHO:0000191	German Longevity Study	cohort	A case-control collection of German long-lived individuals aged at least 94 years and younger comparison participants, used to investigate genetic contributions to exceptional longevity and reduced susceptibility to age-related diseases.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9504529/unicode	PMID:36142858	1351 German LLI (≥94 years, including 643 centenarians) and 4680 German younger controls.	yes	medium	Age threshold describes the analysed sample in the cited paper.
COHO:0000192	Global Registry of Acute Coronary Events	cohort	A registry of patients hospitalised with acute coronary syndromes at centres across multiple countries, followed prospectively during admission and after discharge to compare treatment practices, clinical characteristics and outcomes and improve care.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Global+Registry+of+Acute+Coronary+Events%22+AND+%28TITLE%3Arationale+OR+TITLE%3Adesign%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:11174331	a large, prospective, multinational observational study of patients hospitalized with ACS.	yes	high	Proposed type change: cohort aggregation -> cohort. GRACE is a prospectively enrolled patient registry; multicountry participation does not by itself make it a cohort aggregation.
COHO:0000193	TwinGene Study	cohort	A cohort of twins from the Swedish Twin Registry undergoing health examinations and venous blood collection in 2004–2008, providing genetic and health data for investigations of ageing, metabolic health and mortality.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9004188/unicode	PMID:35410261	TwinGene is a cross-sectional study where participants underwent a health examination and venous blood sample collection	yes	medium	Likely the same participant collection as COHO:0000205 (TwinGene Registry); no distinction is supported by the supplied examples.
COHO:0000194	Uppsala Longitudinal Study of Adult Men	cohort	A cohort of men aged about 50 years in Uppsala, Sweden, examined during 1970–1974 and followed prospectively to investigate cardiovascular and lifestyle risk factors, survival and functional independence in old age.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Uppsala+Longitudinal+Study+of+Adult+Men%22+AND+TITLE%3Acohort+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:25919442	Swedish men investigated in 1970-74 (aged 48.6-51.1) and followed up for four decades	yes	medium	Proposed type change: cohort aggregation -> cohort. The source describes a single longitudinal participant cohort.
COHO:0000195	Baltimore Longitudinal Study of Ageing	cohort	A cohort of volunteers participating in the United States National Institute on Aging's longitudinal programme, established in 1958 to investigate individual variation in human ageing and distinguish ageing-related changes from disease processes.	https://www.nia.nih.gov/research/labs/blsa/about		volunteers who made the lifelong commitment to be part of the research	yes	high	Proposed type change: cohort aggregation -> cohort. The label denotes a longitudinal participant cohort.
COHO:0000196	Motor Neuron Disease Biobank study	cohort	A biobank of adults diagnosed with amyotrophic lateral sclerosis at United Kingdom hospitals, collecting whole-blood DNA from 2004 for genetic research into motor neuron disease.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3257853/unicode	PMID:20801717	a national collection of ALS DNA samples derived from whole blood	yes	medium	Proposed type change: cohort aggregation -> cohort. The verified example identifies the UK National DNA Bank for Motor Neuron Disease Research; it denotes a participant/sample collection.
COHO:0000197	Diabetic Cohort	cohort	A cohort of adults with type 2 diabetes recruited from public polyclinics and hospital outpatient clinics in Singapore in 2004–2010, followed to investigate genetic, physiological and lifestyle determinants of diabetic complications.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Cohort+profile%3A+the+Singapore+diabetic+cohort+study%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:32474429	adult participants with type 2 diabetes were recruited from multiple public sector polyclinics and hospital outpatient clinics in Singapore	yes	high	The generic label resolves to the Singapore Diabetic Cohort (DC), explicitly named in this profile and in the verified example's acknowledgements.
COHO:0000198	Ely Study	cohort	A cohort of adults without diabetes aged 40–69 at baseline in Ely, England, followed from 1990 with clinical, anthropometric and biochemical assessments to investigate type 2 diabetes incidence and its relationship to impaired fasting glucose.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Ely+Study%22+AND+%28TITLE%3Acohort+OR+TITLE%3Adiabetes%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:17257284	Population-based longitudinal study (1990-2000) with clinical, anthropometric and biochemical measurements	yes	medium	The Ely diabetes cohort is distinct from the oncology ELY study.
COHO:0000199	Genetic Asthma Susceptibility to Indoor Pollution in Peru	cohort	A case-control collection of children and adolescents aged 9–19 with asthma and without asthma, recruited in two communities of Lima, Peru, in 2011–2014 to investigate genetic and environmental determinants of asthma, immunoglobulin E and lung function.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8429514/unicode	PMID:33713768	cases and controls were recruited from two adjacent communities in Lima: Pampas de San Juan de Miraflores and Villa El Salvador	yes	medium	
COHO:0000200	Parkinson's Progression Markers Initiative	cohort	A cohort of untreated patients with early Parkinson disease, healthy controls and people without imaging evidence of dopaminergic deficit, enrolled internationally at 24 sites for standardised longitudinal investigation of clinical, imaging, genetic and biospecimen markers of disease progression.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Progression+Markers+Initiative%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:30564614	PPMI has detailed the biomarker signature for an early PD cohort defined by clinical features and imaging biomarkers.	yes	high	Proposed type change: cohort aggregation -> cohort. Defined as the unified observational participant collection, including diagnostic comparison groups.
COHO:0000201	Psychosis Endophenotype Consortium	cohort aggregation	A consortium of psychosis case, unaffected-relative and control collections from Australia, Germany, the Netherlands, Spain and the United Kingdom that combines genetic data to investigate susceptibility across psychotic disorders, including schizophrenia and bipolar disorder.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3923972/unicode	PMID:23871474	These samples were collected through seven centers across Australia and Europe (Germany, Holland, Spain, and United Kingdom).	yes	medium	The consortium is also named Psychosis Endophenotypes International Consortium; the cited paper is the published cohort analysis referenced as in press by the example study.
COHO:0000202	Study of Health in Pomerania	cohort aggregation	A project combining the SHIP-START and SHIP-TREND population cohorts of adults aged 20–79 in West Pomerania, northeast Germany, recruited in 1997–2001 and 2008–2012 respectively, to investigate health, disease and their determinants through repeated examinations.	https://academic.oup.com/ije/article/51/6/e372/6555287	PMID:35348705	comprises the two independent cohorts SHIP-START (recruited between 1997 and 2001) and SHIP-TREND (recruited between 2008 to 2012)	no	high	Proposed type change: cohort -> cohort aggregation. The profile explicitly distinguishes the umbrella SHIP project from its original cohort, renamed SHIP-START.
COHO:0000203	The Cooperative Health Research in South Tyrol	cohort	A cohort of adults from the middle and upper Vinschgau/Val Venosta in South Tyrol, with family participation, biological samples and repeated follow-up to investigate genetic and molecular determinants of age-related chronic conditions and their interaction with lifestyle and environment.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Cooperative+Health+Research+in+South+Tyrol%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:26541195	All adults of the middle and upper Vinschgau/Val Venosta are invited	yes	high	
COHO:0000204	The Health Effects of Arsenic Longitudinal Study	cohort	A cohort of adults aged 18–75 from Araihazar, Bangladesh, recruited in 2000–2002 and assessed biennially to investigate health effects of arsenic exposure through drinking water, including chronic disease and mortality.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%22Health+Effects+of+Arsenic+Longitudinal+Study%22+AND+%28TITLE%3Adesign+OR+TITLE%3Acohort%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:20646756	11 746 population-based participants (aged 18-75 years) from Araihazar, Bangladesh	yes	medium	
COHO:0000205	TwinGene Registry	cohort	A cohort of twins from the Swedish Twin Registry undergoing health examinations and venous blood collection in 2004–2008, providing genetic and health data for investigations of ageing, metabolic health and mortality.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9004188/unicode	PMID:35410261	between 2004 and 2008	yes	medium	Likely duplicates COHO:0000193 (TwinGene Study). TwinGene is a component of the Swedish Twin Registry, not a separately described registry.
