catalogue id	input name	verdict	COHO ID	label	acronym synonyms	other synonyms	type	same as	clashes with	example study	example PMID	example title	example quote	example quote URL	definition	definition source	drafted by	countries	location quote	location URL	parent	parent relation	parent quote	parent URL	note
SPRINT	Sustainable plant protection transition: a global health approach	mint cohort	COHO:0002654	Sustainable plant protection transition: a global health approach	SPRINT	Sustainable Plant Protection Transition|Sustainable Plant-Protection Transition|SPRINT project	cohort				PMID:37838044		In the present study, part of the Horizon 2020 funded SPRINT project, the presence of 198 pesticide residues was assessed in 128 indoor dust samples from both conventional and organic farmworker households across Europe, and in Argentina.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37838044+AND+SRC%3AMED&format=json&resultType=core	A cross-sectional field study of the EU Horizon 2020 SPRINT project in which, during the 2021 growing season, conventional and organic farmers and their families, neighbours living next to or near agricultural fields, and consumers living farther away were recruited at ten case study sites in Europe and one in Argentina, and gave urine, blood, faeces and nasal swabs and wore silicone wristbands (with indoor dust sampled in their homes), to measure their exposure to pesticide mixtures for exposure modelling and health risk assessment.	PMID:34780516 | https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SPRINT	Claude Opus 5.5 (Anthropic), 2026-09	Spain || Portugal || France || Switzerland || Italy || Croatia || Slovenia || Czech_Republic || Netherlands || Denmark || Argentina	The Campo de Cartagena basin is located in the southeast of Spain (Figure 1). || The case study is located in the central littoral of Portugal || The case study is located in Southwestern France, near the Atlantic Coast, in the Nouvelle Aquitaine Region (Figure 1). || CSS4 is located in Canton Bern close to the university of Bern. || The Po Valley is the largest plain of southern Europe, with an extension of around 650 km from the Western Alps to the Adriatic Sea; it is located in Northern Italy || The case study area is located on the largest peninsula of the Republic of Croatia in the northern part of the Adriatic coast, Istria (Figure 1). || The Case study of Central Slovenia (2.555 km2) is located in the central part of Slovenia (300 m - 2.400 m altitude). || The case study is realised in the Czech Republic located in the Central Europe (see Fig. 1). || The study site is located in the northern part of The Netherlands, enclosed by the Waddensea in the north (Figure 1). || The farms within the Case study area in Denmark are located in North and Central Jutland, in the western part of Denmark (Figure 1). || An additional study site in Argentina will inform the impact of PPP use on growing soybean which is an important European protein-source in animal feed.	https://sprint-h2020.eu/case-studies/cses || https://sprint-h2020.eu/case-studies/cspt || https://sprint-h2020.eu/case-studies/csfr || https://sprint-h2020.eu/case-studies/csch || https://sprint-h2020.eu/case-studies/csit || https://sprint-h2020.eu/case-studies/cshr || https://sprint-h2020.eu/case-studies/cssi || https://sprint-h2020.eu/case-studies/cscz || https://sprint-h2020.eu/case-studies/csnl || https://sprint-h2020.eu/case-studies/csdk || https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8592492/fullTextXML					Global Exposome Cohort Catalogue entry SPRINT (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SPRINT), checked against its sources on 2026-09-25. Not in COHO; no COHO term uses the acronym SPRINT (the Systolic Blood Pressure Intervention Trial, also SPRINT, is not in COHO; if it is added later the two need editor notes). SPRINT itself is a research project (environment, plants, animals and humans), but its field study recruited a defined group of about 700 people (farmers, neighbours, consumers) with biological samples, so that group is a cohort. It has no name of its own, so the label is the project's full name as the catalogue gives it; the protocol expands SPRINT as 'Sustainable Plant Protection Transition' and a 2026 paper as 'Sustainable Plant-Protection Transition'. The country quotes for the ten European sites come from the project's case-study pages, which describe the farm areas; the protocol says the human participants were recruited in each case study site ('Farmers, neighbours and consumers are recruited in each CSS'). The Swiss quote names only Canton Bern (the page is titled 'Case Study Switzerland' in the site's map). Slovenia is not in gaz_xrefs.tsv (DBpedia: Slovenia); Czechia is given as Czech_Republic, the name in gaz_xrefs.tsv. The example is the indoor-dust paper, whose samples come from the participating farmer households; a paper on the participants' own samples (PMID:40834561) does not name SPRINT in its abstract and its full text is closed. Could not read: PMID:40834561 full text (the human wristband results of the field-study participants), for a better example quote.
MAUCO	Maule Cohort Study	mint cohort	COHO:0002655	Maule Cohort	MAUCO	Maule Cohort Study|Maule cohort|MAUCO cohort	cohort				PMID:39343441		8948 MAUCO participants (aged 38–74 years) underwent abdominal ultrasound at baseline (2015–2019); 4385 received follow-up ultrasound at years 2 or 4.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11440185/fullTextXML	A population-based prospective cohort of adults aged 38 to 74 years living in the agricultural county of Molina, in the Maule Region of central Chile, identified through a household census and enrolled from December 2014 by the Advanced Center for Chronic Diseases (ACCDiS) of the Universidad de Chile and the Pontificia Universidad Católica de Chile, with questionnaires, physical examinations, ultrasound and a biobank of blood, urine and saliva, and followed with repeat visits and surveillance of hospital events to study the natural history and environmental, lifestyle and social determinants of chronic diseases such as cardiometabolic diseases and cancer.	PMID:26847446 | https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MAUCO	Claude Opus 5.5 (Anthropic), 2026-09	Chile	Maule Cohort (MAUCO), a Chilean cohort study, seeks to analyze the natural history of chronic diseases in the agricultural county of Molina (40,000 inhabitants) in the Maule Region, Chile.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4743396/fullTextXML					Global Exposome Cohort Catalogue entry MAUCO (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MAUCO), checked against its sources on 2026-09-25. Not in COHO under any name, and no COHO term uses the acronym MAUCO; the Chilean terms in COHO (COHO:0000599 Growth and Obesity Chilean Cohort Study, COHO:0001255 GERO, COHO:0001407 Santiago Longitudinal Study) are different studies. The protocol's title and text call it 'the Maule Cohort (MAUCO)', used as the label; the catalogue's 'Maule Cohort Study' is a synonym. The protocol gives ages 38 to 74; the catalogue says 35-74, so the definition follows the protocol.
SABE	Survey on Health, Well-Being, and Aging in Colombia	mint cohort	COHO:0002656	Survey on Health, Well-Being, and Aging in Colombia	SABE|SABE Colombia	SABE Colombia 2015|SABE-2015 Colombia|SABE (Health, Wellbeing, and Aging) Colombia project	cohort				PMID:31607766		The SABE (Health, Wellbeing, and Aging) Colombia project is a cross-sectional study, carried out in 2014-2015, involving 24,553 men and women aged 60 years and older who live in the community in Colombia.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31607766+AND+SRC%3AMED&format=json&resultType=core	A population-based cross-sectional national survey of community-dwelling adults aged 60 years and over in urban and rural areas of Colombia, carried out in 2015 for the Colombian Ministry of Health and Social Protection by the University of Caldas and the Universidad del Valle with the design of the Latin American and Caribbean Survey on Health, Well-Being, and Aging (SABE), to study health, active ageing and the social determinants of health inequities in older people.	PMID:27956896|PMID:31607769	Claude Opus 5.5 (Anthropic), 2026-09	Colombia	This is a cross-sectional study of community-dwelling elderly individuals living in urban and rural areas of Colombia.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5124445/fullTextXML					Global Exposome Cohort Catalogue entry SABE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SABE), checked against its sources on 2026-09-25. SABE Colombia is the Colombian national survey (fieldwork April-September 2015) modelled on the PAHO seven-city SABE study of Latin America and the Caribbean; it is a separate national sample, not an arm of that study, and neither is in COHO, so no parent. The catalogue's start and end year 2025 is wrong (fieldwork 2015). The acronym SABE is also used by other national SABE surveys (SABE Brazil/Sao Paulo, SABE Ecuador, SABE Bogota), none of which is in COHO, so no editor note is needed now. The Spanish name (Encuesta de Salud, Bienestar y Envejecimiento) was not read in a fetched source and is not given.
ELSA Brazil	Brazilian Longitudinal Study of Adult Health (ELSA)	existing	COHO:0001320		ELSA Brazil	Brazilian Longitudinal Study of Adult Health (ELSA)																			Global Exposome Cohort Catalogue entry ELSA Brazil (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ELSA%20Brazil), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
ENSIN	015National Nutrition Survey (ENSIN in Spanish)	mint cohort	COHO:0002657	Encuesta Nacional de Situación Nutricional	ENSIN	Encuesta Nacional de la Situación Nutricional en Colombia|Encuesta Nacional de Situación Nutricional de Colombia|National Nutrition Survey|2015 National Nutrition Survey|ENSIN-2015|ENSIN 2015|ENSIN 2010|ENSIN 2005|015National Nutrition Survey (ENSIN in Spanish)	cohort				PMID:35070447		This study was based on data gathered from the 2015 National Nutrition Survey (ENSIN in Spanish).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8776471/fullTextXML	A repeated nationally representative cross-sectional household survey of the nutritional situation of the population of Colombia, conducted by the Colombian Institute for Family Welfare (ICBF) with the Ministry of Health in 2005, 2010 and 2015, covering people aged 0 to 64 years and pregnant women, that measures nutritional status, dietary intake, food security, breastfeeding and physical activity to inform public food and nutrition policy.	https://www.icbf.gov.co/bienestar/nutricion/encuesta-nacional-situacion-nutricional|PMID:35070447	Claude Opus 5.5 (Anthropic), 2026-09	Colombia	In Colombia, South America, the Colombian Institute for Family Wellbeing (ICBF in Spanish) along with the Ministry of Health (MinSalud) conducted the ENSIN-2015, which is representative of 99% of the Colombian population	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8776471/fullTextXML					Global Exposome Cohort Catalogue entry ENSIN (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ENSIN), checked against its sources on 2026-09-25. ENSIN is Colombia's national nutrition survey, run by ICBF in three rounds (2005, 2010, 2015), each a fresh cross-sectional sample. The catalogue entry's description is about ENSIN-2015 but its years (2005-2020) cover the series, so the record is for the survey as a whole with the rounds as synonyms; the curator may prefer a term for ENSIN 2015 alone. The catalogue's name '015National Nutrition Survey (ENSIN in Spanish)' is garbled ('2015 National Nutrition Survey'); the label is the survey's own Spanish name as ICBF gives it. The survey's own English name is not fixed in the sources ('National Nutrition Survey', 'National Survey of the Nutritional Situation'), so only the name read is given. Not in COHO.
CC-LAC	The Cohorts Consortium of Latin America and the Caribbean (CC-LAC)	mint aggregation	COHO:0002658	Cohorts Consortium of Latin America and the Caribbean	CC-LAC	The Cohorts Consortium of Latin America and the Caribbean (CC-LAC)	cohort aggregation				PMID:42724639		Here, we evaluated the association between estimated VAT (eVAT) and incident CVD among individuals without diabetes and estimated its population-attributable fraction (PAF) using data from the Cohorts Consortium of Latin America and the Caribbean (CC-LAC).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A42724639+AND+SRC%3AMED&format=json&resultType=core	A consortium of population-based cohort studies from countries of Latin America and the Caribbean, set up with Wellcome Trust funding and run from Imperial College London with a regional network of researchers, that harmonises and pools individual-level data on cardio-metabolic risk factors and fatal and non-fatal cardiovascular outcomes to produce regional risk estimates and tools for cardiovascular prevention.	PMID:32888015|PMID:39687239	Claude Opus 5.5 (Anthropic), 2026-09	Argentina|Chile|Uruguay|Cuba|Dominican_Republic|Peru|Venezuela|Mexico|Puerto_Rico || Costa_Rica|Brazil	Among those cohorts we currently have pooled, there are two multi-country studies: Centro de Excelencia en Salud Cardiovascular para América del Sur (CESCAS) Cohort (Argentina, Chile and Uruguay)24 and the 10/66 Study (Cuba, Dominican Republic, Peru, Venezuela, Mexico and Puerto Rico),25,26 whereas the other cohort studies were based in only one country. || The aforementioned 7 cohorts that have not been pooled because cardiovascular outcomes are not yet available include: CRONICAS Cohort Study (Peru),27 Mexican Health & Aging Study (Mexico),28 Puerto Rican Elderly Health Conditions (Puerto Rico),29 Costa Rican Longevity and Healthy Aging Study (CRELES) 1945–1955 Retirement Cohort (Costa Rica),30 Influence of Biopsychosocial Factors on the Survival of the Elderly in Northeast Brazil—A Prospective Study (Brazil),31 Baependi Heart Study (Brazil)32 and MONICA-VITÓRIA study (Brazil).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7746413/fullTextXML || https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7746413/fullTextXML					Global Exposome Cohort Catalogue entry CC-LAC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CC-LAC), checked against its sources on 2026-09-25. CC-LAC pools individual data from 32+ Latin American and Caribbean cohorts (39 at the 2020 datalock, 13 countries), so it is an aggregation; the catalogue's 'Cohort study' type and years 1990-2010 describe the member cohorts' start dates. Of the member cohorts named in the profile text, only the Baependi Heart Study (COHO:0000623) is in COHO; CESCAS, the 10/66 Study, the Mexican Teachers' Cohort, CRONICAS, the Mexican Health and Aging Study, PREHCO, CRELES and MONICA-Vitoria are not (MONICA-Vitoria is not the WHO MONICA project, COHO:0000118). The numbers inside the quotes are the paper's superscript reference citations as they appear in the fetched text. Cuba, Dominican_Republic and Puerto_Rico are not in gaz_xrefs.tsv. Colombia and other countries appear only in author affiliations; the full country list is in the profile's Figure 1 (an image). COHO:0000519 (CANDELA) is unrelated. Could not read: PMID:32888015 supplementary data pp. 03-06 (list of all pooled cohorts).
ECUAVIDA	Ecuador Life	mint cohort	COHO:0002659	Ecuador Life	ECUAVIDA	Ecuador Life study|ECUAVIDA birth cohort|ECUAVIDA cohort	cohort				PMID:24587469		To investigate risk factors for infection in early childhood, we analysed data prospectively collected in the ECUAVIDA birth cohort in Ecuador.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24587469+AND+SRC%3AMED&format=json&resultType=core	A prospective birth cohort of newborns recruited from 2006 to 2009 at the hospital serving the rural district of Quinindé, Esmeraldas Province, in tropical coastal Ecuador, run by the Laboratorio de Investigaciones FEPIS with St George's, University of London, that follows the children through childhood to study how soil-transmitted helminth infections and other early-life microbial and environmental exposures affect immune development, atopy, allergic disease and asthma.	PMID:24990475	Claude Opus 5.5 (Anthropic), 2026-09	Ecuador	A total of 2404 newborns were recruited between 2006 and 2009 in a public hospital serving the rural district of Quininde, Esmeraldas Province, in a tropical region of coastal Ecuador.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4681103/fullTextXML					Global Exposome Cohort Catalogue entry ECUAVIDA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ECUAVIDA), checked against its sources on 2026-09-25. A single-site birth cohort in Quinindé, Ecuador, with 2404 newborns. Not in COHO (the resembling 'Life' terms are unrelated). ECUAVIDA is the study's acronym and 'Ecuador Life' its English name as the profile gives it; no Spanish expansion was found.
BNTTF	Banco nacional de tumores terry fox (BNTTF)	mint cohort	COHO:0002660	Banco Nacional de Tumores Terry Fox	BNTTF	Terry Fox National Tumor Bank|National Tumor Biobank Terry Fox|Banco Nacional de Tumores Terry Fox (BNTTF)|Banco nacional de tumores terry fox (BNTTF)	cohort				PMID:39264897		We included 38 patients diagnosed with BC and treated at the National Cancer Institute between 2007 and 2017, who consented to donate their samples to the Terry Fox National Tumor Bank in Bogota, Colombia	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11392417/fullTextXML	The donors of the Terry Fox National Tumour Bank, the biobank of the Instituto Nacional de Cancerología in Bogotá, Colombia: people with cancer, people without cancer and cancer survivors who gave informed consent, answered an epidemiological questionnaire on clinical, sociodemographic, risk-factor, family cancer and lifestyle information, and donated blood and, at surgery, tumour and adjacent non-tumour tissue, stored for health research with an emphasis on cancer.	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BNTTF|PMID:39264897|PMID:40065011	Claude Opus 5.5 (Anthropic), 2026-09	Colombia	We included 38 patients diagnosed with BC and treated at the National Cancer Institute between 2007 and 2017, who consented to donate their samples to the Terry Fox National Tumor Bank in Bogota, Colombia	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11392417/fullTextXML					Global Exposome Cohort Catalogue entry BNTTF (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BNTTF), checked against its sources on 2026-09-25. Borderline. BNTTF is the tissue and blood biobank of Colombia's Instituto Nacional de Cancerología (INC) in Bogotá. The catalogue's description (from a 2013 congress abstract) does describe a donor population: donors with cancer, without cancer and survivors recruited 2011-2013 with consent, an epidemiological questionnaire and blood and tissue samples, so it counts as a biobank's donors rather than a tumour bank without a described population; the curator may still decide it is a sample repository and mark it not a cohort. Papers use BNTTF-banked samples of INC patients (the example's patients donated between 2007 and 2017). Label is the bank's Spanish name as papers give it; the English forms vary. Not in COHO. Could not read: https://www.cancer.gov.co/portafolio-1/servicios-apoyo/banco-nacional-tumores-terry-fox (blocked, 403).
CHARLS	China Health and Retirement Longitudinal Study	mint cohort	COHO:0002661	China Health and Retirement Longitudinal Study	CHARLS		cohort				PMID:31816882		Our dataset comprised of 8273 people, aged 45 or above, from the China Health and Retirement Longitudinal Study (CHARLS) conducted in 2011 and 2013.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31816882+AND+SRC%3AMED&format=json&resultType=core	A nationally representative longitudinal survey of community-dwelling people aged 45 years and older in China and their spouses, run from the National School of Development of Peking University, with a 2008 pilot in two provinces and a national baseline in 2011-2012 drawn by multistage probability sampling from 150 counties in 28 provinces, followed up every two years and harmonised with the Health and Retirement Study, to study the health, social and economic consequences of population ageing.	PMID:23243115	Claude Opus 5.5 (Anthropic), 2026-09	China	The China Health and Retirement Longitudinal Study (CHARLS) is a nationally representative longitudinal survey of persons in China 45 years of age or older and their spouses, including assessments of social, economic, and health circumstances of community-residents.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23243115+AND+SRC%3AMED&format=json&resultType=core					Global Exposome Cohort Catalogue entry CHARLS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHARLS), checked against its sources on 2026-09-25. CHARLS is the well-known Chinese member of the Health and Retirement Study family of ageing surveys; it is not in COHO. The Health and Retirement Study (COHO:0000089) is its US model, not a parent: CHARLS recruits its own sample. The catalogue's description ('Population cohort') adds nothing.
ESARJ	Rio de Janeiro Agricultural Health Study	unresolved		Rio de Janeiro Agricultural Health Study	ESARJ		cohort								A prospective cohort of agricultural workers and their families living in the Serrana region of the State of Rio de Janeiro, Brazil, begun in 2024 by researchers of the Public Health Institute of the Federal University of Rio de Janeiro, to study the effects of agricultural exposures, especially pesticides, on inflammation, the microbiome and kidney function.	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ESARJ	Claude Opus 5.5 (Anthropic), 2026-09	Brazil	The Rio de Janeiro Agricultural Health Study (ESARJ) is a prospective cohort study of agricultural workers and their families living in the Serrana region of the State of Rio de Janeiro, Brazil.	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ESARJ					Global Exposome Cohort Catalogue entry ESARJ (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ESARJ), checked against its sources on 2026-09-25. A new agricultural cohort (enrolment from 2024) of the Instituto de Estudos em Saúde Coletiva, UFRJ. It is a cohort and not in COHO; it is unrelated to the US Agricultural Health Study (COHO:0000740) apart from its name. No paper or study page using it was found, so there is no example and the record rests on the catalogue entry alone; it cannot be curated fully until a publication appears. The acronym ESARJ presumably comes from a Portuguese name (Estudo de Saúde Agrícola do Rio de Janeiro?) that was not found in any source, so it is not given. Could not read: any publication or web page of ESARJ (none found); the study's Portuguese name. Not minted on 2026-09-25: no paper or page describes the cohort beyond the catalogue entry; the record above is kept for when one appears.
REACT	REal-time Assessment of Community Transmission	mint cohort	COHO:0002662	REal-time Assessment of Community Transmission	REACT	REACT Cohort|REACT Study|Real-time Assessment of Community Transmission (REACT) Study|Real-time Assessment of Community Transmission|REACT programme	cohort				PMID:41159539		We conducted a qualitative analysis of data from the Real-time Assessment of Community Transmission (REACT) Study.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A41159539+AND+SRC%3AMED&format=json&resultType=core	A national cohort in England of people who took part in the REal-time Assessment of Community Transmission programme of Imperial College London, which from 2020 sent random samples of people aged 5 years and older, drawn from National Health Service general practice registers, SARS-CoV-2 swab tests (REACT-1) and antibody self-tests (REACT-2) for the Department of Health and Social Care, and who consented to recontact and linkage to their health records, used to study the longer-term effects of the COVID-19 pandemic and other factors on health and wellbeing.	https://www.imperial.ac.uk/medicine/research-and-impact/groups/react-study/|PMID:36893367|PMID:37733993	Claude Opus 5.5 (Anthropic), 2026-09	United_Kingdom	The study team (researchers from Imperial College London and its logistics partner Ipsos) wrote to named individuals aged 5 years and older in random cross-sections of the population of England, using the National Health Service list of patients registered with a general practitioner (near-universal coverage) as a sampling frame.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A36893367+AND+SRC%3AMED&format=json&resultType=core					Global Exposome Cohort Catalogue entry REACT (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/REACT), checked against its sources on 2026-09-25. The catalogue entry is the REACT Cohort: the more than 3 million people from Imperial College's REACT-1 (repeated random cross-sectional swab surveys, 19 rounds, May 2020 to March 2022) and REACT-2 (antibody self-test surveys) studies in England who agreed to follow-up. That is a defined group of people, so it is a cohort; REACT-1 and REACT-2 are separately sampled studies that the curator may want as sub-cohorts (isSubCohortOf this term) if a catalogue ever tags them, and their names are not given as synonyms here because they are different samples. The label keeps the study's own capitalisation, which spells out the acronym. Participants were sampled in England only; the country is given as United_Kingdom because England is not in gaz_xrefs.tsv. Not in COHO.
3xG	3xG study (Gezondheid, Gemeenten, Geboorten)	mint cohort	COHO:0002663	3xG study	3xG|3XG	Gezondheid, Gemeenten, Geboorten|Health—Municipalities—Birth|3XG study|3xG study (Gezondheid, Gemeenten, Geboorten)	cohort				PMID:36006149		The urinary data on Gly and AMPA were obtained from Germany (GerES V-sub; 2015–2017), Cyprus (ORGANIKO; 2017), Slovenia (SLO CRP; 2018), France (ESTEBAN; 2014–2016) and Belgium (3XG; 2019–2020).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9415901/fullTextXML	A local birth cohort of children born between 2010 and 2015 to mothers living in the neighbouring rural municipalities of Dessel, Mol and Retie in Flanders, Belgium, run by the Flemish Institute for Technological Research (VITO) and co-financed by the Belgian radioactive waste agency and local consultation bodies, that follows the children with human biomonitoring and questionnaires, alongside the municipalities' disease and mortality registers, to monitor the effects of environmental and lifestyle exposures on health.	PMID:36976969|https://studie3xg.be/nl	Claude Opus 5.5 (Anthropic), 2026-09	Belgium	The 3xG study (Health—Municipalities—Birth, translated from Gezondheid, Gemeenten, Geboorten) is a birth cohort study that monitors and promotes health of the inhabitants of three bordering rural communities (Dessel, Mol, and Retie) in Flanders, Belgium.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10058482/fullTextXML					Global Exposome Cohort Catalogue entry 3xG (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/3xG), checked against its sources on 2026-09-25. 3xG is VITO's birth cohort of 301 children from Dessel, Mol and Retie (near Belgium's nuclear waste sites), with registry follow-up of the municipalities as a whole. Not in COHO. Its samples also contributed to the HBM4EU aligned studies (HBM4EU is not in COHO). The catalogue's end year 2015 is the end of recruitment; children were sampled again in 2019-2020. The capitalisation 3XG, used in HBM4EU papers, is kept as an acronym variant.
Cohort18	Growing Up In Hungary, HCSO Hungarian Demographic Research Institute	mint cohort	COHO:0002664	Cohort ’18, Growing Up in Hungary	Cohort18|Cohort '18|Cohort ’18|Kohorsz '18|Kohorsz ’18	Growing Up in Hungary|Cohort '18 -Growing Up in Hungary|Kohorsz ‘18 Magyar Születési Kohorszvizsgálat|Growing Up In Hungary, HCSO Hungarian Demographic Research Institute	cohort				PMID:37656714		Source of data is the first and second wave of the Cohort '18 -Growing Up in Hungary longitudinal birth cohort study (n = 8185).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37656714+AND+SRC%3AMED&format=json&resultType=core	A nationally representative longitudinal birth cohort of children born in Hungary between March 2018 and April 2019 and their parents, recruited in pregnancy and run by the Hungarian Demographic Research Institute of the Hungarian Central Statistical Office, to study the circumstances of childbearing and childrearing and the parental, family and social factors that shape children's development.	https://kohorsz18.hu/en/|PMID:37656714	Claude Opus 5.5 (Anthropic), 2026-09	Hungary	It is based on a nationwide representative sample of pregnant women who gave birth between March 2018 and April 2019.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37656714+AND+SRC%3AMED&format=json&resultType=core					Global Exposome Cohort Catalogue entry Cohort18 (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Cohort18), checked against its sources on 2026-09-25. Hungary's national birth cohort of about 8,000-9,000 children born 2018/19, run by the HCSO Hungarian Demographic Research Institute (KSH NKI). Not in COHO. The catalogue's name adds the host institute; the cohort's own name is 'Cohort ’18, Growing Up in Hungary' (Hungarian 'Kohorsz ‘18 Magyar Születési Kohorszvizsgálat'), and the apostrophe variants used by the website and papers are kept as distinct acronyms. The quote for Hungary is from the example's abstract, which says the sample is nationwide in Hungary; the country is also in the cohort's name.
HEALS	Health Effect of Arsenic Longitudinal Study	existing	COHO:0000204		HEALS	Health Effect of Arsenic Longitudinal Study																			Global Exposome Cohort Catalogue entry HEALS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HEALS), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
COMBAT	COMmunity-based Behavior and Attitude survey in Tuvalu	mint cohort	COHO:0002665	COMmunity-based Behavior and Attitude survey in Tuvalu	COMBAT	COMmunity-based Behaviour and Attitude Study in Tuvalu|Community Behavior and Attitude Survey in Tuvalu|Community-based Behaviour and Attitude Study in Tuvalu	cohort				PMID:40814824		ConclusionsIn the COMBAT study, home gardening was associated with lower OSA probability among subgroups with specific lifestyle factors.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A40814824+AND+SRC%3AMED&format=json&resultType=core	A nationwide community-based survey of adults in Tuvalu, on Funafuti and the eight outer islands, run in waves since 2020 and funded jointly by the Taiwan International Cooperation and Development Fund and the Tuvalu government, studying diet, lifestyle behaviours, climate-related exposures and obesity and other non-communicable diseases; from 2025 it is being continued as a longitudinal cohort with repeated surveys, clinical assessments and biomonitoring.	PMID:38351973|PMID:38810531|https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/COMBAT	Claude Opus 5.5 (Anthropic), 2026-09	Tuvalu	The COMmunity-based Behavior and Attitude survey in Tuvalu (COMBAT) collected data between February and May 2022 from 1030 adults (985 with complete data) from Funafuti, the main island, and the other 8 outlying islands [17].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10862406/fullTextXML					Global Exposome Cohort Catalogue entry COMBAT (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/COMBAT), checked against its sources on 2026-09-25. No COHO term matches (no COMBAT or Tuvalu name in coho_names.tsv); the suggested matches are unrelated community studies. COMBAT is a repeated national survey of Tuvaluan adults (convenience sample of households, waves 2020, 2022, 2023) that the catalogue describes as being turned into a longitudinal cohort from 2025. Label is the catalogue's name, which is also the title spelling of the COMBAT paper PMID:38810531; papers alternate between 'survey' and 'Study' and between Behavior and Behaviour, kept as synonyms. Tuvalu is not in gaz_xrefs.tsv; DBpedia resource name Tuvalu. Adolescents were also measured in the 2020/2022 waves (PMID:38810531 mentions adolescent waist circumference), so the definition says adults only where the source does; the curator may widen it.
