catalogue id	name	COHO ID	decision	xref	website	note
CC-LAC	The Cohorts Consortium of Latin America and the Caribbean (CC-LAC)	COHO:0002658	mint aggregation	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CC-LAC		Global Exposome Cohort Catalogue entry CC-LAC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CC-LAC), checked against its sources on 2026-09-25. CC-LAC pools individual data from 32+ Latin American and Caribbean cohorts (39 at the 2020 datalock, 13 countries), so it is an aggregation; the catalogue's 'Cohort study' type and years 1990-2010 describe the member cohorts' start dates. Of the member cohorts named in the profile text, only the Baependi Heart Study (COHO:0000623) is in COHO; CESCAS, the 10/66 Study, the Mexican Teachers' Cohort, CRONICAS, the Mexican Health and Aging Study, PREHCO, CRELES and MONICA-Vitoria are not (MONICA-Vitoria is not the WHO MONICA project, COHO:0000118). The numbers inside the quotes are the paper's superscript reference citations as they appear in the fetched text. Cuba, Dominican_Republic and Puerto_Rico are not in gaz_xrefs.tsv. Colombia and other countries appear only in author affiliations; the full country list is in the profile's Figure 1 (an image). COHO:0000519 (CANDELA) is unrelated. Could not read: PMID:32888015 supplementary data pp. 03-06 (list of all pooled cohorts).
ECUAVIDA	Ecuador Life	COHO:0002659	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ECUAVIDA		Global Exposome Cohort Catalogue entry ECUAVIDA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ECUAVIDA), checked against its sources on 2026-09-25. A single-site birth cohort in Quinindé, Ecuador, with 2404 newborns. Not in COHO (the resembling 'Life' terms are unrelated). ECUAVIDA is the study's acronym and 'Ecuador Life' its English name as the profile gives it; no Spanish expansion was found.
BNTTF	Banco nacional de tumores terry fox (BNTTF)	COHO:0002660	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BNTTF		Global Exposome Cohort Catalogue entry BNTTF (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BNTTF), checked against its sources on 2026-09-25. Borderline. BNTTF is the tissue and blood biobank of Colombia's Instituto Nacional de Cancerología (INC) in Bogotá. The catalogue's description (from a 2013 congress abstract) does describe a donor population: donors with cancer, without cancer and survivors recruited 2011-2013 with consent, an epidemiological questionnaire and blood and tissue samples, so it counts as a biobank's donors rather than a tumour bank without a described population; the curator may still decide it is a sample repository and mark it not a cohort. Papers use BNTTF-banked samples of INC patients (the example's patients donated between 2007 and 2017). Label is the bank's Spanish name as papers give it; the English forms vary. Not in COHO. Could not read: https://www.cancer.gov.co/portafolio-1/servicios-apoyo/banco-nacional-tumores-terry-fox (blocked, 403).
CHARLS	China Health and Retirement Longitudinal Study	COHO:0002661	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHARLS		Global Exposome Cohort Catalogue entry CHARLS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHARLS), checked against its sources on 2026-09-25. CHARLS is the well-known Chinese member of the Health and Retirement Study family of ageing surveys; it is not in COHO. The Health and Retirement Study (COHO:0000089) is its US model, not a parent: CHARLS recruits its own sample. The catalogue's description ('Population cohort') adds nothing.
ESARJ	Rio de Janeiro Agricultural Health Study		unresolved			Global Exposome Cohort Catalogue entry ESARJ (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ESARJ), checked against its sources on 2026-09-25. A new agricultural cohort (enrolment from 2024) of the Instituto de Estudos em Saúde Coletiva, UFRJ. It is a cohort and not in COHO; it is unrelated to the US Agricultural Health Study (COHO:0000740) apart from its name. No paper or study page using it was found, so there is no example and the record rests on the catalogue entry alone; it cannot be curated fully until a publication appears. The acronym ESARJ presumably comes from a Portuguese name (Estudo de Saúde Agrícola do Rio de Janeiro?) that was not found in any source, so it is not given. Could not read: any publication or web page of ESARJ (none found); the study's Portuguese name. Not minted on 2026-09-25: no paper or page describes the cohort beyond the catalogue entry; the record above is kept for when one appears.
REACT	REal-time Assessment of Community Transmission	COHO:0002662	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/REACT		Global Exposome Cohort Catalogue entry REACT (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/REACT), checked against its sources on 2026-09-25. The catalogue entry is the REACT Cohort: the more than 3 million people from Imperial College's REACT-1 (repeated random cross-sectional swab surveys, 19 rounds, May 2020 to March 2022) and REACT-2 (antibody self-test surveys) studies in England who agreed to follow-up. That is a defined group of people, so it is a cohort; REACT-1 and REACT-2 are separately sampled studies that the curator may want as sub-cohorts (isSubCohortOf this term) if a catalogue ever tags them, and their names are not given as synonyms here because they are different samples. The label keeps the study's own capitalisation, which spells out the acronym. Participants were sampled in England only; the country is given as United_Kingdom because England is not in gaz_xrefs.tsv. Not in COHO.
3xG	3xG study (Gezondheid, Gemeenten, Geboorten)	COHO:0002663	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/3xG		Global Exposome Cohort Catalogue entry 3xG (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/3xG), checked against its sources on 2026-09-25. 3xG is VITO's birth cohort of 301 children from Dessel, Mol and Retie (near Belgium's nuclear waste sites), with registry follow-up of the municipalities as a whole. Not in COHO. Its samples also contributed to the HBM4EU aligned studies (HBM4EU is not in COHO). The catalogue's end year 2015 is the end of recruitment; children were sampled again in 2019-2020. The capitalisation 3XG, used in HBM4EU papers, is kept as an acronym variant.
Cohort18	Growing Up In Hungary, HCSO Hungarian Demographic Research Institute	COHO:0002664	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Cohort18		Global Exposome Cohort Catalogue entry Cohort18 (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Cohort18), checked against its sources on 2026-09-25. Hungary's national birth cohort of about 8,000-9,000 children born 2018/19, run by the HCSO Hungarian Demographic Research Institute (KSH NKI). Not in COHO. The catalogue's name adds the host institute; the cohort's own name is 'Cohort ’18, Growing Up in Hungary' (Hungarian 'Kohorsz ‘18 Magyar Születési Kohorszvizsgálat'), and the apostrophe variants used by the website and papers are kept as distinct acronyms. The quote for Hungary is from the example's abstract, which says the sample is nationwide in Hungary; the country is also in the cohort's name.
HEALS	Health Effect of Arsenic Longitudinal Study	COHO:0000204	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HEALS		Global Exposome Cohort Catalogue entry HEALS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HEALS), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
COMBAT	COMmunity-based Behavior and Attitude survey in Tuvalu	COHO:0002665	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/COMBAT		Global Exposome Cohort Catalogue entry COMBAT (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/COMBAT), checked against its sources on 2026-09-25. No COHO term matches (no COMBAT or Tuvalu name in coho_names.tsv); the suggested matches are unrelated community studies. COMBAT is a repeated national survey of Tuvaluan adults (convenience sample of households, waves 2020, 2022, 2023) that the catalogue describes as being turned into a longitudinal cohort from 2025. Label is the catalogue's name, which is also the title spelling of the COMBAT paper PMID:38810531; papers alternate between 'survey' and 'Study' and between Behavior and Behaviour, kept as synonyms. Tuvalu is not in gaz_xrefs.tsv; DBpedia resource name Tuvalu. Adolescents were also measured in the 2020/2022 waves (PMID:38810531 mentions adolescent waist circumference), so the definition says adults only where the source does; the curator may widen it.
ROC	São Paulo Western Region Birth Cohort (ROC)	COHO:0002666	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ROC		Global Exposome Cohort Catalogue entry ROC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ROC), checked against its sources on 2026-09-25. No COHO term matches (only COHO:0001412 Sao Paulo Heart Failure Cohort shares the city). ROC is a population birth cohort of mother-child pairs enrolled at delivery at the University of São Paulo's University Hospital, 2012-2014, in the Butantã-Jaguaré area; its principal investigator is at the Department of Pediatrics, University of São Paulo Medical School. The Portuguese name Região Oeste Coorte is the source of the acronym ROC. The definition comes from the OA paper PMID:33952246 and the catalogue's description; the cohort profile PMID:33049779 is closed and was not readable here, and would be the better definition source. The catalogue's own name carries '(ROC)'; kept as a synonym since a catalogue uses it. Could not read: PMID:33049779.
Next Steps	Next Steps	COHO:0002667	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Next%20Steps		Global Exposome Cohort Catalogue entry Next Steps (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Next%20Steps), checked against its sources on 2026-09-25. No COHO term matches (no Next Steps or LSYPE name in coho_names.tsv; the suggested Lifelines-NEXT and T2D-GENES are unrelated). Next Steps is the CLS cohort formerly called the Longitudinal Study of Young People in England (LSYPE); it is not the separate second cohort LSYPE2 (Our Future), born 2000-01, which should not be merged with it. The catalogue's acronym 'Next Steps' is the label itself, so it is not repeated as an acronym. The cls.ucl.ac.uk page given by the catalogue refused this machine (Cloudflare block), so the design paper is the source. England is not in gaz_xrefs.tsv; United_Kingdom used.
4FirHealth	Firefighting occupational exposure and early effects on the health of operational forces		not a cohort			Global Exposome Cohort Catalogue entry 4FirHealth (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/4FirHealth), checked against its sources on 2026-09-25. 4FirHealth ('Firefighting occupational exposure and early effects on the health of operational forces') is a research project funded by the Portuguese Fundação para a Ciência e a Tecnologia (grant PCIF/SSO/0090/2019, March 2021 to February 2025, REQUIMTE, principal investigator at the Polytechnic of Porto), per https://hera-science.com/project/4firhealth/: 'The project includes the participation of firefighters from different corporations in the Porto metropolitan area in conjunction with agents from the National Emergency and Civil Protection Authority (ANEPC).' Its papers are exposure-assessment studies: air sampling in fire stations and personal air sampling of small ad hoc teams at individual prescribed fires (e.g. 12 firefighters and 5 sappers at two fires), with in vitro toxicity work; no source describes a defined, enrolled group of participants followed as a cohort, and the papers name 4FirHealth only in their funding statements. It is a research project without a defined participant population, so not a cohort. No COHO term matches. If the curator prefers to model the project's firefighter sample anyway, it would be a cohort of firefighters from fire stations of the Porto metropolitan area, Portugal, 2021-2024, with PMID:38922102 as the example.
PROMESA	Characterization of the external exposome and its contribution to the clinical respiratory and early biological effects in children: The PROMESA cohort study	COHO:0002668	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PROMESA		Global Exposome Cohort Catalogue entry PROMESA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PROMESA), checked against its sources on 2026-09-25. No COHO term matches; the suggested HELIX, IDEFICS and Children's Health Study are unrelated (PROMESA reuses the HELIX questionnaire but is a separate cohort). The catalogue's name is the protocol paper's title, kept as a synonym; the cohort calls itself the PROMESA study or PROMESA cohort study, the Spanish acronym glossed in the protocol as 'Origin of particulate matter and its effect on children's health' (the Spanish expansion is not given in any text read). The example is the protocol paper itself, because the only results paper found (PMID:38643821, clearly the same 506 children) does not name PROMESA in its abstract and its full text could not be read; replace it with that paper if its full text names PROMESA. The catalogue gives 2017 as start year; the protocol gives ethics approval in 2018 and fieldwork from July 2021 to January 2024. Could not read: PMID:38643821.
BUNMAP	Butajira Nutrition, Mental Health, and Pregnancy	COHO:0002669	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BUNMAP		Global Exposome Cohort Catalogue entry BUNMAP (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BUNMAP), checked against its sources on 2026-09-25. No COHO term matches (no Butajira or BUNMAP name in coho_names.tsv; the suggested pregnancy and nutrition cohorts are unrelated). BUNMAP is a pregnancy/birth cohort nested in the Butajira HDSS, run by Addis Ababa University's School of Public Health. Start date differs by source: the catalogue says October 2017 to November 2020, PMID:37620778 says the cohort was 'established in 2018' and enrolled March 2018 to December 2019; the definition says 2017-2018. The district is spelt 'Meskanena Mareko' in the paper; the definition uses the usual spelling Meskan and Mareko, which the curator may prefer to align with the source.
Primeiros Laços	Young Caregiving Mothers Program (YCMP)	COHO:0002670	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Primeiros%20Laços		Global Exposome Cohort Catalogue entry Primeiros Laços (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Primeiros%20Laços), checked against its sources on 2026-09-25. No COHO term matches. The catalogue entry is the participants of trial NCT02807818 (80 pregnant adolescents and their children): Primeiros Laços is the Portuguese name of the intervention, which the papers also call the Young Caregiving (or Caring) Mothers Program, YCMP, and now the First Ties Program. A trial's participants are a cohort. The label is the catalogue's acronym and the name the trial papers use; the curator may prefer a label naming the trial (e.g. the ClinicalTrials.gov brief title 'A Home Visiting Program for Pregnant Youth to Promote Early Brain Development'). The trial id NCT02807818 could go in as a cross-reference. The catalogue's type is 'Clinical trial'. The participants live in the same western region of São Paulo as the ROC birth cohort (entry ROC of this check) but were separately recruited through primary care units; no source makes it a subcohort of ROC.
MCS	Millennium Cohort Study	COHO:0000801	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MCS		Global Exposome Cohort Catalogue entry MCS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MCS), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
CAC	Cuenta de Alto Costo		not a cohort			Global Exposome Cohort Catalogue entry CAC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CAC), checked against its sources on 2026-09-25. Cuenta de Alto Costo (the High-Cost Diseases Office of the Fondo Colombiano de Enfermedades de Alto Costo) is a Colombian health-system body to which insurers and providers must by law report every patient with certain high-cost diseases; it compiles and audits national administrative registries (the National Administrative Cancer Registry, and registries for HIV/AIDS, chronic kidney disease, haemophilia and other coagulopathies, rheumatoid arthritis and more), as the catalogue's own description lists. The entry is the agency and its bundle of mandatory disease registries, not a defined group of people recruited for study, so not a cohort (a health agency / data warehouse). A single registry drawn from it could be a cohort only if a study defines one; papers do analyse 'nationwide administrative registry cohorts' from CAC data (e.g. PMID:40171140, PMID:36742410, from Europe PMC titles), but these are analysis-specific samples, not the catalogue's entry. No COHO term matches; COHO:0001606's synonym 'Colombian Study of Environmental and Heritable Causes of Breast Cancer' is unrelated.
SLS	Santiago Longitudinal Study	COHO:0001407	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SLS		Global Exposome Cohort Catalogue entry SLS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SLS), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
