ID	TYPE	label	data collection location	evidence	source
COHO:0001592	owl:NamedIndividual	Children's Health Study	dbpedia:United_States	To assess these hypotheses, we conducted a case-control study of risk factors for early-life asthma that was nested in the Children's Health Study (CHS), a population-based study of children's respiratory health in 12 southern California communities.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1241973/fullTextXML
COHO:0001593	owl:NamedIndividual	Copenhagen Ischemic Heart Disease Study	dbpedia:Denmark	In brief, the European (EUR) studies comprised 16,093 CAD cases and 16,616 controls from EPIC-CVD (a case-cohort study embedded in the pan-European EPIC prospective study), the Copenhagen City Heart Study (CCHS), the Copenhagen Ischemic Heart Disease Study (CIHDS) and the Copenhagen General Population Study (CGPS) all recruited within Copenhagen, Denmark.	https://europepmc.org/api/getPdf?pmcid=PMC5555387
COHO:0001594	owl:NamedIndividual	Community Intervention of Metabolic Syndrome in China and Chinese Family Health Study	dbpedia:China	The CIMIC was a large, community-based cohort that was established from 2007 to 2008 and selected four survey sites from three provinces (Shandong, Henan, and Jiangsu) with different economic development levels in China.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7249710/fullTextXML
COHO:0001595	owl:NamedIndividual	Mayo Clinic Center for the Individualized Treatment of Alcoholism Study	dbpedia:United_States	Participants were recruited from community-based residential and outpatient treatment programs affiliated with Mayo Clinic in Rochester, Minnesota, and the Mayo Clinic Health System sites in Austin, Minnesota, Albert Lea, Minnesota, and La Crosse, Wisconsin.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41593-018-0275-1/MediaObjects/41593_2018_275_MOESM4_ESM.pdf
COHO:0001596	owl:NamedIndividual	ChiLdhood Arthritis Risk factor Identification sTudY	dbpedia:Australia	We have established a JIA biobank in Melbourne, Australia called CLARITY - ChiLdhood Arthritis Risk factor Identification sTudY, with the broad aim of identifying genomic and environmental disease risk factors.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23153063+AND+SRC%3AMED&format=json&resultType=core
COHO:0001597	owl:NamedIndividual	California Men's Health Study	dbpedia:United_States	In 2002 – 2003, we established the California Men's Health Study (CMHS), a multiethnic cohort of 84 170 men ages 45 to 69 years who are members of the northern and southern California regions of Kaiser Permanente, the largest managed care organization in California.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1569841/fullTextXML
COHO:0001598	owl:NamedIndividual	Spanish National Cancer Centre Breast Cancer Study	dbpedia:Spain		
COHO:0001599	owl:NamedIndividual	Nutrition, Metabolism and Atherosclerosis Clinic cohort	dbpedia:Canada	A total of 106 unrelated patients were selected from the nutrition, metabolism, and atherosclerosis clinic of the Clinical Research Institute of Montreal.	https://europepmc.org/api/getPdf?pmcid=PMC5138058
COHO:0001600	owl:NamedIndividual	Chonnam National University Lung Cancer Study	dbpedia:South_Korea	The CNULCS was conducted in the Chonnam National University Hwasun Hospital in Jeollanam-do, South Korea and has been previously described	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2456/MediaObjects/41588_2012_BFng2456_MOESM34_ESM.pdf
COHO:0001601	owl:NamedIndividual	An Epidemiological Study of Periodontal Disease and Diabetes: Cytokine Genes and Inflammation Factors	dbpedia:United_States	Recruitment was restricted to residents of South Carolina living along the coastal border and 30 miles inland.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2862011/unicode
COHO:0001602	owl:NamedIndividual	Copenhagen Cardiovascular Genetic study	dbpedia:Denmark	The Copenhagen Cardiovascular Genetic study (COGEN) is comprised of approximately 80,000 patients admitted to six cardiology departments in the capital region of Copenhagen, Denmark, from 2010–2017.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8213191/fullTextXML
COHO:0001603	owl:NamedIndividual	Colorectal Cancer Genetic Susceptibility Study	dbpedia:United_Kingdom	The Colorectal Cancer Genetic Susceptibility (COGS) study aims to evaluate a new Scottish-wide research strategy for identifying individuals at high risk of developing HNPCC.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2394344/fullTextXML
COHO:0001604	owl:NamedIndividual	ColoCare Study	dbpedia:United_States|dbpedia:Germany	ColoCare is recruiting newly diagnosed patients with colorectal cancer across six sites in the United States and one site in Germany.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A30523039+AND+SRC%3AMED&format=json&resultType=core
COHO:0001605	owl:NamedIndividual	Colorectal cancer: Longitudinal, Observational study on Nutritional and lifestyle factors that influence colorectal tumour recurrence, survival and quality of life	dbpedia:Netherlands	The COLON study is a multi-centre prospective cohort study among at least 1,000 incident colorectal cancer patients recruited from 11 hospitals in the Netherlands.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4046039/fullTextXML
COHO:0001606	owl:NamedIndividual	Post-Columbian Study of Environmental and Heritable Causes of Breast Cancer	dbpedia:Colombia|dbpedia:Mexico	The Post-Columbian Study of Environmental and Heritable Causes of Breast Cancer (COLUMBUS) is a case–control study of breast cancer with individuals recruited throughout large cancer hospitals in central and southern Colombia and Mexico City.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11799839/fullTextXML
COHO:0001607	owl:NamedIndividual	Consortium for the Investigation of Renal Malignancies	dbpedia:Australia	The study included Australian residents diagnosed between 2009 and 2015 with a histologically confirmed RCC (ICD-10 C64) at age 18–74 years.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11393909/fullTextXML
COHO:0001608	owl:NamedIndividual	Danish National Patient Register	dbpedia:Denmark	The Danish National Patient Register (DNPR) is an important data source for register-based health-related research, providing detailed information on all hospital contacts in Denmark.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A42604063+AND+SRC%3AMED&format=json&resultType=core
COHO:0001609	owl:NamedIndividual	Duke Neurogenetics Study	dbpedia:United_States	The Duke Neurogenetics Study (DNS) data were collected from high-functioning young adult university students in the United States, so that it would be premature to assume that the same findings would be replicated in samples drawn from the general population.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11071117/fullTextXML
COHO:0001610	owl:NamedIndividual	Dubbo Osteoporosis Epidemiology Study	dbpedia:Australia	This longitudinal population-based study documents the incidence of all symptomatic fractures from 1989 to 1992 in an elderly, predominantly Caucasian population of males and females (> or = 60 years as at 1 January 1989) living in the geographically isolated region of the city of Dubbo, NSW, Australia.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A7812076+AND+SRC%3AMED&format=json&resultType=core
COHO:0001611	owl:NamedIndividual	Danish Osteoporosis Prevention Study	dbpedia:Denmark		
COHO:0001612	owl:NamedIndividual	Diseases of the Ovary and their Evaluation Study	dbpedia:United_States	DOV Diseases of the Ovary and their Evaluation USA: 13 counties in western Washington state	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3650102/unicode
COHO:0001613	owl:NamedIndividual	Danish Psychiatric Central Research Register	dbpedia:Denmark		
COHO:0001614	owl:NamedIndividual	Danish Pelvic Mass Study	dbpedia:Denmark		
COHO:0001615	owl:NamedIndividual	Assessment of Risk for Colorectal Tumors in Canada	dbpedia:Canada		
COHO:0001616	owl:NamedIndividual	Breast Cancer Collaborative Registry	dbpedia:United_States	The US-based BC-positive cases (n = 321) were sourced from the integrated Cancer Repository for Cancer Research (iCaRe2) and the Breast Cancer Collaborative Registry (BCCR), situated in the Midwestern United States [19].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11048743/fullTextXML
COHO:0001617	owl:NamedIndividual	Bipolar Disorder Research Network	dbpedia:United_Kingdom	Participants were recruited into the research programme from across the UK using both systematic and non-systematic recruitment methods.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12092478/fullTextXML
COHO:0001618	owl:NamedIndividual	Center for Education and Drug Abuse Research	dbpedia:United_States	The families were recruited under the aegis of the Center for Education and Drug Abuse Research in Pittsburgh, Pennsylvania.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21320228+AND+SRC%3AMED&format=json&resultType=core
COHO:0001619	owl:NamedIndividual	International Consortium on Lithium Genetics	dbpedia:Australia|dbpedia:Austria|dbpedia:Czech_Republic|dbpedia:France|dbpedia:Germany|dbpedia:Italy|dbpedia:Poland|dbpedia:Romania|dbpedia:Spain|dbpedia:Sweden|dbpedia:Switzerland|dbpedia:Canada|dbpedia:United_States	In the current study, we analyzed the genome-wide genotype and clinical data of 2367 lithium-treated bipolar patients of European ancestry collected by 22 participating sites in 13 countries, including Australia (n = 122), Austria (n = 43), Czech Republic (n = 45), France (n = 210), Germany (n = 218), Italy (n = 255), Poland (n = 97), Romania (n = 152), Spain (n = 74), Sweden (n = 304), Switzerland (n = 57), Canada (n = 353) and the USA (n = 437)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11041653/fullTextXML
COHO:0001619	owl:NamedIndividual	International Consortium on Lithium Genetics	dbpedia:Japan	The Japanese Collaborative Group on the Genetics of Lithium Response in Bipolar Disorder (Japan)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3686769/fullTextXML
COHO:0001619	owl:NamedIndividual	International Consortium on Lithium Genetics	dbpedia:Taiwan	Academia Sinica, Taipei (Taiwan)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3686769/fullTextXML
COHO:0001620	owl:NamedIndividual	Cohort of Norway	dbpedia:Norway	The CONOR database has several strengths: it is population based including populations from various parts of Norway, both rural and urban.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2409050/fullTextXML
COHO:0001621	owl:NamedIndividual	CONsorzio Studi ITaliani sui Tumori Ereditari Alla Mammella	dbpedia:Italy	CONSIT TEAM Italy 91.3	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8755508/supplementaryFiles
COHO:0001622	owl:NamedIndividual	COPD Pathology: Addressing Critical gaps, Early Treatment & diagnosis and Innovative Concepts	dbpedia:Netherlands	The COPACETIC cohort included 1,226 Dutch participants from the NELSON lung cancer screening trial recruited by the University Medical Centers of Groningen and Utrecht	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3548843/fullTextXML
COHO:0001623	owl:NamedIndividual	Copenhagen Breast Cancer Study	dbpedia:Denmark	CBCS Denmark 100.0	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8755508/supplementaryFiles
COHO:0001624	owl:NamedIndividual	Copenhagen Lung Cancer Study	dbpedia:Denmark	Copenhagen Copenhagen lung cancer study Copenhagen S. E. Bojesen Denmark Hosp.CC 2004 (controls) 2012-2013 (cases)	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.3892/MediaObjects/41588_2017_BFng3892_MOESM1_ESM.pdf
COHO:0001625	owl:NamedIndividual	Corea (Genetics of COVID-related Manifestation)	dbpedia:South_Korea	Corea (Genetics of COVID-related Manifestation) Korea	https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-021-03767-x/MediaObjects/41586_2021_3767_MOESM6_ESM.xlsx
COHO:0001626	owl:NamedIndividual	COloRectal tumour Gene Identification study	dbpedia:United_Kingdom	The study has recruited through Clinical Genetics Departments from throughout the United Kingdom since 1999 and has to date enrolled 1,698 families.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3785128/fullTextXML
COHO:0001628	owl:NamedIndividual	Copenhagen Prostate Cancer Study	dbpedia:Denmark	The Copenhagen Prostate Cancer Study 2 included 306 unselected patients with prostate cancer recruited in 2010-2011 from Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2560/MediaObjects/41588_2013_BFng2560_MOESM4_ESM.pdf
COHO:0001629	owl:NamedIndividual	Center for Prostate Disease Research Multicenter National Database	dbpedia:United_States	Retrospective cohort study; Greater Washington DC Metro Area, USA Patients enrolled at Walter Reed National Military Medical Center with biopsy-confirmed prostate cancer who underwent radical prostatectomy	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5448553/supplementaryFiles
COHO:0001630	owl:NamedIndividual	California Pacific Medical Center Research Institute Cohort	dbpedia:United_States	The California Pacific Medical Center Breast Health Cohort is linked to the San Francisco Mammography Registry, part of the NCI Breast Cancer Surveillance Consortium that collects demographic and risk factor data on women receiving mammography.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4053164/fullTextXML
COHO:0001631	owl:NamedIndividual	Canadian Pharmacogenomics Network for Drug Safety	dbpedia:Canada	The Canadian Pharmacogenomics Network for Drug Safety is a nation-wide effort established in Canada to identify novel predictive genomic markers of severe ADRs in children and adults.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A20578893+AND+SRC%3AMED&format=json&resultType=core
COHO:0001632	owl:NamedIndividual	Hong Kong Cardiovascular Risk Factor Prevalence Study	dbpedia:Hong_Kong		
COHO:0001637	owl:NamedIndividual	Chinese University of Hong Kong Diabetes Study	dbpedia:Hong_Kong	The subjects in the Hong Kong case-control study were of southern Han Chinese ancestry and resided in Hong Kong	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.1019/MediaObjects/41588_2012_BFng1019_MOESM23_ESM.pdf
COHO:0001638	owl:NamedIndividual	Chennai Urban Rural Epidemiology Study	dbpedia:India	Chennai (formerly Madras), the largest city in Southern India and the fourth largest in India has been divided into 10 zones and 155 wards. 46 wards were selected by a systematic random sampling method to represent the whole of Chennai.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A14710970+AND+SRC%3AMED&format=json&resultType=core
COHO:0001639	owl:NamedIndividual	China Pulmonary Thromboembolism Registry Study	dbpedia:China	We retrospectively analysed the trends of risk stratification, management and in-hospital mortality for patients with acute PE through a multicentre registry in China (CURES).Adult patients with acute symptomatic PE were included between 2009 and 2015.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A33986031+AND+SRC%3AMED&format=json&resultType=core
COHO:0001640	owl:NamedIndividual	CVPath Institute Sudden Cardiac Death registry	dbpedia:United_States	Between January 1995 and December 2015, CVPath Institute was referred 5262 hearts from cases of unexpected sudden death from the Office of the Chief Medical Examiner of the State of Maryland (OCME-MD).	https://pmc.ncbi.nlm.nih.gov/articles/PMC8173469/
COHO:0001641	owl:NamedIndividual	Cleveland Clinic Foundation/Veteran Affairs Medical Center Cohort	dbpedia:United_States	Blood samples were collected at the Cole Eye Institute (CEI), Cleveland Clinic and the VA Eye Clinic.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3026437/unicode
COHO:0001642	owl:NamedIndividual	Czech post-MONICA study	dbpedia:Czech_Republic	Individuals from the Czech post-MONICA study representing the general Czech population (n=2,621) were used as controls.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A40992627+AND+SRC%3AMED&format=json&resultType=core
COHO:0001643	owl:NamedIndividual	Dutch Asthma GWAS	dbpedia:Netherlands	Dutch Asthma Genetics Consortium (DAGC) Subjects : The Dutch Asthma GWAS (DAG) cohort consists of in total 915 asthma cases and 986 controls, allfromthenorthernoftheNetherlands.TheDAGcohortwasgenotypedintwophasesandmeta‐analysed afterwards.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-017-0014-7/MediaObjects/41588_2017_14_MOESM1_ESM.pdf
COHO:0001655	owl:NamedIndividual	Deterioration of Kidney Allograft Function Genomics	dbpedia:United_States|dbpedia:Canada	3,402 kidney or simultaneous kidney-pancreas transplant (SPK) recipients in 5 U.S. and 2 Canadian transplant centers were consented and enrolled at the time of transplantation in the DeKAF Genomics, a prospective observational, study between 2006 and 2011.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3787982/unicode
COHO:0001663	owl:NamedIndividual	Gastrointestinal Cancer Clinic of Dana-Farber Cancer Institute Study	dbpedia:United_States	Geographic region was defined as REGION_US (United States): AgHealth, CPS-II, DFCI, HPFS, MEC, NHS, NYU-WHS, PHS, PLCO, SELECT, VITAL, WHI; REGION_CNE (Central and Northern Europe): ATBC, EPIC, PANDoRA-Heidelberg, MCCS (Melbourne); and REGION_SE (Southern Europe): SBCS (Spain controls), PANKRAS-II (cases).	https://pmc.ncbi.nlm.nih.gov/articles/PMC4191666/
COHO:0001664	owl:NamedIndividual	Dongfeng-Tongji cohort study	dbpedia:China	This study included 1122 participants with newly diagnosed T2D from the Dongfeng-Tongji Cohort study in China.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A42751891+AND+SRC%3AMED&format=json&resultType=core
COHO:0001665	owl:NamedIndividual	Danish HIV Cohort Study	dbpedia:Denmark	Demographics of HIV-1 infection in Denmark: results from the Danish HIV Cohort Study.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A16051569+AND+SRC%3AMED&format=json&resultType=core
COHO:0001666	owl:NamedIndividual	Danish National Health Service Register	dbpedia:Denmark	The register covers everyone living in Denmark and data is available from 1990.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21775348+AND+SRC%3AMED&format=json&resultType=core
COHO:0001667	owl:NamedIndividual	DietCompLyf Breast Cancer Survival Study	dbpedia:United_Kingdom	3159 women with grades I-III breast cancer were recruited 9-15 months post-diagnosis from 56 UK hospitals.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23664318+AND+SRC%3AMED&format=json&resultType=core
COHO:0001668	owl:NamedIndividual	Drug-Induced Liver Injury Network Prospective Study	dbpedia:United_States	DILIN is a multicentre research network charged with improving our understanding of the aetiologies, risk factors and outcomes of DILI in the US.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A19132805+AND+SRC%3AMED&format=json&resultType=core
COHO:0001673	owl:NamedIndividual	Dutch Renal Cell Cancer Study	dbpedia:Netherlands		
COHO:0001677	owl:NamedIndividual	Edinburgh Artery Study	dbpedia:United_Kingdom	Edinburgh Artery Study: prevalence of asymptomatic and symptomatic peripheral arterial disease in the general population.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:1917239%20AND%20SRC:MED&resultType=core&format=json
COHO:0001678	owl:NamedIndividual	European Collaborative Study	dbpedia:Czech_Republic|dbpedia:Denmark|dbpedia:France|dbpedia:Germany|dbpedia:Republic_of_Ireland|dbpedia:Netherlands|dbpedia:Spain|dbpedia:Sweden|dbpedia:United_Kingdom	as well as 1395 study-specific control subjects representing nine European countries, including the Czech Republic, Denmark, France, Germany, Ireland, the Netherlands, Spain, Sweden, and the United Kingdom.	https://europepmc.org/api/getPdf?pmcid=PMC3274508
COHO:0001679	owl:NamedIndividual	Etude Cas-Témoins de l'Infarctus du Myocarde	dbpedia:France|dbpedia:United_Kingdom	The ECTIM study, which is based on WHO MONICA centers in Belfast (Northern Ireland), Strasbourg (eastern France), Toulouse (southwestern France), and Lille (northern France), has been established to investigate this striking difference.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A1534257+AND+SRC%3AMED&format=json&resultType=core
COHO:0001680	owl:NamedIndividual	Edinburgh Osteoporosis Study	dbpedia:United_Kingdom	The Edinburgh Osteoporosis Study (EDOS) consists of a clinical referral population of patients assessed for evaluation of osteoporosis in Edinburgh, United Kingdom.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4102322/
COHO:0001698	owl:NamedIndividual	EpiLymph	dbpedia:Czech_Republic|dbpedia:France|dbpedia:Germany|dbpedia:Republic_of_Ireland|dbpedia:Italy|dbpedia:Spain	Epilymph is a case-control study of incident lymphoma conducted between 1998 and 2004 in the Czech-Republic, France, Germany, Ireland, Italy, and Spain.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7351167/fullTextXML
COHO:0001711	owl:NamedIndividual	EUDRAGENE	dbpedia:Spain|dbpedia:France|dbpedia:Italy	Of the 25 cases included in this study, 15 were from Spain, 7 from France and 3 from Italy.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3129430/
COHO:0001711	owl:NamedIndividual	EUDRAGENE	dbpedia:United_Kingdom	were recruited using spontaneous adverse drug reaction reports and laboratory CK results from the European pharmacovigilance center and UK primary care practices from 2006−2012 via the EUDRAGENE collaborative network	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6896237/fullTextXML
COHO:0001714	owl:NamedIndividual	Ewha Womans University Hospital PCOS Study	dbpedia:South_Korea	The subjects were recruited from 2008 to 2010 at the Endocrinology and Gynecology Clinics at Ewha Womans University Mokdong Hospital, Seoul, South Korea.	https://pmc.ncbi.nlm.nih.gov/articles/PMC7320020/
COHO:0001718	owl:NamedIndividual	Familial Breast Cancer Study	dbpedia:United_Kingdom	Three thousand nine hundred and sixty breast cancer cases were used in stage 1, of which 3,652 were from cancer genetics clinics in the UK recruited through the Familial Breast Cancer Study (FBCS) and 308 were from oncology clinics in the UK recruited through the Prospective study of Outcomes in Sporadic versus Hereditary breast cancer (POSH) study.	https://europepmc.org/api/getPdf?pmcid=PMC3632836
COHO:0001719	owl:NamedIndividual	Finnish Colorectal Cancer Predisposition Study	dbpedia:Finland	The Helsinki (FCCPS) study (http://research.med.helsinki.fi/gsb/aaltonen/) comprised 988 cases from a population-based collection centred on south-eastern Finland and 864 population controls from the same collection.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3107194/fullTextXML
COHO:0001726	owl:NamedIndividual	Finnish Genetic Study of Arrhythmic Events	dbpedia:Finland	The study population is derived from The Finnish Genetic Study of Arrhythmic Events (Fingesture) which has gathered medical records and medicolegal autopsy data from 5869 consecutive SCD victims since 1998 from the Oulu University Hospital District (defined geographical area in northern Finland, population ≈600 000).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9748531/fullTextXML
COHO:0001732	owl:NamedIndividual	FIRE-3	dbpedia:Germany|dbpedia:Austria	from centres in Germany and Austria	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A25088940+AND+SRC%3AMED&format=json&resultType=core
COHO:0001809	owl:NamedIndividual	Glasgow Stroke Sample	dbpedia:United_Kingdom	Cases with ischemic stroke attending the cerebrovascular service of the Western Infirmary, Glasgow, were recruited between 1990 and 2004 as part of an ongoing study of genetic and circulating biomarkers in stroke.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf
COHO:0001878	owl:NamedIndividual	Hebrew University Genetic Resource	dbpedia:Israel	Patients for discovery analysis were recruited from hospitalized inpatients at seven medical centres in Israel.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3905728/
COHO:0001895	owl:NamedIndividual	IrsiCaixa Foundation Acute/Recent HIV-1 Infection Cohort	dbpedia:Spain	The IrsiCaixa Foundation Acute/Recent HIV-1 Infection cohort in Barcelona, Spain	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3723635/fullTextXML
COHO:0001903	owl:NamedIndividual	Hospital Clínic Primary HIV-1 Infection Cohort	dbpedia:Spain	The study population comprised patients from the “Hospital Clinic Primary HIV-1 Infection Cohort” consecutively evaluated within 180 days after HIV infection at the Hospital Clínic, Barcelona, Spain, between January 1, 1997 and December 31, 2012.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4454638/fullTextXML
COHO:0001906	owl:NamedIndividual	Italian Cohort Naïve Antiretrovirals	dbpedia:Italy	The Italian Cohort Naïve Antiretrovirals (ICONA) is an ongoing national HIV cohort set up in 1997 in Italy, enrolling antiretroviral (ART) naïve persons with HIV (PWH) from 57 infectious diseases centers whose Institutional Review Boards approved the ICONA Foundation Study protocol.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12280848/fullTextXML
COHO:0001927	owl:NamedIndividual	INTERPHONE study	dbpedia:Denmark|dbpedia:Finland|dbpedia:Norway|dbpedia:Sweden|dbpedia:Germany|dbpedia:United_Kingdom|dbpedia:France|dbpedia:Italy|dbpedia:Israel|dbpedia:Japan|dbpedia:Canada|dbpedia:Australia|dbpedia:New_Zealand	The Interphone study recruited 6311 cases with intracerebral tumours and 7658 controls from 13 countries (Denmark, Finland, Norway, Sweden, Germany, United Kingdom, France, Italy, Israel, Japan, Canada, Australia and New Zealand).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9082802/fullTextXML
COHO:0001928	owl:NamedIndividual	Istituto Oncologico Veneto Hereditary Breast and Ovarian Cancer Study	dbpedia:Italy	IOVHBOCS Istituto Oncologico Veneto Italy	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7890067/supplementaryFiles
COHO:0001929	owl:NamedIndividual	Lymphoma Specialized Program of Research Excellence Molecular Epidemiology Resource Cohort Study	dbpedia:United_States	At both Mayo Clinic Rochester and the University of Iowa, all consecutive cases of lymphoma, including Hodgkin lymphoma (HL) and chronic lymphocytic leukaemia (CLL), who were within 9 months of their initial diagnosis at presentation, a US resident and age 18 years and older, were eligible for enrolment into the MER from 1 September 2002 to 30 June 2015.	https://pmc.ncbi.nlm.nih.gov/articles/PMC5837578/
COHO:0001932	owl:NamedIndividual	Portuguese Oncology Institute-Porto Breast Cancer Study	dbpedia:Portugal	IPOBCS Portuguese Oncology Institute-Porto Breast Cancer Study PORTUGAL	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-020-0609-2/MediaObjects/41588_2020_609_MOESM3_ESM.xlsx
COHO:0001952	owl:NamedIndividual	Human genetic determinants of severe malaria in North East Tanzania	dbpedia:Tanzania	The Joint Malaria Programme together with the London School of Hygiene and Tropical Medicine recruited severe malaria cases and healthy participants from Teule Hospital and community, respectively, in Muheza, North East Tanzania.	https://www.malariagen.net/partner_study/human-genetic-determinants-severe-malaria-north-east-tanzania/
COHO:0001960	owl:NamedIndividual	Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer / Australian Ovarian Cancer Study	dbpedia:Australia|dbpedia:New_Zealand	kConFab/ AOCS Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer / Australian Ovarian Cancer Study 25 Australia Index (youngest affected) cases from BRCA1- and BRCA2-mutation-negative multiple-case breast and breast-ovarian families recruited though family cancer clinics from across Australia and New Zealand from 1998-present Identified from the electoral rolls from across Australia as part of the Australian Ovarian Cancer Study in 2002-2006	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3653403/supplementaryFiles
COHO:0001964	owl:NamedIndividual	King Faisal Specialist Hospital and Research Center cohort	dbpedia:Saudi_Arabia	King Faisal Specialist Hospital and Research Center cohort: The King Faisal Specialist Hospital and Research Center (KFSH&RC) cohort consists of indigenous Arabs from Saudi Arabia referred for cardiology care at KFSH&RC, a tertiary care hospital recognized throughout Saudi Arabia and the Middle East, for work-up of cardiac disease from all over the country.	https://europepmc.org/api/getPdf?pmcid=PMC13092120
COHO:0001969	owl:NamedIndividual	Human genetic determinants of severe malaria in Kumasi, Ghana	dbpedia:Ghana	The studies were conducted in the Kumasi Metropolitan District of the Ashanti Region of Ghana where Kumasi is the capital city.	https://www.malariagen.net/partner_study/human-genetic-determinants-severe-malaria-kumasi-ghana/
COHO:0001976	owl:NamedIndividual	Korean Osteoporosis Study at Asan Medical Center	dbpedia:South_Korea	KORAMC de- novo Korean osteoporosis study at Asan Medical Center Cross sectional Korea Seoul East Asian, Korean Clinic based 1397 KorAMC study is a hospital registered, cross sectional study of postmenopausal Korean women	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6113773/supplementaryFiles
COHO:0001995	owl:NamedIndividual	Mayo-Perlegen Linked Efforts to Accelerate Parkinson's Solutions Collaboration	dbpedia:United_States	The Rochester-US dataset contained individual-level genotype data from the “Mayo-Perlegen Linked Efforts to Accelerate Parkinson's Solutions (LEAPS) Collaboration”	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4238979/fullTextXML
COHO:0002008	owl:NamedIndividual	Lung Institute of Western Australia Asthma Genetic Cohort	dbpedia:Australia		
