ID	TYPE	label	participants	participants evidence	participants source	participants note	cases	cases evidence	cases source	cases note	controls	controls evidence	controls source	controls note
COHO:0001454	owl:NamedIndividual	Women's Health Study: From Adolescence to Adulthood	1549	The Women's Health Study: From Adolescence to Adulthood (A2A) is a longitudinal observational cohort study that enrolled 1,549 participants [n = 787 surgically confirmed women with endometriosis (cases) and n = 762 controls] from November 2012–June 2018, enrolling 85% of those who were eligible to participate in the study.	PMID:38665804	participants enrolled Nov 2012-Jun 2018 (endometriosis cases and controls), 2012-2018	787	The Women's Health Study: From Adolescence to Adulthood (A2A) is a longitudinal observational cohort study that enrolled 1,549 participants [n = 787 surgically confirmed women with endometriosis (cases) and n = 762 controls] from November 2012–June 2018, enrolling 85% of those who were eligible to participate in the study.	PMID:38665804	participants enrolled Nov 2012-Jun 2018 (endometriosis cases and controls), 2012-2018	762	The Women's Health Study: From Adolescence to Adulthood (A2A) is a longitudinal observational cohort study that enrolled 1,549 participants [n = 787 surgically confirmed women with endometriosis (cases) and n = 762 controls] from November 2012–June 2018, enrolling 85% of those who were eligible to participate in the study.	PMID:38665804	participants enrolled Nov 2012-Jun 2018 (endometriosis cases and controls), 2012-2018
COHO:0001455	owl:NamedIndividual	African Ancestry Breast Cancer Genetic Consortium					18034	In brief, we analyzed whole-genome sequenced and high-density genotyped data from 18,034 female cases with breast cancer and 22,104 female controls of African ancestry from 26 studies participating in the AABCG, with 85.3% of participants from the United States and 14.7% from the African continent and Barbados.	https://europepmc.org/api/getPdf?pmcid=PMC11284829	female cases and controls of African ancestry from 26 studies in the 2024 GWAS	22104	In brief, we analyzed whole-genome sequenced and high-density genotyped data from 18,034 female cases with breast cancer and 22,104 female controls of African ancestry from 26 studies participating in the AABCG, with 85.3% of participants from the United States and 14.7% from the African continent and Barbados.	https://europepmc.org/api/getPdf?pmcid=PMC11284829	female cases and controls of African ancestry from 26 studies in the 2024 GWAS
COHO:0001456	owl:NamedIndividual	Australian Asthma Genetics Consortium	7197	The Australian GWAS included data from 7,197 individuals of whom 5,523 (77%) were genotyped with Illumina 610K (Illumina, San Diego, CA, USA) array 1,674 (23%) with Illumina 370K array as part of four genotyping projects that are summarised in the webappendix (pp 11): the AAGC (n=1,810), QIMR_610K (n=2,483), QIMR_370K (n=1,674) and Busselton (n=1,230) projects.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3517659/unicode	individuals in the 2011 Australian asthma GWAS (cases and controls)	2669	The Australian GWAS included data from 7,197 individuals of whom 5,523 (77%) were genotyped with Illumina 610K (Illumina, San Diego, CA, USA) array 1,674 (23%) with Illumina 370K array as part of four genotyping projects that are summarised in the webappendix (pp 11): the AAGC (n=1,810), QIMR_610K (n=2,483), QIMR_370K (n=1,674) and Busselton (n=1,230) projects.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3517659/unicode	individuals in the 2011 Australian asthma GWAS (cases and controls)	4528	The Australian GWAS included data from 7,197 individuals of whom 5,523 (77%) were genotyped with Illumina 610K (Illumina, San Diego, CA, USA) array 1,674 (23%) with Illumina 370K array as part of four genotyping projects that are summarised in the webappendix (pp 11): the AAGC (n=1,810), QIMR_610K (n=2,483), QIMR_370K (n=1,674) and Busselton (n=1,230) projects.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3517659/unicode	individuals in the 2011 Australian asthma GWAS (cases and controls)
COHO:0001457	owl:NamedIndividual	Aarhus Prostate Cancer Study					1140	Aarhus Aarhus Prostate Cancer Study Aarhus Denmark Hospital-based, Retrospective, Observational Karina Dalsgaard Sorensen, Torben Falck Orntoft European 1140 570 1079 550	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0142-8/MediaObjects/41588_2018_142_MOESM1_ESM.pdf	cases and controls contributed to the PRACTICAL OncoArray genotyping (analysed subset), 2018	570	Aarhus Aarhus Prostate Cancer Study Aarhus Denmark Hospital-based, Retrospective, Observational Karina Dalsgaard Sorensen, Torben Falck Orntoft European 1140 570 1079 550	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0142-8/MediaObjects/41588_2018_142_MOESM1_ESM.pdf	cases and controls contributed to the PRACTICAL OncoArray genotyping (analysed subset), 2018
COHO:0001458	owl:NamedIndividual	Amsterdam Breast Cancer Study					1325	Amsterdam Breast Cancer Study (ABCS) Netherlands 1429 1325 420 153	https://pmc.ncbi.nlm.nih.gov/articles/PMC4204770/	cases and controls contributed to the BCAC COGS (iCOGS) genotyping (analysed subset), 2014	1429	Amsterdam Breast Cancer Study (ABCS) Netherlands 1429 1325 420 153	https://pmc.ncbi.nlm.nih.gov/articles/PMC4204770/	cases and controls contributed to the BCAC COGS (iCOGS) genotyping (analysed subset), 2014
COHO:0001459	owl:NamedIndividual	Amsterdam Breast Cancer Study – Familial					1769	ABCS-F cases (N = 1,769) were selected from the linked databases of the Division of Diagnostic Oncology and the Tumor Registry of the Antoni van Leeuwenhoek hospital in Amsterdam32.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4948019/fullTextXML	cases and controls of the ABCS-F case-control study (2016)	1968	ABCS-F cases (N = 1,769) were selected from the linked databases of the Division of Diagnostic Oncology and the Tumor Registry of the Antoni van Leeuwenhoek hospital in Amsterdam32.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4948019/fullTextXML	cases and controls of the ABCS-F case-control study (2016)
COHO:0001460	owl:NamedIndividual	Australian Breast Cancer Tissue Bank	6225	Size of the bioresource 6,225 donors as at 15 May 2014 On-going recruitment of 500-600 new donors per annum	https://openbioresources.metajnl.com/articles/10.5334/ojb.aa	breast cancer donors in the biobank as at 15 May 2014								
COHO:0001461	owl:NamedIndividual	Anonymous Blood Donor Cohort	1006	Eighteen known SNPs within or near brain-expressed miRNAs in three samples (Danish, Swedish and Norwegian: 420/163/257 schizophrenia patients and 1006/177/293 control subjects), were analyzed.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1964806/fullTextXML	Danish blood-donor control subjects in the 2007 study cited for the cohort (analysed subset)								
COHO:0001462	owl:NamedIndividual	Adelaide Blood Pools	530	This study consisted of 530 unrelated individuals in total, with 106 individuals in the thin CCT group (covers 20% lower tail of the underlying CCT distribution) and 105 individuals in the thick CCT group (covers 20% upper tail).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2869325/fullTextXML	unrelated individuals in the Adelaide sample (pools drawn from its thinnest and thickest fifths), 2010	106	This study consisted of 530 unrelated individuals in total, with 106 individuals in the thin CCT group (covers 20% lower tail of the underlying CCT distribution) and 105 individuals in the thick CCT group (covers 20% upper tail).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2869325/fullTextXML	unrelated individuals in the Adelaide sample (pools drawn from its thinnest and thickest fifths), 2010	105	This study consisted of 530 unrelated individuals in total, with 106 individuals in the thin CCT group (covers 20% lower tail of the underlying CCT distribution) and 105 individuals in the thick CCT group (covers 20% upper tail).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2869325/fullTextXML	unrelated individuals in the Adelaide sample (pools drawn from its thinnest and thickest fifths), 2010
COHO:0001463	owl:NamedIndividual	Aneurysm Consortium					1866	A genome-wide discovery study was performed by comparing data from 1866 cases with AAA and 5435 unscreened controls from the WTCCC2 study consisting of samples from the 1958 British Birth Cohort and from the UK National Blood Service.	https://europepmc.org/api/getPdf?pmcid=PMC3213391	AAA cases and WTCCC2 controls in the consortium's 2011 GWAS discovery study	5435	A genome-wide discovery study was performed by comparing data from 1866 cases with AAA and 5435 unscreened controls from the WTCCC2 study consisting of samples from the 1958 British Birth Cohort and from the UK National Blood Service.	https://europepmc.org/api/getPdf?pmcid=PMC3213391	AAA cases and WTCCC2 controls in the consortium's 2011 GWAS discovery study
COHO:0001464	owl:NamedIndividual	Autism Case-Control cohort					1453	To boost power for identifying these associations, we examined an Autism Case-Control cohort (ACC cohort, Table 1), comprising 1,453 subjects with ASDs from several US sites, and 7,070 control subjects without ASDs from the Children's Hospital of Philadelphia, who were also genotyped on the same platform.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2943511/unicode	subjects with ASDs and controls in the ACC cohort as genotyped for the 2009 GWAS	7070	To boost power for identifying these associations, we examined an Autism Case-Control cohort (ACC cohort, Table 1), comprising 1,453 subjects with ASDs from several US sites, and 7,070 control subjects without ASDs from the Children's Hospital of Philadelphia, who were also genotyped on the same platform.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2943511/unicode	subjects with ASDs and controls in the ACC cohort as genotyped for the 2009 GWAS
COHO:0001465	owl:NamedIndividual	Action to Control Cardiovascular Risk in Diabetes	10251	A total of 10,251 participants with type 2 diabetes were recruited from seven clinical networks in the U.S. and Canada between 2001 and 2005 and randomized in a 1:1 ratio to receive intensive glucose-lowering treatment, aiming for an HbA1c level below 6%, or to standard treatment, aiming for an HbA1c level between 7.0% and 7.9%.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6196830/fullTextXML	participants with type 2 diabetes randomised 2001-2005								
COHO:0001466	owl:NamedIndividual	Anglo-Cardiff Collaborative Trial	12000	Subjects were drawn from the ACCT (Anglo‐Cardiff Collaborative Trial) population, which consists of >12 000 individuals, selected at random from local general practice lists and open‐access Cardiovascular Risk Assessment Clinics across East Anglia and Wales.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12553408/fullTextXML	more than 12,000 individuals in the ACCT population (a lower bound), 2025								
COHO:0001467	owl:NamedIndividual	Alcoholic Cirrhosis GWAS					712	Genome-wide association meta-analysis of 712 cases with alcohol-related cirrhosis and 1,466 controls.	http://gengastro.med.tu-dresden.de/suppl/alc_cirrhosis/	cases and drinking controls in the 2015 German+UK discovery meta-analysis	1466	Genome-wide association meta-analysis of 712 cases with alcohol-related cirrhosis and 1,466 controls.	http://gengastro.med.tu-dresden.de/suppl/alc_cirrhosis/	cases and drinking controls in the 2015 German+UK discovery meta-analysis
COHO:0001468	owl:NamedIndividual	University of Manchester Longitudinal Study of Cognition in Normal Healthy Old Age	6375	The University of Manchester Longitudinal Study of Cognition in Normal Healthy Old Age (UMLCHA) recruited 6375 individuals aged 42–94 years old from Newcastle and Manchester, UK, starting in 1983 through 199324.	PMID:40908294	individuals aged 42-94 recruited in Newcastle and Manchester 1983-1993								
COHO:0001470	owl:NamedIndividual	Alzheimer's Disease Cardiff Cohort	1947	We used plasma samples collected from 1439 early and late onset sporadic AD cases and 508 screened elderly controls. Information on age at assessment, sex, APOE genotype and genome-wide array genotyping was available for all 1947 samples.	https://pmc.ncbi.nlm.nih.gov/articles/PMC9924904/	analysed subset: AD cases and screened controls with plasma samples and genotypes (2020)	1439	We used plasma samples collected from 1439 early and late onset sporadic AD cases and 508 screened elderly controls. Information on age at assessment, sex, APOE genotype and genome-wide array genotyping was available for all 1947 samples.	https://pmc.ncbi.nlm.nih.gov/articles/PMC9924904/	analysed subset: AD cases and screened controls with plasma samples and genotypes (2020)	508	We used plasma samples collected from 1439 early and late onset sporadic AD cases and 508 screened elderly controls. Information on age at assessment, sex, APOE genotype and genome-wide array genotyping was available for all 1947 samples.	https://pmc.ncbi.nlm.nih.gov/articles/PMC9924904/	analysed subset: AD cases and screened controls with plasma samples and genotypes (2020)
COHO:0001471	owl:NamedIndividual	Analyse des DEterminants génétiques et environnementaux de la Leucoaraiose dans une population de sujets Agés Hypertendus présentant des troubles cognitifs DEbutants	376	Of the 376 patients included in V1, 131 participated in V2 (among the rest, 51 patients died, 60 were lost to follow-up, 130 were not able to visit due to their functional status and/or refused to participate, and 6 patients provided no specific reason).	https://pmc.ncbi.nlm.nih.gov/articles/PMC7175941/	hypertensive patients included at visit 1 (ADELAHYDE-1)								
COHO:0001472	owl:NamedIndividual	Evolution de la Rigidité Artérielle	483	The aim of the present longitudinal study was to compare the progression of aortic stiffness over a 6-year period in treated hypertensive subjects and normotensive subjects, and to evaluate the determinants of this progression.Methods and resultsData for the present analysis were gathered from 483 subjects who had 2 health checkups at the Centre d'Investigations Préventives et Cliniques, the first one in 1992--1993 and the second one in 1998--1999.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A11889014+AND+SRC%3AMED&format=json&resultType=core	subjects with two health checkups (1992-1993 and 1998-1999) analysed								
COHO:0001473	owl:NamedIndividual	ADHD-VHIR study	1186	Spain Discovery Cohort N=1186 (603 cases, 583 controls)	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fnpp.2014.267/MediaObjects/41386_2015_BFnpp2014267_MOESM62_ESM.pdf	adult ADHD cases and blood-donor controls genotyped in the GWAS discovery stage, after QC	603	Spain Discovery Cohort N=1186 (603 cases, 583 controls)	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fnpp.2014.267/MediaObjects/41386_2015_BFnpp2014267_MOESM62_ESM.pdf	adult ADHD cases and blood-donor controls genotyped in the GWAS discovery stage, after QC	583	Spain Discovery Cohort N=1186 (603 cases, 583 controls)	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fnpp.2014.267/MediaObjects/41386_2015_BFnpp2014267_MOESM62_ESM.pdf	adult ADHD cases and blood-donor controls genotyped in the GWAS discovery stage, after QC
COHO:0001474	owl:NamedIndividual	Action in Diabetes and Vascular disease: Preterax and Diamicron-MR Controlled Evaluation	11140	Following successful recruitment and randomisation of 11 140 participants by March 2003, the study is currently half way through its planned follow-up of 4.5 years.	https://www.nature.com/articles/1001890	participants randomised (2003)								
COHO:0001475	owl:NamedIndividual	Aneurysm-Express Biobank Study	503	DNA of 503 patients in Aneurysm-Express biobank study was extracted from whole blood EDTA or (when no blood was available) aneurysm tissue samples following standardized in-house validated protocols for the Aneurysm-Express Genomics Study (AAAGS).	https://pmc.ncbi.nlm.nih.gov/articles/PMC6934821/	patients whose DNA was extracted for the Aneurysm-Express Genomics Study (inclusions 2003-2013)								
COHO:0001476	owl:NamedIndividual	Atrial Fibrillation Biobank LMU	3573	AFLMU (Germany) 3573 Ongoing registry of AF patients from a large arrhythmia clinic	https://pmc.ncbi.nlm.nih.gov/articles/PMC6528378/	AF patients in the registry contributed to the CATCH ME combined dataset (2019)								
COHO:0001477	owl:NamedIndividual	Early Treatment of Atrial Fibrillation for Stroke Prevention Trial	2789	Between July 2011 and December 2016, 135 sites in 11 countries randomized 2789 patients to the EAST-AFNET 4 trial.	https://pmc.ncbi.nlm.nih.gov/articles/PMC8982435/	patients randomised July 2011-December 2016								
COHO:0001478	owl:NamedIndividual	AFTER EU	891	The study population included two groups: 451 patients with type 1 diabetes and diabetic nephropathy and 440 control subjects with type 1 diabetes for >15 years and persistent normoalbuminuria. Baseline clinical and laboratory characteristics of the 891 patients are shown in Table 1.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2890360/	type 1 diabetic patients: nephropathy cases and normoalbuminuric controls, recruited 1993-2000	451	The study population included two groups: 451 patients with type 1 diabetes and diabetic nephropathy and 440 control subjects with type 1 diabetes for >15 years and persistent normoalbuminuria. Baseline clinical and laboratory characteristics of the 891 patients are shown in Table 1.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2890360/	type 1 diabetic patients: nephropathy cases and normoalbuminuric controls, recruited 1993-2000	440	The study population included two groups: 451 patients with type 1 diabetes and diabetic nephropathy and 440 control subjects with type 1 diabetes for >15 years and persistent normoalbuminuria. Baseline clinical and laboratory characteristics of the 891 patients are shown in Table 1.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2890360/	type 1 diabetic patients: nephropathy cases and normoalbuminuric controls, recruited 1993-2000
COHO:0001479	owl:NamedIndividual	Autism Genome Project	9050	To explore the contribution of CNV to ASD, we expanded our previous study (stage 1)6 with an additional 1,604 families (stage 2), bringing the total to 9,050 individuals from 2,845 ASD-affected families.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4067558/fullTextXML	individuals from 2,845 ASD-affected families in the 2014 CNV analysis (stages 1 and 2)								
COHO:0001481	owl:NamedIndividual	San Francisco Bay Area Adult Glioma Study					1110	The total number of subjects from both series that were identified as eligible to participate in the San Francisco Bay Area Adult Glioma Study, 1991–2000, includes 1,110 cases and 1,284 controls.	https://doi.org/10.1186/1471-2407-6-148	eligible (not necessarily enrolled) cases and controls of series 1-2, 1991-2000	1284	The total number of subjects from both series that were identified as eligible to participate in the San Francisco Bay Area Adult Glioma Study, 1991–2000, includes 1,110 cases and 1,284 controls.	https://doi.org/10.1186/1471-2407-6-148	eligible (not necessarily enrolled) cases and controls of series 1-2, 1991-2000
COHO:0001482	owl:NamedIndividual	Aichi Colorectal Cancer Study					640	The Aichi CRC Study: This study had two case-control collections (Aichi-1 and Aichi-2) with a total of 640 cases and 1,414 controls 1 .	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2985/MediaObjects/41588_2014_BFng2985_MOESM57_ESM.pdf	colorectal cancer cases and controls in Aichi-1 and Aichi-2 combined (2014)	1414	The Aichi CRC Study: This study had two case-control collections (Aichi-1 and Aichi-2) with a total of 640 cases and 1,414 controls 1 .	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2985/MediaObjects/41588_2014_BFng2985_MOESM57_ESM.pdf	colorectal cancer cases and controls in Aichi-1 and Aichi-2 combined (2014)
COHO:0001483	owl:NamedIndividual	African American Breast Cancer Epidemiology and Risk Consortium					5739	Cases and controls in the AMBER Consortium, by subtype and study, 2013 Case-control studies Cohort studies Total with questionnaire data available CBCS WCHS BWHS MEC Breast cancer cases 1,535 1,088 2,063 1,053 5,739 ER+ 841 555 848 623 2,867 ER− 587 225 444 224 1,480 ER unknown 107 308 771 206 1,392 ER−, PR−, HER2− 336 130 153 — 619 Age at diagnosis <40 227 125 178 0 530 Age at diagnosis ≥40 1,308 963 1,885 1,053 5,209 Controls 788 975 8,298 4,212 14,273	https://pmc.ncbi.nlm.nih.gov/articles/PMC3945713/	pooled breast cancer cases and controls with questionnaire data in the four member studies, 2013	14273	Cases and controls in the AMBER Consortium, by subtype and study, 2013 Case-control studies Cohort studies Total with questionnaire data available CBCS WCHS BWHS MEC Breast cancer cases 1,535 1,088 2,063 1,053 5,739 ER+ 841 555 848 623 2,867 ER− 587 225 444 224 1,480 ER unknown 107 308 771 206 1,392 ER−, PR−, HER2− 336 130 153 — 619 Age at diagnosis <40 227 125 178 0 530 Age at diagnosis ≥40 1,308 963 1,885 1,053 5,209 Controls 788 975 8,298 4,212 14,273	https://pmc.ncbi.nlm.nih.gov/articles/PMC3945713/	pooled breast cancer cases and controls with questionnaire data in the four member studies, 2013
COHO:0001484	owl:NamedIndividual	Acute Myocardial Infarction Gene Study					809	Between 2004 and 2006, we enrolled a cohort of 809 consecutive men younger than 65 and suffering from non-ST-segment elevation MI or ST- segment elevation MI with an onset of symptoms less than 24 hours before admission.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.327/MediaObjects/41588_2009_BFng327_MOESM15_ESM.pdf	MI cases enrolled 2004-2006 (809); Dortmund Health Study controls genotyped (1,132)	1132	Between 2004 and 2006, we enrolled a cohort of 809 consecutive men younger than 65 and suffering from non-ST-segment elevation MI or ST- segment elevation MI with an onset of symptoms less than 24 hours before admission.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.327/MediaObjects/41588_2009_BFng327_MOESM15_ESM.pdf	MI cases enrolled 2004-2006 (809); Dortmund Health Study controls genotyped (1,132)
COHO:0001485	owl:NamedIndividual	Amsterdam UMC COVID-19 Biobank	416	Between March 23rd and May 26th 2020, 416 patients with COVID-19 were included in the Amsterdam UMC COVID-19 Biobank (online appendix eFig. 1).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8118723/fullTextXML	COVID-19 patients included 23 March-26 May 2020								
COHO:0001486	owl:NamedIndividual	Australian National Endometrial Cancer Study					1399	Table 1 Descriptive characteristics of 1,399 women with endometrial cancer and 740 population-based controls	https://link.springer.com/article/10.1007/s10552-011-9894-5	endometrial cancer cases and population controls with interview data (2007)	740	Table 1 Descriptive characteristics of 1,399 women with endometrial cancer and 740 population-based controls	https://link.springer.com/article/10.1007/s10552-011-9894-5	endometrial cancer cases and population controls with interview data (2007)
COHO:0001487	owl:NamedIndividual	Lübeck Registry of Structural Heart Disease					1254	Angio-Lueb /KORAF3 CAD 2658 1655/1003 1254/1404	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2480/MediaObjects/41588_2013_BFng2480_MOESM9_ESM.pdf	CAD cases from the registry's angiography sample (Angio-Lueb) in the CARDIoGRAMplusC4D stage 2 analysis; controls are KORA F3				
COHO:0001488	owl:NamedIndividual	Australia and New Zealand Multiple Sclerosis Genetics Consortium					3268	The 3268 MS cases and 3579 healthy controls genotyped for the fine-mapping component of this study formed part of a larger ANZgene MS loci fine-mapping study, and were phenotyped according to established criteria.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4798184/fullTextXML	ANZ MS cases and healthy controls genotyped in the ANZgene fine-mapping study (2016)	3579	The 3268 MS cases and 3579 healthy controls genotyped for the fine-mapping component of this study formed part of a larger ANZgene MS loci fine-mapping study, and were phenotyped according to established criteria.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4798184/fullTextXML	ANZ MS cases and healthy controls genotyped in the ANZgene fine-mapping study (2016)
COHO:0001489	owl:NamedIndividual	Australian & New Zealand Registry of Advanced Glaucoma	9373		https://anzrag.com.au/	participants in the registry (website counter), 2026								
COHO:0001490	owl:NamedIndividual	Alberta Ovarian Tumor Types Study	1000	Patients were sampled from an ongoing study of ovarian histological types comprising approximately 1,000 women with ovarian carcinomas (300 endometrioid, 300 clear cell, 300 mucinous, and 100 high-grade serous).	https://pmc.ncbi.nlm.nih.gov/articles/PMC3794544/	women with ovarian carcinoma in the study (approximate), 2013								
COHO:0001491	owl:NamedIndividual	Australian Prostate Cancer BioResource	3100	The validation cohort of prostate cancer patients (N = 40) were recruited as part of the Australian Prostate Cancer BioResource (APCB) consisting of 3,100 patients including 350 men recruited via collaborations with urologists, 2,000 men from the QLD node of APCB, and 750 men recruited in collaboration with The Cancer Council Queensland.	https://pmc.ncbi.nlm.nih.gov/articles/PMC5923293/	prostate cancer patients in the bioresource (2018)								
COHO:0001492	owl:NamedIndividual	Aberdeen Prospective Osteoporosis Screening Study	5119	Subjects are women from the Aberdeen Prospective Osteoporosis Screening Study (APOSS) cohort, a population-based screening program for assessing osteoporotic fracture risk, which initially recruited 5119 women aged 45–54 years between 1990 and 1994 using random selection from Community Health Index [15].	https://pmc.ncbi.nlm.nih.gov/articles/PMC5506508/	women attending the baseline visit 1990-1994								
COHO:0001493	owl:NamedIndividual	Apixaban for Reduction in Stroke and Other Thromboembolic Events in Atrial Fibrillation	18201	In this randomized, double-blind trial, we compared apixaban (at a dose of 5 mg twice daily) with warfarin (target international normalized ratio, 2.0 to 3.0) in 18,201 patients with atrial fibrillation and at least one additional risk factor for stroke.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21870978+AND+SRC%3AMED&format=json&resultType=core	randomised patients in the main analysis (2011)								
COHO:0001494	owl:NamedIndividual	Aarhus Osteoporosis Study					462	We investigated if the polymorphisms in the IL-1α gene affect the risk of osteoporotic fractures, bone mineral density (BMD), and bone turnover in 462 osteoporotic patients and 336 normal controls.	https://doi.org/10.1007/s00223-006-0059-6	osteoporotic cases and normal controls	336	We investigated if the polymorphisms in the IL-1α gene affect the risk of osteoporotic fractures, bone mineral density (BMD), and bone turnover in 462 osteoporotic patients and 336 normal controls.	https://doi.org/10.1007/s00223-006-0059-6	osteoporotic cases and normal controls
COHO:0001495	owl:NamedIndividual	Amsterdam Resuscitation Studies	3005	We included 3005 cases and continue to collect DNA samples at the same rate.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4189338/	OHCA cases with VT/VF and DNA collected, July 2007-January 2014 (DNA sub-collection only)								
COHO:0001497	owl:NamedIndividual	Arsenic Health Risk Assessment and Molecular Epidemiology	1392	The study comprised 1,392 participants of whom 852 were cancer cases (529 basal cell carcinoma of skin, BCC; 214 bladder; 109 kidney) and 540 were controls.	https://doi.org/10.1007/s00420-010-0519-1	cancer cases and hospital controls recruited 2002-2004	852	The study comprised 1,392 participants of whom 852 were cancer cases (529 basal cell carcinoma of skin, BCC; 214 bladder; 109 kidney) and 540 were controls.	https://doi.org/10.1007/s00420-010-0519-1	cancer cases and hospital controls recruited 2002-2004	540	The study comprised 1,392 participants of whom 852 were cancer cases (529 basal cell carcinoma of skin, BCC; 214 bladder; 109 kidney) and 540 were controls.	https://doi.org/10.1007/s00420-010-0519-1	cancer cases and hospital controls recruited 2002-2004
COHO:0001498	owl:NamedIndividual	Athens Study of Psychosis Proneness and Incidence of Schizophrenia	2243	Briefly, the Athens Study of Psychosis Proneness and Incidence of Schizophrenia (ASPIS) examined 2243 randomly selected young male conscripts aged 18 to 24 years from the Greek Air Force in their first 2 weeks of admission to the National Basic Air Force Training Center.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2572614/fullTextXML	young male conscripts examined								
COHO:0001499	owl:NamedIndividual	Australian Twin Eye Study	2235	This study examined 2,235 people at total cost of approximately AUS$1,564,500.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3855231/	twins and siblings examined in the Twins Eye Study in Tasmania, including the BATS wave (2009)								
COHO:0001500	owl:NamedIndividual	AtheroGene Registry	3800	Three thousand eight hundred patients, who underwent coronary angiography, were recruited in the AtheroGene Study at the Department of Medicine II of the Johannes Gutenberg‐University Mainz or the Bundeswehr‐Zentralkrankenhaus Koblenz, from June 1999 to March 2004.	https://pmc.ncbi.nlm.nih.gov/articles/PMC7428563/	patients undergoing coronary angiography recruited June 1999-March 2004								
COHO:0001501	owl:NamedIndividual	Australian Twin Migraine	6350	The Australian Twin Migraine GWA study (N = 6,350) included 2,825 migraine cases and 3,525 controls, 805 of whom met the diagnostic criteria for MDD.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24081561+AND+SRC%3AMED&format=json&resultType=core	migraine cases and controls in the GWA sample (2013)	2825	The Australian Twin Migraine GWA study (N = 6,350) included 2,825 migraine cases and 3,525 controls, 805 of whom met the diagnostic criteria for MDD.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24081561+AND+SRC%3AMED&format=json&resultType=core	migraine cases and controls in the GWA sample (2013)	3525	The Australian Twin Migraine GWA study (N = 6,350) included 2,825 migraine cases and 3,525 controls, 805 of whom met the diagnostic criteria for MDD.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24081561+AND+SRC%3AMED&format=json&resultType=core	migraine cases and controls in the GWA sample (2013)
COHO:0001502	owl:NamedIndividual	Asthma UK Genetics of Severe Asthma	1026	We genotyped 1026 individuals of European ancestry with severe asthma based on the Global Initiative for Asthma (GINA) criteria.18 Only subjects in classes 3–5 were included, recruited across UK-based centres.	https://doi.org/10.1136/thoraxjnl-2011-201262	severe asthma cases genotyped (discovery cohort), 2012	1026	We genotyped 1026 individuals of European ancestry with severe asthma based on the Global Initiative for Asthma (GINA) criteria.18 Only subjects in classes 3–5 were included, recruited across UK-based centres.	https://doi.org/10.1136/thoraxjnl-2011-201262	severe asthma cases genotyped (discovery cohort), 2012				
